# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_forward         -                3     900       3     900       1     900    1491    +           0 1141.7  18.0  -
Moraxellaceae_Moraxella                          -          A1d2_forward         -                1     886       9     900       9     900    1446    +    6.2e-304 1009.3  18.1  -
Microbacteriaceae_Rathayibacter                  -          A1d2_forward         -                3     886       3     900       2     900    1467    +    1.4e-180  600.3  17.9  -
Chromobacteriaceae_Leeia                         -          A1d2_forward         -                1     874      26     900      26     900    1416    +    1.4e-180  600.5  18.5  -
Pseudonocardiaceae_Lechevalieria                 -          A1d2_forward         -                7     881       3     900       1     900    1472    +    1.5e-180  600.5  18.8  -
Bacillales_Gemella                               -          A1d2_forward         -                6     914       3     899       2     900    1511    +    1.6e-180  600.4  18.0  -
Gallionellaceae_Ferriphaselus                    -          A1d2_forward         -               20     915       3     899       1     900    1385    +    1.7e-180  600.2  18.1  -
Alcaligenaceae_Saccharedens                      -          A1d2_forward         -                2     882      18     899      17     900    1354    +    1.8e-180  600.2  17.6  -
Hydrogenophilaceae_Sulfuritortus                 -          A1d2_forward         -                2     898       2     900       1     900    1454    +    1.9e-180  600.1  18.3  -
Flavobacteriaceae_Tenacibaculum                  -          A1d2_forward         -                4     895       4     900       2     900    1444    +      2e-180  600.1  17.6  -
Nocardioidaceae_Marmoricola                      -          A1d2_forward         -               10     888       3     900       2     900    1435    +    2.1e-180  600.2  18.8  -
Alcaligenaceae_Basilea                           -          A1d2_forward         -               37     936       3     899       1     900    1559    +    2.5e-180  599.7  18.1  -
Catenulisporaceae_Catenulispora                  -          A1d2_forward         -                3     879       3     900       2     900    1460    +    3.5e-180  599.2  19.1  -
Rhodocyclaceae_Sulfurisoma                       -          A1d2_forward         -                2     898       2     899       1     900    1460    +    3.6e-180  599.2  18.3  -
Polyangiaceae_Aetherobacter                      -          A1d2_forward         -               24     937       3     900       2     900    1555    +    3.8e-180  599.2  17.6  -
Desulfobacteraceae_Desulfatiglans                -          A1d2_forward         -               15     934       3     900       2     900    1527    +    3.9e-180  599.0  18.2  -
Alcaligenaceae_Paracandidimonas                  -          A1d2_forward         -               34     867      67     899      45     900    1428    +    4.3e-180  598.9  17.7  -
Acholeplasmataceae_Acholeplasma                  -          A1d2_forward         -                1     879       9     896       9     900    1437    +    5.6e-180  598.4  18.4  -
Alteromonadales_Aestuariicella                   -          A1d2_forward         -               24     854      72     900      53     900    1400    +    5.8e-180  598.3  17.9  -
Nakamurellaceae_Nakamurella                      -          A1d2_forward         -                3     880       3     900       2     900    1462    +    6.9e-180  598.2  18.6  -
Thermoactinomycetaceae_Melghirimyces             -          A1d2_forward         -               11     933       3     900       1     900    1506    +    8.5e-180  598.0  18.2  -
Lachnospiraceae_Cellulosilyticum                 -          A1d2_forward         -               62     937       4     899       2     900    1547    +    8.7e-180  597.7  18.6  -
Planococcaceae_Bhargavaea                        -          A1d2_forward         -               23     929       3     899       1     900    1544    +    8.7e-180  597.8  17.6  -
Cystobacteraceae_Stigmatella                     -          A1d2_forward         -                3     912       3     900       2     900    1502    +    8.9e-180  597.7  17.8  -
Enterobacteriaceae_Izhakiella                    -          A1d2_forward         -               20     921       3     900       1     900    1502    +    9.8e-180  597.7  17.9  -
Cellulomonadaceae_Cellulomonas                   -          A1d2_forward         -                3     883       3     900       2     900    1443    +    1.1e-179  597.7  18.8  -
Microbacteriaceae_Agromyces                      -          A1d2_forward         -                3     890       3     900       2     900    1477    +    1.2e-179  597.3  18.2  -
Microbacteriaceae_Agrococcus                     -          A1d2_forward         -               14     895       3     900       2     900    1468    +    1.3e-179  597.4  17.9  -
Rhodothermaceae_Rhodothermus                     -          A1d2_forward         -               32     926       3     900       2     900    1543    +    1.3e-179  597.3  18.3  -
Intrasporangiaceae_Ornithinimicrobium            -          A1d2_forward         -                2     879       7     900       6     900    1447    +    1.4e-179  597.2  18.5  -
Cellulomonadaceae_Actinotalea                    -          A1d2_forward         -               15     897       3     900       2     900    1476    +    1.6e-179  597.3  18.4  -
Bacillaceae_Lysinibacillus                       -          A1d2_forward         -                3     915       3     900       2     900    1476    +    1.7e-179  596.7  18.0  -
Aerococcaceae_Facklamia                          -          A1d2_forward         -                3     914       3     899       2     900    1501    +    1.8e-179  597.0  18.0  -
Cystobacteraceae_Vitiosangium                    -          A1d2_forward         -               21     930       3     900       2     900    1528    +    1.8e-179  596.8  17.9  -
Alcaligenaceae_Brackiella                        -          A1d2_forward         -                2     886      13     899      12     900    1473    +    1.8e-179  596.7  18.0  -
Aerococcaceae_Aerococcus                         -          A1d2_forward         -                1     902      10     899      10     900    1461    +    1.9e-179  596.7  17.8  -
Clostridiales_Anaerobranca                       -          A1d2_forward         -               25     910       3     900       1     900    1467    +    2.1e-179  596.7  18.3  -
Sterolibacteriaceae_Sterolibacterium             -          A1d2_forward         -               18     921       3     899       1     900    1531    +    2.2e-179  596.5  18.1  -
Clostridiaceae_Sporosalibacterium                -          A1d2_forward         -               23     911       3     900       2     900    1521    +    2.5e-179  596.2  19.3  -
