# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_G09_067_2018_2 -               37     829      18     810       6     810    1526    +    6.8e-302 1002.5  25.6  -
Kangiellaceae_Kangiella                          -          LKAP-TSAKG2_G09_067_2018_2 -               33     804      19     806       6     809    1478    +    6.6e-163  541.7  23.0  -
Microbacteriaceae_Rathayibacter                  -          LKAP-TSAKG2_G09_067_2018_2 -               25     774      19     806       5     810    1467    +    6.7e-163  541.6  24.2  -
Oceanospirillaceae_Oceanospirillum               -          LKAP-TSAKG2_G09_067_2018_2 -               25     793      19     806      10     809    1462    +    7.1e-163  541.7  22.7  -
Microbacteriaceae_Okibacterium                   -          LKAP-TSAKG2_G09_067_2018_2 -               54     800      19     806       6     809    1529    +    7.6e-163  541.5  24.4  -
Aurantimonadaceae_Aureimonas                     -          LKAP-TSAKG2_G09_067_2018_2 -               33     743      19     806       7     809    1433    +    7.9e-163  541.7  22.7  -
Defluviitaleaceae_Defluviitalea                  -          LKAP-TSAKG2_G09_067_2018_2 -               64     769      77     810      55     810    1413    +    8.4e-163  541.5  22.0  -
Micromonosporaceae_Couchioplanes                 -          LKAP-TSAKG2_G09_067_2018_2 -               10     755      19     807      14     810    1409    +    8.5e-163  541.6  23.9  -
Sphingomonadaceae_Sphingopyxis                   -          LKAP-TSAKG2_G09_067_2018_2 -               34     747      19     807       6     809    1436    +    8.8e-163  541.6  21.2  -
Rhodospirillaceae_Tistrella                      -          LKAP-TSAKG2_G09_067_2018_2 -               47     776      19     810       6     810    1495    +      1e-162  541.7  23.7  -
Lysobacteraceae_Thermomonas                      -          LKAP-TSAKG2_G09_067_2018_2 -               24     794      18     806       8     809    1488    +    1.1e-162  541.1  23.6  -
Arenicellaceae_Arenicella                        -          LKAP-TSAKG2_G09_067_2018_2 -               33     797      19     806       6     808    1506    +    1.1e-162  541.2  23.5  -
Sphingomonadaceae_Sphingobium                    -          LKAP-TSAKG2_G09_067_2018_2 -               38     752      18     807       5     809    1442    +    1.2e-162  541.3  21.9  -
Mycobacteriaceae_Mycobacterium                   -          LKAP-TSAKG2_G09_067_2018_2 -               28     775      19     808       6     810    1469    +    1.2e-162  540.9  24.3  -
Glycomycetaceae_Glycomyces                       -          LKAP-TSAKG2_G09_067_2018_2 -               24     781      18     807       5     810    1486    +    1.2e-162  541.1  23.8  -
Acetobacteraceae_Roseomonas                      -          LKAP-TSAKG2_G09_067_2018_2 -               32     747      19     809       5     810    1438    +    1.2e-162  541.3  23.6  -
Hyphomonadaceae_Hyphomonas                       -          LKAP-TSAKG2_G09_067_2018_2 -               51     749      67     808      44     810    1355    +    1.2e-162  541.2  23.0  -
Syntrophaceae_Syntrophus                         -          LKAP-TSAKG2_G09_067_2018_2 -               45     827      19     806       6     809    1560    +    1.4e-162  540.5  23.7  -
Halieaceae_Haliea                                -          LKAP-TSAKG2_G09_067_2018_2 -               45     808      19     806      10     809    1500    +    1.5e-162  540.6  23.0  -
Caulobacteraceae_Caulobacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     741      19     810       7     810    1426    +    1.5e-162  540.7  21.9  -
Brucellaceae_Ochrobactrum                        -          LKAP-TSAKG2_G09_067_2018_2 -               43     756      19     809       8     810    1421    +    1.6e-162  540.6  23.2  -
Microbacteriaceae_Mycetocola                     -          LKAP-TSAKG2_G09_067_2018_2 -               24     772      18     806       4     809    1438    +    1.6e-162  540.4  24.5  -
Clostridiales_Helcococcus                        -          LKAP-TSAKG2_G09_067_2018_2 -               41     802      19     810       6     810    1458    +    1.7e-162  540.4  25.3  -
Micromonosporaceae_Longispora                    -          LKAP-TSAKG2_G09_067_2018_2 -               42     789      17     809       3     810    1478    +    1.8e-162  540.2  24.2  -
Sphingomonadaceae_Blastomonas                    -          LKAP-TSAKG2_G09_067_2018_2 -               34     755      13     807       4     809    1448    +    1.8e-162  540.4  21.3  -
Halobacteroidaceae_Halanaerobacter               -          LKAP-TSAKG2_G09_067_2018_2 -               44     795      19     806       6     809    1437    +    1.9e-162  540.2  23.7  -
Micrococcaceae_Citricoccus                       -          LKAP-TSAKG2_G09_067_2018_2 -               41     790      19     806       5     809    1479    +    2.1e-162  540.0  24.1  -
Micromonosporaceae_Rugosimonospora               -          LKAP-TSAKG2_G09_067_2018_2 -               25     767      19     807       6     810    1439    +    2.5e-162  540.0  23.9  -
Micrococcaceae_Paeniglutamicibacter              -          LKAP-TSAKG2_G09_067_2018_2 -               30     777      19     806       5     809    1467    +    2.7e-162  539.8  24.6  -
Cystobacteraceae_Cystobacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     803      19     808       6     809    1491    +    2.8e-162  539.7  23.8  -
Micrococcaceae_Yaniella                          -          LKAP-TSAKG2_G09_067_2018_2 -               34     788      19     806       5     809    1497    +    2.9e-162  539.5  24.0  -
Dermabacteraceae_Dermabacter                     -          LKAP-TSAKG2_G09_067_2018_2 -               34     778      19     806       6     809    1456    +    3.2e-162  539.5  24.8  -
Desulfobacteraceae_Desulfococcus                 -          LKAP-TSAKG2_G09_067_2018_2 -               45     832      19     807       6     809    1529    +    4.3e-162  538.9  24.1  -
Promicromonosporaceae_Myceligenerans             -          LKAP-TSAKG2_G09_067_2018_2 -               43     792      18     806       4     809    1475    +    4.8e-162  539.0  24.4  -
Deferribacteraceae_Geovibrio                     -          LKAP-TSAKG2_G09_067_2018_2 -               45     818      19     809       6     810    1545    +    4.9e-162  538.8  23.8  -
Pseudonocardiaceae_Kutzneria                     -          LKAP-TSAKG2_G09_067_2018_2 -               43     785      19     807       5     810    1477    +    5.3e-162  538.8  24.0  -
Nocardioidaceae_Nocardioides                     -          LKAP-TSAKG2_G09_067_2018_2 -               24     770      18     807       5     810    1449    +    5.4e-162  538.9  24.3  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP-TSAKG2_G09_067_2018_2 -               31     814      19     806       5     809    1500    +    5.7e-162  538.7  24.2  -
Streptosporangiaceae_Planobispora                -          LKAP-TSAKG2_G09_067_2018_2 -               25     763      19     807       6     810    1443    +    5.8e-162  538.6  23.3  -
Halothiobacillaceae_Halothiobacillus             -          LKAP-TSAKG2_G09_067_2018_2 -               45     814      19     806       6     808    1505    +    5.9e-162  538.6  22.7  -
Cellulomonadaceae_Paraoerskovia                  -          LKAP-TSAKG2_G09_067_2018_2 -               30     776      19     806       6     809    1483    +    6.4e-162  538.5  24.4  -
Tsukamurellaceae_Tsukamurella                    -          LKAP-TSAKG2_G09_067_2018_2 -               43     789      18     808       5     810    1495    +    6.4e-162  538.6  24.1  -
Methylococcaceae_Methylosarcina                  -          LKAP-TSAKG2_G09_067_2018_2 -               39     799      19     806       6     808    1515    +    6.7e-162  538.2  23.4  -
Oceanospirillaceae_Amphritea                     -          LKAP-TSAKG2_G09_067_2018_2 -               25     792      19     806       9     809    1463    +    7.5e-162  538.2  23.2  -
Thermoactinomycetaceae_Hazenella                 -          LKAP-TSAKG2_G09_067_2018_2 -               23     762      17     809       4     810    1426    +    8.1e-162  538.2  22.7  -
Corynebacteriaceae_Corynebacterium               -          LKAP-TSAKG2_G09_067_2018_2 -               25     775      19     807       5     810    1462    +    8.1e-162  538.1  24.1  -
Alteromonadaceae_Marinobacterium                 -          LKAP-TSAKG2_G09_067_2018_2 -               25     794      19     806       5     809    1465    +      9e-162  538.0  23.2  -
Intrasporangiaceae_Intrasporangium               -          LKAP-TSAKG2_G09_067_2018_2 -               14     764      18     807       7     810    1435    +    9.3e-162  537.9  24.7  -
Sphingomonadaceae_Stakelama                      -          LKAP-TSAKG2_G09_067_2018_2 -               25     739      19     807       6     809    1414    +      1e-161  538.1  21.0  -
Parvularculaceae_Parvularcula                    -          LKAP-TSAKG2_G09_067_2018_2 -               45     759      19     808       9     810    1427    +    1.1e-161  538.0  21.7  -
Micrococcaceae_Pseudarthrobacter                 -          LKAP-TSAKG2_G09_067_2018_2 -               36     782      19     806       5     809    1471    +    1.2e-161  537.6  24.2  -
Alcanivoracaceae_Alcanivorax                     -          LKAP-TSAKG2_G09_067_2018_2 -               45     812      19     806       8     809    1505    +    1.3e-161  537.3  23.0  -
Microbacteriaceae_Amnibacterium                  -          LKAP-TSAKG2_G09_067_2018_2 -               32     779      18     806       4     809    1460    +    1.5e-161  537.3  23.9  -
Rarobacteraceae_Rarobacter                       -          LKAP-TSAKG2_G09_067_2018_2 -               14     758      19     806       9     809    1464    +    1.5e-161  537.2  23.9  -
Carnobacteriaceae_Alloiococcus                   -          LKAP-TSAKG2_G09_067_2018_2 -               42     821      17     809       4     810    1525    +    1.5e-161  537.2  24.4  -
Microbulbiferaceae_Microbulbifer                 -          LKAP-TSAKG2_G09_067_2018_2 -               25     787      19     806       7     809    1480    +      2e-161  537.0  23.5  -
Demequinaceae_Lysinimicrobium                    -          LKAP-TSAKG2_G09_067_2018_2 -               25     770      19     806       6     809    1476    +      2e-161  536.8  24.4  -
Clostridiales_Anaerobranca                       -          LKAP-TSAKG2_G09_067_2018_2 -               47     800      19     808       5     810    1467    +    2.3e-161  536.8  24.3  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-TSAKG2_G09_067_2018_2 -               25     788      19     806       8     809    1480    +    2.3e-161  536.7  24.3  -
Methylocystaceae_Methylopila                     -          LKAP-TSAKG2_G09_067_2018_2 -               45     755      19     806       7     810    1425    +    2.6e-161  536.6  22.7  -
Nocardiaceae_Williamsia                          -          LKAP-TSAKG2_G09_067_2018_2 -               20     761      18     808       5     810    1472    +    2.7e-161  536.5  24.0  -
Lachnospiraceae_Pseudobutyrivibrio               -          LKAP-TSAKG2_G09_067_2018_2 -               14     773      18     807       7     810    1462    +    2.9e-161  536.1  25.2  -
Desulfobacteraceae_Desulfosarcina                -          LKAP-TSAKG2_G09_067_2018_2 -               35     822      19     807       6     809    1515    +    3.1e-161  536.2  23.3  -
Promicromonosporaceae_Cellulosimicrobium         -          LKAP-TSAKG2_G09_067_2018_2 -               19     769      15     806       4     809    1465    +    3.4e-161  536.2  24.5  -
Dermabacteraceae_Brachybacterium                 -          LKAP-TSAKG2_G09_067_2018_2 -               31     778      18     806       4     809    1476    +    3.6e-161  535.8  24.8  -
Deinococcaceae_Deinococcus                       -          LKAP-TSAKG2_G09_067_2018_2 -               28     771      20     806       5     810    1455    +    3.6e-161  536.0  22.8  -
Caulobacteraceae_Brevundimonas                   -          LKAP-TSAKG2_G09_067_2018_2 -               25     740      19     809       9     810    1415    +    3.8e-161  536.1  21.5  -
