# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     960      23     946      14     948    1491    +           0 1167.1  18.3  -
Moraxellaceae_Moraxella                          -          LKAP-TSAKG2_D09_073_2018_2 -               25     946      23     946      13     948    1446    +           0 1043.2  18.4  -
Bacillaceae_Salibacterium                        -          LKAP-TSAKG2_D09_073_2018_2 -               63     969      59     946      39     948    1485    +    1.3e-186  620.6  18.7  -
Micrococcaceae_Enteractinococcus                 -          LKAP-TSAKG2_D09_073_2018_2 -               56     975      20     940       8     947    1542    +    1.3e-186  620.5  18.7  -
Microbacteriaceae_Cryobacterium                  -          LKAP-TSAKG2_D09_073_2018_2 -               44     960      23     940      11     947    1457    +    1.3e-186  620.6  18.3  -
Clostridiaceae_Alkaliphilus                      -          LKAP-TSAKG2_D09_073_2018_2 -               33     952      23     946      14     948    1465    +    1.7e-186  619.8  18.2  -
Alcaligenaceae_Brackiella                        -          LKAP-TSAKG2_D09_073_2018_2 -               21     941      22     940      11     947    1473    +    1.8e-186  620.0  18.7  -
Enterobacteriaceae_Biostraticola                 -          LKAP-TSAKG2_D09_073_2018_2 -                2     929      25     944      24     948    1418    +    1.8e-186  620.0  18.7  -
Budviciaceae_Leminorella                         -          LKAP-TSAKG2_D09_073_2018_2 -               23     952      23     944      11     948    1482    +    2.5e-186  619.5  18.6  -
Rhodocyclaceae_Niveibacterium                    -          LKAP-TSAKG2_D09_073_2018_2 -               14     922      41     940      22     947    1394    +    2.6e-186  619.4  18.6  -
Thermoanaerobacteraceae_Thermanaeromonas         -          LKAP-TSAKG2_D09_073_2018_2 -               46     972      23     945      15     948    1506    +    2.6e-186  619.5  19.4  -
Desulfobacteraceae_Desulfotignum                 -          LKAP-TSAKG2_D09_073_2018_2 -               87     997      58     943      24     949    1505    +    2.7e-186  619.5  18.5  -
Oxalobacteraceae_Paraherbaspirillum              -          LKAP-TSAKG2_D09_073_2018_2 -               35     923      57     940      37     947    1397    +    2.7e-186  619.5  18.9  -
Desulfobacteraceae_Desulfofrigus                 -          LKAP-TSAKG2_D09_073_2018_2 -               90    1001      62     946      43     948    1523    +    3.5e-186  619.1  18.1  -
Micrococcaceae_Kocuria                           -          LKAP-TSAKG2_D09_073_2018_2 -               40     955      23     940      13     947    1480    +    3.5e-186  619.2  19.3  -
Alcaligenaceae_Ampullimonas                      -          LKAP-TSAKG2_D09_073_2018_2 -               51     963      24     941      12     948    1519    +    3.6e-186  619.1  18.6  -
Neisseriaceae_Eikenella                          -          LKAP-TSAKG2_D09_073_2018_2 -               54     985      24     946      12     948    1503    +    3.7e-186  618.9  18.4  -
Rhodobacteraceae_Roseobacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               32     893      23     937      15     945    1369    +    4.1e-186  619.0  19.0  -
Tsukamurellaceae_Tsukamurella                    -          LKAP-TSAKG2_D09_073_2018_2 -               52     956      23     943      11     949    1495    +    4.7e-186  618.8  19.4  -
Myxococcaceae_Corallococcus                      -          LKAP-TSAKG2_D09_073_2018_2 -               78     988      61     946      40     948    1519    +    4.8e-186  618.6  18.4  -
Aerococcaceae_Facklamia                          -          LKAP-TSAKG2_D09_073_2018_2 -               72     975      60     946      40     948    1501    +      5e-186  618.7  18.5  -
Bacillaceae_Lentibacillus                        -          LKAP-TSAKG2_D09_073_2018_2 -               73     979      59     946      39     948    1470    +    5.2e-186  618.8  18.4  -
Morganellaceae_Cosenzaea                         -          LKAP-TSAKG2_D09_073_2018_2 -               29     959      22     944       9     948    1476    +    5.8e-186  618.2  18.6  -
Clostridiaceae_Youngiibacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               52     957      23     945      14     948    1466    +    5.8e-186  618.4  18.4  -
Clostridiales_Natranaerovirga                    -          LKAP-TSAKG2_D09_073_2018_2 -               54     979      23     946      14     948    1504    +    6.3e-186  618.1  18.1  -
Bacillaceae_Anoxybacillus                        -          LKAP-TSAKG2_D09_073_2018_2 -               34     974      23     946      12     948    1495    +    6.8e-186  618.2  18.5  -
Thiotrichales_Fangia                             -          LKAP-TSAKG2_D09_073_2018_2 -               54     976      23     941      12     948    1515    +      7e-186  618.1  18.6  -
Bacillaceae_Fictibacillus                        -          LKAP-TSAKG2_D09_073_2018_2 -               13     950      22     946      13     948    1439    +    9.3e-186  617.7  17.7  -
Burkholderiales_Rivibacter                       -          LKAP-TSAKG2_D09_073_2018_2 -               43     960      24     940      12     947    1506    +    1.3e-185  617.3  18.6  -
Rhodobacteraceae_Pseudophaeobacter               -          LKAP-TSAKG2_D09_073_2018_2 -               75     916      61     937      40     945    1426    +    1.3e-185  617.4  18.7  -
Lachnospiraceae_Hespellia                        -          LKAP-TSAKG2_D09_073_2018_2 -               76     946      60     946      40     948    1470    +    1.3e-185  617.2  19.0  -
Bacillales_Gemella                               -          LKAP-TSAKG2_D09_073_2018_2 -               36     975      23     946      12     948    1511    +    1.3e-185  617.4  18.3  -
Streptomycetaceae_Kitasatospora                  -          LKAP-TSAKG2_D09_073_2018_2 -               80     952      58     940      34     947    1482    +    1.4e-185  617.4  19.2  -
Intrasporangiaceae_Ornithinimicrobium            -          LKAP-TSAKG2_D09_073_2018_2 -               27     933      22     940      10     947    1447    +    1.4e-185  617.1  19.1  -
Paenibacillaceae_Saccharibacillus                -          LKAP-TSAKG2_D09_073_2018_2 -               36     977      23     946      12     948    1498    +    1.4e-185  617.6  18.7  -
Thermoactinomycetaceae_Thermoactinomyces         -          LKAP-TSAKG2_D09_073_2018_2 -               53     990      23     945      13     948    1510    +    1.5e-185  617.3  18.8  -
Lysobacteraceae_Mizugakiibacter                  -          LKAP-TSAKG2_D09_073_2018_2 -               65     961      57     946      37     948    1463    +    1.7e-185  616.7  18.6  -
Micrococcaceae_Arthrobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               41     947      22     940      11     947    1472    +    1.7e-185  616.9  19.0  -
Thermoanaerobacterales_Thermoanaerobacterium     -          LKAP-TSAKG2_D09_073_2018_2 -               49     948      23     945      13     948    1500    +    2.3e-185  616.2  19.6  -
Cystobacteraceae_Vitiosangium                    -          LKAP-TSAKG2_D09_073_2018_2 -               47     990      20     946      12     948    1528    +    2.3e-185  616.4  18.2  -
Solirubrobacteraceae_Solirubrobacter             -          LKAP-TSAKG2_D09_073_2018_2 -               51     952      61     946      40     948    1443    +    2.5e-185  616.2  18.3  -
Paenibacillaceae_Cohnella                        -          LKAP-TSAKG2_D09_073_2018_2 -               35     976      21     946      10     948    1482    +    2.8e-185  616.4  18.9  -
Thermoactinomycetaceae_Desmospora                -          LKAP-TSAKG2_D09_073_2018_2 -               52     992      23     945      13     948    1548    +    3.3e-185  616.2  18.6  -
Thermoactinomycetaceae_Kroppenstedtia            -          LKAP-TSAKG2_D09_073_2018_2 -               34     986      24     946      14     948    1486    +    3.6e-185  615.8  18.2  -
Rhodocyclaceae_Georgfuchsia                      -          LKAP-TSAKG2_D09_073_2018_2 -               50     968      23     940      11     947    1496    +    4.1e-185  615.5  19.1  -
Corynebacterineae_Tomitella                      -          LKAP-TSAKG2_D09_073_2018_2 -               64     971      23     943      15     949    1546    +    4.9e-185  615.4  19.2  -
Microbacteriaceae_Leucobacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               41     948      22     940      10     947    1478    +    5.2e-185  615.3  19.3  -
Desulfobacteraceae_Desulfatiglans                -          LKAP-TSAKG2_D09_073_2018_2 -               45     991      23     943      14     949    1527    +    5.3e-185  615.2  18.4  -
Yersiniaceae_Samsonia                            -          LKAP-TSAKG2_D09_073_2018_2 -               54     985      22     944       9     948    1503    +    5.3e-185  615.1  18.7  -
Planococcaceae_Paenisporosarcina                 -          LKAP-TSAKG2_D09_073_2018_2 -               24     966      23     946      11     948    1481    +    5.4e-185  615.1  18.0  -
Neisseriaceae_Rivicola                           -          LKAP-TSAKG2_D09_073_2018_2 -               35     929      57     946      36     948    1424    +    5.5e-185  615.1  19.0  -
Rhodocyclaceae_Azovibrio                         -          LKAP-TSAKG2_D09_073_2018_2 -               61     982      24     940      12     947    1485    +    5.8e-185  615.2  18.9  -
Clostridiaceae_Hathewaya                         -          LKAP-TSAKG2_D09_073_2018_2 -               53     957      23     946      14     948    1507    +    5.9e-185  615.0  19.5  -
Staphylococcaceae_Jeotgalicoccus                 -          LKAP-TSAKG2_D09_073_2018_2 -               18     952      22     939      12     947    1443    +    5.9e-185  615.1  18.5  -
Cystobacteraceae_Stigmatella                     -          LKAP-TSAKG2_D09_073_2018_2 -               33     972      23     946      15     948    1502    +    5.9e-185  615.0  18.2  -
Rubrobacteraceae_Rubrobacter                     -          LKAP-TSAKG2_D09_073_2018_2 -               65     968      61     946      41     948    1495    +    6.3e-185  615.0  18.3  -
Microbacteriaceae_Pseudoclavibacter              -          LKAP-TSAKG2_D09_073_2018_2 -               28     939      19     940       8     947    1453    +    6.5e-185  614.9  19.2  -
Enterobacteriaceae_Rosenbergiella                -          LKAP-TSAKG2_D09_073_2018_2 -               46     980      22     944       9     948    1500    +    6.7e-185  614.7  18.6  -
Polyangiaceae_Aetherobacter                      -          LKAP-TSAKG2_D09_073_2018_2 -               84     998      62     946      42     948    1555    +    7.3e-185  614.9  18.5  -
Microbacteriaceae_Leifsonia                      -          LKAP-TSAKG2_D09_073_2018_2 -               44     949      23     940      13     947    1477    +    7.4e-185  614.7  18.6  -
Pseudonocardiaceae_Lechevalieria                 -          LKAP-TSAKG2_D09_073_2018_2 -               37     941      23     946      14     948    1472    +    9.9e-185  614.4  19.2  -
Nocardiaceae_Gordonia                            -          LKAP-TSAKG2_D09_073_2018_2 -               38     944      23     943      12     949    1482    +    1.1e-184  614.1  18.9  -
Erwiniaceae_Phaseolibacter                       -          LKAP-TSAKG2_D09_073_2018_2 -               47     977      22     944       9     948    1522    +    1.6e-184  613.6  18.6  -
Lysobacteraceae_Chiayiivirga                     -          LKAP-TSAKG2_D09_073_2018_2 -               82     978      57     946      36     948    1522    +    1.7e-184  613.5  18.5  -
Microbacteriaceae_Agromyces                      -          LKAP-TSAKG2_D09_073_2018_2 -               28     944      20     940       9     947    1477    +    1.8e-184  613.3  18.7  -
Clostridiales_Sedimentibacter                    -          LKAP-TSAKG2_D09_073_2018_2 -               98     968      54     939      32     948    1478    +    1.9e-184  612.6  19.1  -
Myxococcaceae_Myxococcus                         -          LKAP-TSAKG2_D09_073_2018_2 -               64     974      61     946      40     948    1493    +    2.2e-184  613.0  18.3  -
Enterococcaceae_Vagococcus                       -          LKAP-TSAKG2_D09_073_2018_2 -               33     983      23     946      11     948    1472    +    3.1e-184  612.8  17.9  -
Alicyclobacillaceae_Tumebacillus                 -          LKAP-TSAKG2_D09_073_2018_2 -               41     968      23     945      11     948    1489    +    3.2e-184  612.9  18.2  -
Rhodanobacteraceae_Rudaea                        -          LKAP-TSAKG2_D09_073_2018_2 -               34     966      23     946      11     948    1384    +    3.6e-184  612.3  18.5  -
