# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_C07_059_2018_2 -               18     854      13     847       6     847    1491    +           0 1054.5  14.5  -
Rhodobacteraceae_Gemmobacter                     -          LKAP-TSAKG2_C07_059_2018_2 -               28     800      21     847       8     847    1399    +    4.3e-181  602.4  14.1  -
Cellvibrionaceae_Marinibactrum                   -          LKAP-TSAKG2_C07_059_2018_2 -               27     849      20     847       6     847    1451    +    4.3e-181  602.0  14.3  -
Ectothiorhodospiraceae_Acidihalobacter           -          LKAP-TSAKG2_C07_059_2018_2 -                2     822      26     847      25     847    1599    +    4.4e-181  601.9  14.8  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP-TSAKG2_C07_059_2018_2 -               48     868      21     847       7     847    1475    +    5.6e-181  601.7  14.5  -
Litoricolaceae_Litoribrevibacter                 -          LKAP-TSAKG2_C07_059_2018_2 -               18     856      13     847       5     847    1465    +    5.7e-181  601.5  14.6  -
Sphingomonadaceae_Sphingorhabdus                 -          LKAP-TSAKG2_C07_059_2018_2 -               28     801      21     847       9     847    1420    +    6.1e-181  601.8  14.0  -
Chromatiaceae_Thioflavicoccus                    -          LKAP-TSAKG2_C07_059_2018_2 -               28     852      21     847       7     847    1469    +    7.1e-181  601.4  14.3  -
Rhodospirillaceae_Niveispirillum                 -          LKAP-TSAKG2_C07_059_2018_2 -               48     827      21     847       9     847    1477    +    1.1e-180  601.0  13.9  -
Rhodospirillaceae_Skermanella                    -          LKAP-TSAKG2_C07_059_2018_2 -               28     801      21     847       8     847    1409    +    1.1e-180  601.1  13.4  -
Oceanospirillaceae_Pseudospirillum               -          LKAP-TSAKG2_C07_059_2018_2 -               27     853      20     847       6     847    1459    +    1.1e-180  600.8  14.5  -
Methylococcaceae_Methyloparacoccus               -          LKAP-TSAKG2_C07_059_2018_2 -               27     853      20     847       7     847    1451    +    1.2e-180  600.6  14.5  -
Rhodospirillaceae_Rhodospirillum                 -          LKAP-TSAKG2_C07_059_2018_2 -               48     820      21     847       9     847    1477    +    1.2e-180  600.6  14.3  -
Piscirickettsiaceae_Piscirickettsia              -          LKAP-TSAKG2_C07_059_2018_2 -               47     880      20     847       7     847    1534    +    1.3e-180  600.3  14.5  -
Acetobacteraceae_Stella                          -          LKAP-TSAKG2_C07_059_2018_2 -               58     803      65     847      41     847    1447    +    1.4e-180  600.7  13.8  -
Thioalkalispiraceae_Endothiovibrio               -          LKAP-TSAKG2_C07_059_2018_2 -               47     877      20     847       7     847    1530    +    1.5e-180  600.2  14.4  -
Rhodobacteraceae_Pseudorhodobacter               -          LKAP-TSAKG2_C07_059_2018_2 -               45     817      21     847       9     847    1428    +    1.8e-180  600.2  14.2  -
Aurantimonadaceae_Martelella                     -          LKAP-TSAKG2_C07_059_2018_2 -               38     818      13     847       6     847    1443    +    2.4e-180  600.1  14.1  -
Ectothiorhodospiraceae_Thioalbus                 -          LKAP-TSAKG2_C07_059_2018_2 -                4     834      15     847      13     847    1417    +    3.5e-180  599.0  14.3  -
Rhodobacteraceae_Roseibium                       -          LKAP-TSAKG2_C07_059_2018_2 -               37     816      13     847       6     847    1397    +      5e-180  598.9  14.4  -
Oceanospirillaceae_Oceaniserpentilla             -          LKAP-TSAKG2_C07_059_2018_2 -               41     879      13     847       5     847    1475    +    5.3e-180  598.2  14.5  -
Bartonellaceae_Bartonella                        -          LKAP-TSAKG2_C07_059_2018_2 -               18     801      13     847       6     847    1410    +    5.5e-180  598.6  14.2  -
Rhodobacteraceae_Albimonas                       -          LKAP-TSAKG2_C07_059_2018_2 -               38     820      13     847       8     847    1429    +    7.9e-180  598.1  13.3  -
Rhodobacteraceae_Amaricoccus                     -          LKAP-TSAKG2_C07_059_2018_2 -               37     819      13     847       8     847    1428    +    9.5e-180  597.9  14.5  -
Desulfobacteraceae_Desulfofaba                   -          LKAP-TSAKG2_C07_059_2018_2 -               41     889      21     847       9     847    1512    +    1.1e-179  597.5  14.6  -
Aurantimonadaceae_Fulvimarina                    -          LKAP-TSAKG2_C07_059_2018_2 -               39     821      13     847       8     847    1453    +    1.1e-179  597.6  14.5  -
Haliangiaceae_Haliangium                         -          LKAP-TSAKG2_C07_059_2018_2 -               34     888      13     847       7     847    1507    +    1.5e-179  597.1  14.0  -
Erythrobacteraceae_Erythrobacter                 -          LKAP-TSAKG2_C07_059_2018_2 -               26     799      21     847      10     847    1442    +    1.6e-179  597.1  14.0  -
Hyphomicrobiaceae_Pelagibacterium                -          LKAP-TSAKG2_C07_059_2018_2 -               18     800      13     847       8     847    1408    +    1.6e-179  597.0  14.3  -
Erythrobacteraceae_Porphyrobacter                -          LKAP-TSAKG2_C07_059_2018_2 -               48     821      21     847      11     847    1477    +    1.7e-179  597.0  13.9  -
Rhizobiaceae_Pararhizobium                       -          LKAP-TSAKG2_C07_059_2018_2 -               39     818      14     847       6     847    1477    +    1.8e-179  596.8  14.6  -
Halobacteriovoracaceae_Halobacteriovorax         -          LKAP-TSAKG2_C07_059_2018_2 -               28     871      21     847      10     847    1480    +    1.9e-179  596.6  14.6  -
Comamonadaceae_Lampropedia                       -          LKAP-TSAKG2_C07_059_2018_2 -               46     873      20     847       6     847    1488    +      2e-179  596.5  14.6  -
Methylobacteriaceae_Methylobacterium             -          LKAP-TSAKG2_C07_059_2018_2 -               16     800      13     847       6     847    1424    +    2.3e-179  596.5  14.2  -
Chromatiaceae_Thiobaca                           -          LKAP-TSAKG2_C07_059_2018_2 -               25     841      21     847       8     847    1370    +    2.5e-179  596.4  14.4  -
Litoricolaceae_Litoribacillus                    -          LKAP-TSAKG2_C07_059_2018_2 -               47     885      13     847       5     847    1519    +      3e-179  595.8  14.6  -
Kordiimonadaceae_Kordiimonas                     -          LKAP-TSAKG2_C07_059_2018_2 -               28     811      21     847      10     847    1421    +    3.8e-179  595.9  14.1  -
Xanthobacteraceae_Azorhizobium                   -          LKAP-TSAKG2_C07_059_2018_2 -               37     807      21     847       9     847    1449    +      4e-179  595.8  14.5  -
Acetobacteraceae_Acidiphilium                    -          LKAP-TSAKG2_C07_059_2018_2 -               28     810      21     847      10     847    1418    +    4.4e-179  595.7  15.2  -
Kangiellaceae_Aliikangiella                      -          LKAP-TSAKG2_C07_059_2018_2 -               10     827      33     847      23     847    1392    +    8.8e-179  594.2  14.4  -
Acetobacteraceae_Asaia                           -          LKAP-TSAKG2_C07_059_2018_2 -               29     803      22     847      10     847    1411    +    8.9e-179  594.7  14.9  -
Immundisolibacteraceae_Immundisolibacter         -          LKAP-TSAKG2_C07_059_2018_2 -               56     887      20     847       7     847    1555    +    9.1e-179  594.2  14.6  -
Chromatiaceae_Chromatium                         -          LKAP-TSAKG2_C07_059_2018_2 -               48     864      21     847       8     847    1391    +    9.5e-179  594.3  14.6  -
Rhodospirillaceae_Rhodovibrio                    -          LKAP-TSAKG2_C07_059_2018_2 -               43     820      21     847       9     847    1480    +    1.3e-178  594.1  13.7  -
Rhizobiaceae_Ensifer                             -          LKAP-TSAKG2_C07_059_2018_2 -               18     798      13     847       6     847    1437    +    1.5e-178  594.0  14.8  -
Hyphomicrobiaceae_Pedomicrobium                  -          LKAP-TSAKG2_C07_059_2018_2 -               39     811      21     847       9     847    1400    +    1.6e-178  593.8  14.6  -
Hyphomicrobiaceae_Rhodoplanes                    -          LKAP-TSAKG2_C07_059_2018_2 -               37     822      12     847       4     847    1451    +    1.7e-178  593.7  14.7  -
Chromatiaceae_Thiococcus                         -          LKAP-TSAKG2_C07_059_2018_2 -               28     852      21     847       7     847    1470    +    1.8e-178  593.4  14.4  -
Ruminococcaceae_Acetivibrio                      -          LKAP-TSAKG2_C07_059_2018_2 -               42     873      21     847      10     847    1529    +    2.4e-178  592.9  14.5  -
Cellvibrionaceae_Saccharophagus                  -          LKAP-TSAKG2_C07_059_2018_2 -               11     832      21     847      14     847    1431    +    3.5e-178  592.3  14.4  -
Rhodobacteraceae_Loktanella                      -          LKAP-TSAKG2_C07_059_2018_2 -               28     800      21     847       9     847    1385    +    3.8e-178  592.6  14.1  -
Rhodobacteraceae_Celeribacter                    -          LKAP-TSAKG2_C07_059_2018_2 -               45     816      21     847       9     847    1428    +    4.6e-178  592.2  14.2  -
Gammaproteobacteria_Methylohalomonas             -          LKAP-TSAKG2_C07_059_2018_2 -               20     823      48     847      28     847    1325    +    4.8e-178  592.1  14.3  -
Brucellaceae_Paenochrobactrum                    -          LKAP-TSAKG2_C07_059_2018_2 -               26     771      64     847      44     847    1348    +      7e-178  591.5  14.5  -
Halieaceae_Marimicrobium                         -          LKAP-TSAKG2_C07_059_2018_2 -               26     857      13     847       5     847    1512    +    8.2e-178  591.2  14.4  -
Rhodobacteraceae_Jannaschia                      -          LKAP-TSAKG2_C07_059_2018_2 -               28     798      21     847      10     847    1396    +    9.8e-178  591.2  14.2  -
Oceanospirillales_Spongiispira                   -          LKAP-TSAKG2_C07_059_2018_2 -               24     862      13     847       5     847    1486    +    1.1e-177  590.6  14.6  -
Ectothiorhodospiraceae_Thiogranum                -          LKAP-TSAKG2_C07_059_2018_2 -               34     867      20     847       7     847    1508    +    1.1e-177  590.8  14.4  -
Cohaesibacteraceae_Cohaesibacter                 -          LKAP-TSAKG2_C07_059_2018_2 -               47     819      21     847       7     847    1425    +    1.2e-177  590.8  14.4  -
Helicobacteraceae_Helicobacter                   -          LKAP-TSAKG2_C07_059_2018_2 -               47     837      21     847      12     847    1474    +    1.3e-177  589.7  14.5  -
Brucellaceae_Pseudochrobactrum                   -          LKAP-TSAKG2_C07_059_2018_2 -               14     796      13     847       6     847    1400    +    1.9e-177  590.2  14.7  -
Brucellaceae_Mycoplana                           -          LKAP-TSAKG2_C07_059_2018_2 -               19     799      13     847       8     847    1438    +    2.1e-177  590.1  14.7  -
Rhodobacteraceae_Oceanicola                      -          LKAP-TSAKG2_C07_059_2018_2 -               45     817      21     847       9     847    1421    +    2.1e-177  590.0  14.1  -
Ectothiorhodospiraceae_Ectothiorhodosinus        -          LKAP-TSAKG2_C07_059_2018_2 -               20     844      20     847       8     847    1445    +    2.3e-177  589.6  14.8  -
Rhodobiaceae_Rhodoligotrophos                    -          LKAP-TSAKG2_C07_059_2018_2 -               38     830      13     847       7     847    1487    +    2.3e-177  589.9  14.6  -
Rhodobacteraceae_Labrenzia                       -          LKAP-TSAKG2_C07_059_2018_2 -               38     820      13     847       5     847    1447    +    2.8e-177  589.7  14.2  -
Desulfobulbaceae_Desulfobulbus                   -          LKAP-TSAKG2_C07_059_2018_2 -               29     870      21     847       9     847    1456    +    2.8e-177  589.4  14.4  -
