# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B04_030_2017_1 -               23     984       6     966       3     966    1526    +           0 1159.4  32.9  -
Vibrionaceae_Grimontia                           -          LKAP-GUTHK2_B04_030_2017_1 -               29     962      22     966       5     966    1493    +    6.6e-182  604.8  31.2  -
Thermotogaceae_Thermotoga                        -          LKAP-GUTHK2_B04_030_2017_1 -               37     970       6     955       3     966    1561    +    7.1e-182  605.0  32.0  -
Oxalobacteraceae_Telluria                        -          LKAP-GUTHK2_B04_030_2017_1 -               92     972      75     966      47     966    1469    +    7.7e-182  604.7  28.5  -
Oceanospirillaceae_Neptunomonas                  -          LKAP-GUTHK2_B04_030_2017_1 -               71     952      75     966      55     966    1484    +    7.7e-182  604.7  28.2  -
Comamonadaceae_Diaphorobacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               20     952       7     966       2     966    1438    +    7.9e-182  604.4  30.4  -
Oxalobacteraceae_Duganella                       -          LKAP-GUTHK2_B04_030_2017_1 -               43     922      76     966      56     966    1411    +    8.2e-182  604.7  28.8  -
Enterobacteriaceae_Franconibacter                -          LKAP-GUTHK2_B04_030_2017_1 -               75     956      75     966      55     966    1325    +    8.3e-182  605.0  27.9  -
Rhodobacteraceae_Aestuariivita                   -          LKAP-GUTHK2_B04_030_2017_1 -               53     911      25     965       6     966    1427    +      9e-182  604.6  28.0  -
Rhodobacteraceae_Poseidonocella                  -          LKAP-GUTHK2_B04_030_2017_1 -               50     903      48     965      28     966    1437    +    1.1e-181  604.4  27.7  -
Comamonadaceae_Simplicispira                     -          LKAP-GUTHK2_B04_030_2017_1 -               49     963      21     966       3     966    1512    +    1.1e-181  604.0  30.3  -
Rhodobacteraceae_Stappia                         -          LKAP-GUTHK2_B04_030_2017_1 -               55     893      77     965      54     966    1412    +    1.1e-181  604.5  27.2  -
Rhodobacteraceae_Tropicibacter                   -          LKAP-GUTHK2_B04_030_2017_1 -                6     870      22     965      18     966    1404    +    1.4e-181  604.0  27.7  -
Enterobacteriaceae_Kluyvera                      -          LKAP-GUTHK2_B04_030_2017_1 -               57     938      75     966      55     966    1455    +    1.4e-181  603.9  28.3  -
Rhodobacteraceae_Pseudoroseovarius               -          LKAP-GUTHK2_B04_030_2017_1 -               34     893      26     965       6     966    1391    +    1.4e-181  604.0  28.3  -
Piscirickettsiaceae_Hydrogenovibrio              -          LKAP-GUTHK2_B04_030_2017_1 -               44     966      39     965      17     966    1465    +    1.7e-181  603.5  30.4  -
Hyphomicrobiaceae_Rhodomicrobium                 -          LKAP-GUTHK2_B04_030_2017_1 -               69     910      76     966      56     966    1470    +    1.8e-181  603.5  27.1  -
Vibrionaceae_Enterovibrio                        -          LKAP-GUTHK2_B04_030_2017_1 -               29     956      22     966       5     966    1499    +    1.8e-181  603.3  30.1  -
Yersiniaceae_Serratia                            -          LKAP-GUTHK2_B04_030_2017_1 -               75     956      75     966      54     966    1491    +    1.8e-181  603.4  28.7  -
Sutterellaceae_Sutterella                        -          LKAP-GUTHK2_B04_030_2017_1 -               10     939      16     966       7     966    1471    +    2.1e-181  603.2  30.9  -
Piscirickettsiaceae_Thiomicrospira               -          LKAP-GUTHK2_B04_030_2017_1 -               72     955      76     966      56     966    1466    +    2.5e-181  603.0  28.7  -
Enterobacteriaceae_Trabulsiella                  -          LKAP-GUTHK2_B04_030_2017_1 -               66     946      77     966      56     966    1471    +    2.5e-181  603.2  28.4  -
Xanthobacteraceae_Labrys                         -          LKAP-GUTHK2_B04_030_2017_1 -               51     891      75     965      32     966    1409    +    2.5e-181  603.2  27.4  -
Halomonadaceae_Kushneria                         -          LKAP-GUTHK2_B04_030_2017_1 -               33     954      21     966       5     966    1461    +    2.6e-181  602.9  30.6  -
Nitrospiraceae_Thermodesulfovibrio               -          LKAP-GUTHK2_B04_030_2017_1 -               17     936       7     966       3     966    1479    +    2.8e-181  603.1  29.2  -
Rhodospirillaceae_Pararhodospirillum             -          LKAP-GUTHK2_B04_030_2017_1 -               29     872      72     965      31     966    1383    +    3.1e-181  602.7  27.0  -
Burkholderiales_Ideonella                        -          LKAP-GUTHK2_B04_030_2017_1 -               62     943      74     966      47     966    1493    +    3.2e-181  602.8  29.7  -
Rhodobacteraceae_Lutimaribacter                  -          LKAP-GUTHK2_B04_030_2017_1 -               57     911      46     965      26     966    1428    +    3.4e-181  602.7  27.9  -
Chromatiaceae_Thiorhodococcus                    -          LKAP-GUTHK2_B04_030_2017_1 -               24     914      52     966      29     966    1426    +    3.5e-181  602.6  30.2  -
Rhodobacteraceae_Rhodobaca                       -          LKAP-GUTHK2_B04_030_2017_1 -               60     913      48     965      28     966    1459    +    3.8e-181  602.6  27.4  -
Desulfobacteraceae_Desulfobacter                 -          LKAP-GUTHK2_B04_030_2017_1 -               90     988      77     966      57     966    1527    +      4e-181  602.2  28.8  -
Cellvibrionaceae_Marinimicrobium                 -          LKAP-GUTHK2_B04_030_2017_1 -               46     944      50     966      29     966    1455    +    4.1e-181  602.3  29.4  -
Beijerinckiaceae_Pseudochelatococcus             -          LKAP-GUTHK2_B04_030_2017_1 -               49     899      52     965      32     966    1410    +    4.3e-181  602.5  27.8  -
Thermoactinomycetaceae_Geothermomicrobium        -          LKAP-GUTHK2_B04_030_2017_1 -               85     940      78     965      57     966    1506    +    4.6e-181  602.2  27.3  -
Acetobacteraceae_Acidisoma                       -          LKAP-GUTHK2_B04_030_2017_1 -               79     920      77     965      56     966    1430    +    4.7e-181  602.4  27.7  -
Hyphomicrobiaceae_Pelagibacterium                -          LKAP-GUTHK2_B04_030_2017_1 -               49     894      71     966      28     966    1408    +    4.8e-181  602.3  27.4  -
Methylococcaceae_Methylocaldum                   -          LKAP-GUTHK2_B04_030_2017_1 -               90     971      76     966      49     966    1491    +    5.4e-181  602.1  29.7  -
Alcanivoracaceae_Pseudohongiella                 -          LKAP-GUTHK2_B04_030_2017_1 -               70     950      76     966      55     966    1461    +    5.8e-181  601.8  28.7  -
Burkholderiales_Tepidimonas                      -          LKAP-GUTHK2_B04_030_2017_1 -               53     933      75     966      33     966    1487    +    5.8e-181  601.6  29.1  -
Burkholderiaceae_Limnobacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               85     965      75     966      23     966    1524    +    6.5e-181  601.7  29.4  -
Xanthobacteraceae_Ancylobacter                   -          LKAP-GUTHK2_B04_030_2017_1 -               45     883      77     965      57     966    1394    +    6.6e-181  602.1  27.5  -
Actinopolysporaceae_Actinopolyspora              -          LKAP-GUTHK2_B04_030_2017_1 -               25     943      20     966       4     966    1471    +    8.5e-181  601.4  30.4  -
Bifidobacteriaceae_Alloscardovia                 -          LKAP-GUTHK2_B04_030_2017_1 -               63     935      69     966      45     966    1451    +    8.6e-181  601.3  28.5  -
Thermaceae_Oceanithermus                         -          LKAP-GUTHK2_B04_030_2017_1 -               25     955       6     966       3     966    1503    +      9e-181  601.3  31.1  -
Clostridiaceae_Caloranaerobacter                 -          LKAP-GUTHK2_B04_030_2017_1 -               26     908      51     965      29     966    1443    +    9.2e-181  601.2  29.7  -
Enterobacteriaceae_Escherichia                   -          LKAP-GUTHK2_B04_030_2017_1 -               71     952      75     966      55     966    1480    +      1e-180  601.1  28.2  -
Acidobacteriaceae_Acidicapsa                     -          LKAP-GUTHK2_B04_030_2017_1 -               76     919      78     966      58     966    1414    +    1.6e-180  600.4  27.2  -
Comamonadaceae_Giesbergeria                      -          LKAP-GUTHK2_B04_030_2017_1 -               74     954      75     966      55     966    1484    +    1.6e-180  600.2  28.3  -
Desulfobacteraceae_Desulfobacula                 -          LKAP-GUTHK2_B04_030_2017_1 -               90     988      77     966      57     966    1522    +    1.9e-180  600.3  28.6  -
Oxalobacteraceae_Pseudoduganella                 -          LKAP-GUTHK2_B04_030_2017_1 -               26     917      65     966      44     966    1439    +    1.9e-180  600.2  29.6  -
Rhodospirillaceae_Rhodospirillum                 -          LKAP-GUTHK2_B04_030_2017_1 -               60     913      48     965      28     966    1477    +    1.9e-180  600.1  26.9  -
Alteromonadaceae_Aliiglaciecola                  -          LKAP-GUTHK2_B04_030_2017_1 -               55     932      75     966      55     966    1440    +    2.2e-180  599.8  28.0  -
Kangiellaceae_Marinicella                        -          LKAP-GUTHK2_B04_030_2017_1 -               91     974      75     966      55     966    1529    +    2.7e-180  599.9  28.1  -
Chromatiaceae_Thiophaeococcus                    -          LKAP-GUTHK2_B04_030_2017_1 -               55     930      77     966      57     966    1440    +    3.1e-180  599.6  29.7  -
Litoricolaceae_Litoricola                        -          LKAP-GUTHK2_B04_030_2017_1 -               82     963      77     966      57     966    1483    +    4.9e-180  599.0  28.5  -
Chromobacteriaceae_Chitinibacter                 -          LKAP-GUTHK2_B04_030_2017_1 -               37     916      76     966      56     966    1433    +    4.9e-180  598.9  28.5  -
Pseudomonadaceae_Rhizobacter                     -          LKAP-GUTHK2_B04_030_2017_1 -               40     919      76     966      56     966    1443    +    5.3e-180  598.8  29.2  -
Oxalobacteraceae_Herminiimonas                   -          LKAP-GUTHK2_B04_030_2017_1 -               51     930      76     966      56     966    1430    +    5.3e-180  598.8  28.8  -
Oxalobacteraceae_Noviherbaspirillum              -          LKAP-GUTHK2_B04_030_2017_1 -               70     949      76     966      56     966    1464    +    5.9e-180  598.7  28.9  -
Burkholderiales_Leptothrix                       -          LKAP-GUTHK2_B04_030_2017_1 -               82     962      77     966      57     966    1521    +      6e-180  598.5  29.2  -
Morganellaceae_Proteus                           -          LKAP-GUTHK2_B04_030_2017_1 -               81     962      75     966      55     966    1494    +    6.1e-180  598.4  28.0  -
Oxalobacteraceae_Herbaspirillum                  -          LKAP-GUTHK2_B04_030_2017_1 -               69     947      77     966      56     966    1485    +    6.1e-180  598.7  28.6  -
Rhodobacteraceae_Citreicella                     -          LKAP-GUTHK2_B04_030_2017_1 -               33     891      25     965       5     966    1384    +    6.4e-180  598.5  28.2  -
Rhodobacteraceae_Silicibacter                    -          LKAP-GUTHK2_B04_030_2017_1 -               60     920      25     965       5     966    1463    +    7.2e-180  598.3  27.7  -
Vibrionaceae_Salinivibrio                        -          LKAP-GUTHK2_B04_030_2017_1 -               52     984      25     966       5     966    1502    +    7.2e-180  597.7  30.9  -
Rhodospirillaceae_Inquilinus                     -          LKAP-GUTHK2_B04_030_2017_1 -               73     914      77     965      57     966    1420    +    7.4e-180  598.4  27.2  -
Spirochaetaceae_Alkalispirochaeta                -          LKAP-GUTHK2_B04_030_2017_1 -               19     937      21     962       6     966    1462    +    7.5e-180  598.3  31.2  -
