# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_C04_028_2018_2 -               39     845      21     826       4     828    1492    +           0 1042.7  20.5  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_C04_028_2018_2 -               18     835      13     826       4     828    1485    +    9.5e-308 1022.0  20.6  -
Eggerthellaceae_Enterorhabdus                    -          LKAP-TSAKG2_C04_028_2018_2 -               23     805       9     820       4     826    1452    +    2.2e-156  520.4  23.2  -
Neisseriaceae_Neisseria                          -          LKAP-TSAKG2_C04_028_2018_2 -               43     825      21     808       4     823    1475    +    2.3e-156  520.3  21.3  -
Mycobacteriaceae_Hoyosella                       -          LKAP-TSAKG2_C04_028_2018_2 -               34     807       9     812       4     822    1483    +    2.3e-156  520.1  22.8  -
Yersiniaceae_Serratia                            -          LKAP-TSAKG2_C04_028_2018_2 -               33     798      21     791       4     811    1491    +      3e-156  519.6  20.8  -
Rhodobacteraceae_Marivita                        -          LKAP-TSAKG2_C04_028_2018_2 -               29     753      21     807       5     820    1386    +    3.2e-156  519.8  23.2  -
Propionibacteriaceae_Acidipropionibacterium      -          LKAP-TSAKG2_C04_028_2018_2 -               47     815      21     807       3     823    1455    +    3.3e-156  519.7  22.1  -
Rhodobacteraceae_Nioella                         -          LKAP-TSAKG2_C04_028_2018_2 -               49     769      21     803       5     817    1462    +    3.5e-156  519.6  23.5  -
Acetobacteraceae_Stella                          -          LKAP-TSAKG2_C04_028_2018_2 -               29     768      21     813       5     821    1447    +    3.6e-156  519.8  22.0  -
Desulfurellaceae_Desulfurella                    -          LKAP-TSAKG2_C04_028_2018_2 -               11     820      10     809       4     822    1526    +    3.7e-156  519.6  21.9  -
Pseudomonadaceae_Azomonas                        -          LKAP-TSAKG2_C04_028_2018_2 -                9     788      19     803      13     816    1453    +    3.9e-156  519.3  20.4  -
Enterobacteriaceae_Citrobacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               44     811      21     793       5     814    1517    +      4e-156  519.3  20.7  -
Nitrosomonadaceae_Nitrosomonas                   -          LKAP-TSAKG2_C04_028_2018_2 -               29     797      21     801       5     814    1460    +      4e-156  519.5  20.4  -
Chromatiaceae_Lamprocystis                       -          LKAP-TSAKG2_C04_028_2018_2 -               54     819      21     804       5     816    1406    +    5.1e-156  519.2  22.0  -
Oxalobacteraceae_Undibacterium                   -          LKAP-TSAKG2_C04_028_2018_2 -               25     799      21     806       3     825    1442    +    5.4e-156  519.0  21.3  -
Vibrionaceae_Aliivibrio                          -          LKAP-TSAKG2_C04_028_2018_2 -               53     827      21     800       4     819    1474    +    5.6e-156  519.1  20.7  -
Hyphomonadaceae_Glycocaulis                      -          LKAP-TSAKG2_C04_028_2018_2 -               29     752      21     806       5     816    1389    +    6.3e-156  518.8  23.3  -
Clostridiaceae_Fonticella                        -          LKAP-TSAKG2_C04_028_2018_2 -               32     805      10     812       3     826    1503    +    6.3e-156  518.8  22.9  -
Halomonadaceae_Cobetia                           -          LKAP-TSAKG2_C04_028_2018_2 -               41     817      21     804       4     818    1516    +    7.7e-156  518.3  21.2  -
Rhodospirillaceae_Nisaea                         -          LKAP-TSAKG2_C04_028_2018_2 -               50     787      21     809       5     825    1385    +    8.2e-156  518.3  22.7  -
Rhodanobacteraceae_Luteibacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               35     813      21     804       4     817    1457    +      9e-156  518.2  21.3  -
Pseudomonadaceae_Azotobacter                     -          LKAP-TSAKG2_C04_028_2018_2 -               36     808      21     804       4     821    1473    +    1.1e-155  517.9  21.3  -
Rhodobacteraceae_Lutimaribacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               48     768      21     804       5     819    1428    +    1.2e-155  517.9  23.3  -
Erwiniaceae_Tatumella                            -          LKAP-TSAKG2_C04_028_2018_2 -               29     794      21     791       4     811    1490    +    1.2e-155  517.8  20.9  -
Helicobacteraceae_Helicobacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               48     795      21     813       4     825    1474    +    1.2e-155  516.9  22.3  -
Rhodobacteraceae_Litoreibacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               29     759      21     815       5     824    1395    +    1.2e-155  517.9  22.2  -
Bradyrhizobiaceae_Nitrobacter                    -          LKAP-TSAKG2_C04_028_2018_2 -               42     778      21     817       5     825    1466    +    1.2e-155  517.7  22.7  -
Thiotrichaceae_Leucothrix                        -          LKAP-TSAKG2_C04_028_2018_2 -               23     807      21     813       6     827    1445    +    1.3e-155  517.4  20.4  -
Sporomusaceae_Dendrosporobacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               12     828      10     822       3     828    1506    +    1.3e-155  517.6  21.3  -
Micromonosporaceae_Phytomonospora                -          LKAP-TSAKG2_C04_028_2018_2 -               48     816      20     816       4     826    1513    +    1.3e-155  517.8  22.3  -
Actinopolysporaceae_Actinopolyspora              -          LKAP-TSAKG2_C04_028_2018_2 -               26     815      21     814       4     824    1471    +    1.4e-155  517.6  21.8  -
Rhodospirillaceae_Oceanibaculum                  -          LKAP-TSAKG2_C04_028_2018_2 -               49     774      21     808       5     820    1451    +    1.6e-155  517.4  24.3  -
Oxalobacteraceae_Herminiimonas                   -          LKAP-TSAKG2_C04_028_2018_2 -               12     789      21     807      13     826    1430    +    1.6e-155  517.4  20.4  -
Rhizobiaceae_Pararhizobium                       -          LKAP-TSAKG2_C04_028_2018_2 -               49     777      21     813       4     822    1477    +    1.6e-155  517.4  23.4  -
Aeromonadaceae_Aeromonas                         -          LKAP-TSAKG2_C04_028_2018_2 -               48     815      21     791       5     811    1503    +    1.9e-155  516.9  21.2  -
Acetobacteraceae_Tanticharoenia                  -          LKAP-TSAKG2_C04_028_2018_2 -               29     761      21     813       5     827    1414    +      2e-155  517.2  23.1  -
Zoogloeaceae_Zoogloea                            -          LKAP-TSAKG2_C04_028_2018_2 -               36     811      21     807       5     814    1474    +    2.1e-155  516.9  22.2  -
Bradyrhizobiaceae_Afipia                         -          LKAP-TSAKG2_C04_028_2018_2 -               46     780      21     815       4     824    1416    +    2.2e-155  516.9  23.0  -
Brucellaceae_Brucella                            -          LKAP-TSAKG2_C04_028_2018_2 -               34     765      21     816       5     822    1412    +    2.3e-155  517.1  23.4  -
Natranaerobiaceae_Natranaerobaculum              -          LKAP-TSAKG2_C04_028_2018_2 -               34     827      10     813       3     826    1499    +    2.5e-155  516.6  22.5  -
Thiotrichaceae_Beggiatoa                         -          LKAP-TSAKG2_C04_028_2018_2 -               49     817      21     807       3     824    1491    +    2.6e-155  516.9  22.0  -
Chromobacteriaceae_Chitinilyticum                -          LKAP-TSAKG2_C04_028_2018_2 -               18     809      20     824       6     826    1455    +    2.8e-155  516.7  19.8  -
Methylocystaceae_Hansschlegelia                  -          LKAP-TSAKG2_C04_028_2018_2 -               49     771      21     804       5     814    1450    +      3e-155  516.5  23.2  -
Sphingomonadaceae_Sphingosinicella               -          LKAP-TSAKG2_C04_028_2018_2 -               29     759      21     813       4     823    1409    +    3.6e-155  516.6  23.1  -
Burkholderiaceae_Pandoraea                       -          LKAP-TSAKG2_C04_028_2018_2 -               24     820      19     823       4     826    1456    +    3.8e-155  516.2  20.9  -
Vibrionaceae_Enterovibrio                        -          LKAP-TSAKG2_C04_028_2018_2 -               29     805      21     798       5     818    1499    +    4.6e-155  515.5  20.7  -
Alcaligenaceae_Pelistega                         -          LKAP-TSAKG2_C04_028_2018_2 -               36     830      21     821       9     826    1472    +    4.6e-155  515.9  20.2  -
Rhodobacteraceae_Stappia                         -          LKAP-TSAKG2_C04_028_2018_2 -               28     753      20     807       3     818    1412    +    5.3e-155  515.9  24.1  -
Lachnospiraceae_Lachnoanaerobaculum              -          LKAP-TSAKG2_C04_028_2018_2 -               46     818      21     809       4     817    1490    +    5.9e-155  514.7  23.6  -
Burkholderiales_Thiomonas                        -          LKAP-TSAKG2_C04_028_2018_2 -               24     797      21     807       5     824    1449    +    6.1e-155  515.3  22.0  -
Ferrimonadaceae_Ferrimonas                       -          LKAP-TSAKG2_C04_028_2018_2 -               29     817      21     804       4     818    1475    +    7.2e-155  514.9  21.2  -
Gemmatimonadaceae_Gemmatimonas                   -          LKAP-TSAKG2_C04_028_2018_2 -               74     813      57     810      35     820    1525    +    7.2e-155  515.2  21.4  -
Enterobacteriaceae_Enterobacter                  -          LKAP-TSAKG2_C04_028_2018_2 -               27     790      21     791       4     811    1476    +    7.2e-155  515.1  21.0  -
Phyllobacteriaceae_Pseudaminobacter              -          LKAP-TSAKG2_C04_028_2018_2 -               29     758      21     814       5     821    1406    +    7.3e-155  515.4  22.7  -
Thermoanaerobacteraceae_Calderihabitans          -          LKAP-TSAKG2_C04_028_2018_2 -               16     851      11     822       3     827    1503    +    7.6e-155  515.2  21.4  -
Erythrobacteraceae_Croceicoccus                  -          LKAP-TSAKG2_C04_028_2018_2 -               49     774      21     808       4     819    1477    +    7.6e-155  515.3  23.3  -
Rhodobacteraceae_Seohaeicola                     -          LKAP-TSAKG2_C04_028_2018_2 -               50     773      21     806       5     819    1443    +      8e-155  515.1  23.4  -
Oceanospirillales_Salicola                       -          LKAP-TSAKG2_C04_028_2018_2 -               49     836      21     825       5     827    1492    +    8.4e-155  514.9  21.2  -
Methylococcaceae_Methylocaldum                   -          LKAP-TSAKG2_C04_028_2018_2 -               49     826      21     805       5     813    1491    +    8.8e-155  515.0  21.5  -
Balneolaceae_Balneola                            -          LKAP-TSAKG2_C04_028_2018_2 -               41     818      21     806       4     820    1479    +    8.9e-155  514.9  21.2  -
Hyphomicrobiaceae_Maritalea                      -          LKAP-TSAKG2_C04_028_2018_2 -                7     740      21     816      17     825    1356    +    8.9e-155  515.0  22.1  -
Rhodospirillaceae_Reyranella                     -          LKAP-TSAKG2_C04_028_2018_2 -               34     769      21     816       5     827    1429    +      1e-154  514.8  21.7  -
Oceanospirillaceae_Oleispira                     -          LKAP-TSAKG2_C04_028_2018_2 -               49     834      21     813       4     826    1500    +      1e-154  514.6  21.1  -
Rhodobacteraceae_Aliiroseovarius                 -          LKAP-TSAKG2_C04_028_2018_2 -               29     755      21     807       5     819    1395    +    1.1e-154  514.8  23.2  -
Hyphomicrobiaceae_Filomicrobium                  -          LKAP-TSAKG2_C04_028_2018_2 -               49     766      21     800       5     815    1448    +    1.1e-154  514.5  22.9  -
Rhodobacteraceae_Haematobacter                   -          LKAP-TSAKG2_C04_028_2018_2 -               43     763      21     803       5     815    1414    +    1.1e-154  514.7  23.9  -
Sphingomonadaceae_Stakelama                      -          LKAP-TSAKG2_C04_028_2018_2 -               29     755      21     808       5     816    1414    +    1.2e-154  514.7  23.5  -
Desulfurobacteriaceae_Thermovibrio               -          LKAP-TSAKG2_C04_028_2018_2 -               15     831      10     804       3     819    1498    +    1.2e-154  514.9  22.0  -
Alcaligenaceae_Advenella                         -          LKAP-TSAKG2_C04_028_2018_2 -                8     791      21     807      15     823    1428    +    1.2e-154  514.4  20.5  -
