# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          F0113_LKAP-FHGF1_B04_030 -               27     836       9     817       2     817    1466    +    8.9e-307 1018.5  23.0  -
Bacillaceae_Salibacterium                        -          F0113_LKAP-FHGF1_B04_030 -                8     821       7     808       1     815    1485    +    1.1e-159  531.1  21.9  -
Rhodobacteraceae_Puniceibacterium                -          F0113_LKAP-FHGF1_B04_030 -               47     760       9     788       2     797    1427    +    1.1e-159  531.1  20.0  -
Clostridiaceae_Romboutsia                        -          F0113_LKAP-FHGF1_B04_030 -               44     782       9     795       3     814    1462    +    1.2e-159  530.8  21.6  -
Bradyrhizobiaceae_Bradyrhizobium                 -          F0113_LKAP-FHGF1_B04_030 -               16     746       9     803       3     813    1411    +    1.3e-159  530.8  21.0  -
Spirochaetaceae_Treponema                        -          F0113_LKAP-FHGF1_B04_030 -               25     818       7     809       3     817    1477    +    1.4e-159  531.1  22.5  -
Helicobacteraceae_Helicobacter                   -          F0113_LKAP-FHGF1_B04_030 -               46     783       9     795       5     814    1474    +    1.4e-159  529.9  20.2  -
Pseudonocardiaceae_Saccharothrix                 -          F0113_LKAP-FHGF1_B04_030 -               46     796       9     796       4     813    1459    +    1.7e-159  530.3  23.0  -
Veillonellaceae_Dialister                        -          F0113_LKAP-FHGF1_B04_030 -               25     827       9     798       3     815    1502    +    1.7e-159  530.3  21.9  -
Lachnospiraceae_Herbinix                         -          F0113_LKAP-FHGF1_B04_030 -               46     824       9     796       2     814    1523    +    1.9e-159  530.3  22.0  -
Desulfurellaceae_Hippea                          -          F0113_LKAP-FHGF1_B04_030 -               33     822       9     793       4     812    1509    +    2.1e-159  529.8  21.8  -
Sulfuricellaceae_Sulfuricella                    -          F0113_LKAP-FHGF1_B04_030 -               27     800       9     793       3     812    1464    +    2.5e-159  530.0  22.1  -
Thermoactinomycetaceae_Desmospora                -          F0113_LKAP-FHGF1_B04_030 -               46     841       9     803       5     815    1548    +    3.4e-159  529.8  22.2  -
Clostridiales_Blautia                            -          F0113_LKAP-FHGF1_B04_030 -               25     792       9     796       3     814    1453    +    3.5e-159  529.4  22.1  -
Jiangellaceae_Jiangella                          -          F0113_LKAP-FHGF1_B04_030 -               27     778       9     795       4     815    1473    +    3.7e-159  529.4  22.1  -
Microbacteriaceae_Agromyces                      -          F0113_LKAP-FHGF1_B04_030 -               24     782       7     789       3     809    1477    +    3.9e-159  529.1  21.1  -
Halomonadaceae_Halovibrio                        -          F0113_LKAP-FHGF1_B04_030 -               22     797       9     806       2     816    1439    +    4.1e-159  529.3  22.0  -
Desulfobacteraceae_Desulfofrigus                 -          F0113_LKAP-FHGF1_B04_030 -               48     854       9     809       4     816    1523    +    4.3e-159  529.1  21.4  -
Succinivibrionaceae_Succinimonas                 -          F0113_LKAP-FHGF1_B04_030 -               30     806       9     799       3     816    1462    +    4.5e-159  529.0  22.3  -
Pseudonocardiaceae_Kibdelosporangium             -          F0113_LKAP-FHGF1_B04_030 -               37     785       9     794       3     814    1473    +      5e-159  528.9  23.3  -
Clostridiales_Natranaerovirga                    -          F0113_LKAP-FHGF1_B04_030 -               48     819       9     796       4     812    1504    +    5.3e-159  528.7  22.3  -
Pseudonocardiaceae_Actinoalloteichus             -          F0113_LKAP-FHGF1_B04_030 -               31     778       9     793       4     810    1475    +    5.3e-159  528.9  23.4  -
Aerococcaceae_Aerococcus                         -          F0113_LKAP-FHGF1_B04_030 -               18     809       9     802       3     815    1461    +    5.5e-159  528.7  21.0  -
Kineosporiaceae_Kineococcus                      -          F0113_LKAP-FHGF1_B04_030 -               35     783       9     792       4     808    1442    +    5.6e-159  528.9  22.1  -
Piscirickettsiaceae_Sulfurivirga                 -          F0113_LKAP-FHGF1_B04_030 -               48     828       9     796       3     813    1457    +    5.7e-159  528.8  22.0  -
Lachnospiraceae_Cellulosilyticum                 -          F0113_LKAP-FHGF1_B04_030 -               85     839       9     795       4     813    1547    +    5.8e-159  528.5  21.4  -
Burkholderiaceae_Mycoavidus                      -          F0113_LKAP-FHGF1_B04_030 -               27     799       9     796       3     813    1485    +    5.9e-159  528.9  22.3  -
Halothiobacillaceae_Thiofaba                     -          F0113_LKAP-FHGF1_B04_030 -               27     796       9     799       3     816    1487    +    5.9e-159  528.6  21.7  -
Bradyrhizobiaceae_Afipia                         -          F0113_LKAP-FHGF1_B04_030 -               44     760       9     789       3     809    1416    +      6e-159  528.7  21.0  -
Pseudonocardiaceae_Alloactinosynnema             -          F0113_LKAP-FHGF1_B04_030 -               16     764       9     794       4     808    1442    +    7.8e-159  528.5  22.6  -
Micromonosporaceae_Longispora                    -          F0113_LKAP-FHGF1_B04_030 -               43     796       6     795       1     811    1478    +    8.1e-159  528.1  22.0  -
Ectothiorhodospiraceae_Halopeptonella            -          F0113_LKAP-FHGF1_B04_030 -                1     769      11     793      11     813    1437    +    8.5e-159  528.3  21.8  -
Rhodocyclaceae_Georgfuchsia                      -          F0113_LKAP-FHGF1_B04_030 -               44     817       9     799       3     813    1496    +    8.5e-159  528.1  22.8  -
Heliobacteriaceae_Heliobacterium                 -          F0113_LKAP-FHGF1_B04_030 -               44     813       9     809       4     815    1500    +    8.7e-159  528.2  22.3  -
Rhodanobacteraceae_Rudaea                        -          F0113_LKAP-FHGF1_B04_030 -               28     809       9     800       3     814    1384    +    9.3e-159  528.0  22.3  -
Streptococcaceae_Streptococcus                   -          F0113_LKAP-FHGF1_B04_030 -               32     826       9     800       4     816    1497    +    9.4e-159  528.1  21.7  -
Halothiobacillaceae_Thiovirga                    -          F0113_LKAP-FHGF1_B04_030 -               19     785       9     793       3     812    1466    +    1.1e-158  527.6  21.8  -
Corynebacterineae_Tomitella                      -          F0113_LKAP-FHGF1_B04_030 -               58     814       9     796       4     815    1546    +    1.1e-158  527.8  22.3  -
Micromonosporaceae_Phytohabitans                 -          F0113_LKAP-FHGF1_B04_030 -               27     785       9     804       4     813    1468    +    1.3e-158  527.6  22.4  -
Microbacteriaceae_Cryobacterium                  -          F0113_LKAP-FHGF1_B04_030 -               38     801       9     792       4     809    1457    +    1.3e-158  527.5  21.3  -
Paenibacillaceae_Aneurinibacillus                -          F0113_LKAP-FHGF1_B04_030 -               29     812       9     803       5     814    1483    +    1.5e-158  527.3  22.4  -
Sulfuricellaceae_Sulfurirhabdus                  -          F0113_LKAP-FHGF1_B04_030 -               36     817       9     801       3     816    1433    +    1.6e-158  527.3  22.1  -
Listeriaceae_Listeria                            -          F0113_LKAP-FHGF1_B04_030 -               11     800       9     798       4     813    1458    +    1.7e-158  527.3  21.2  -
Clostridiales_Sedimentibacter                    -          F0113_LKAP-FHGF1_B04_030 -               27     820       9     797       4     815    1478    +    1.8e-158  526.3  22.4  -
Pasteurellaceae_Seminibacterium                  -          F0113_LKAP-FHGF1_B04_030 -               31     771      60     800      40     810    1405    +    1.8e-158  527.2  21.7  -
Bradyrhizobiaceae_Nitrobacter                    -          F0113_LKAP-FHGF1_B04_030 -               40     769       9     802       4     812    1466    +      2e-158  527.0  21.1  -
Thermoactinomycetaceae_Mechercharimyces          -          F0113_LKAP-FHGF1_B04_030 -               37     826       9     802       4     815    1439    +    2.4e-158  526.7  22.0  -
Hyphomonadaceae_Hirschia                         -          F0113_LKAP-FHGF1_B04_030 -               27     738       9     786       4     805    1373    +    2.4e-158  526.9  21.3  -
Geodermatophilaceae_Modestobacter                -          F0113_LKAP-FHGF1_B04_030 -               48     800       9     793       4     811    1469    +    2.6e-158  526.5  22.7  -
Micromonosporaceae_Rugosimonospora               -          F0113_LKAP-FHGF1_B04_030 -               27     785       9     804       4     813    1439    +    2.9e-158  526.6  22.3  -
Burkholderiales_Thiobacter                       -          F0113_LKAP-FHGF1_B04_030 -               42     820       9     802       3     813    1452    +    3.2e-158  526.5  22.3  -
Methylococcaceae_Methylomarinovum                -          F0113_LKAP-FHGF1_B04_030 -               27     804       9     796       2     816    1466    +    3.4e-158  526.3  22.0  -
Rhodobacteraceae_Pelagicola                      -          F0113_LKAP-FHGF1_B04_030 -               47     760       9     788       3     803    1412    +    3.6e-158  526.2  20.4  -
Paenibacillaceae_Brevibacillus                   -          F0113_LKAP-FHGF1_B04_030 -               26     805       9     803       4     813    1486    +    3.6e-158  526.1  22.2  -
Acidiferrobacteraceae_Sulfurifustis              -          F0113_LKAP-FHGF1_B04_030 -               58     792      58     793      36     812    1454    +    3.8e-158  526.1  21.6  -
Rhodobacteraceae_Rhodobaca                       -          F0113_LKAP-FHGF1_B04_030 -               47     760       9     788       4     800    1459    +    3.8e-158  526.1  20.8  -
Pseudonocardiaceae_Saccharopolyspora             -          F0113_LKAP-FHGF1_B04_030 -               18     773       9     791       3     811    1455    +    4.2e-158  525.9  22.6  -
Paenibacillaceae_Saccharibacillus                -          F0113_LKAP-FHGF1_B04_030 -               30     829       9     808       4     816    1498    +    4.4e-158  526.3  22.0  -
Pseudonocardiaceae_Umezawaea                     -          F0113_LKAP-FHGF1_B04_030 -               54     803       9     795       4     811    1510    +      5e-158  525.5  22.9  -
Propionibacteriaceae_Tessaracoccus               -          F0113_LKAP-FHGF1_B04_030 -               34     786       9     795       2     809    1444    +    5.1e-158  525.6  22.6  -
Pseudonocardiaceae_Actinophytocola               -          F0113_LKAP-FHGF1_B04_030 -               30     777       9     793       4     813    1475    +    5.1e-158  525.6  22.9  -
Desulfobacteraceae_Desulfotignum                 -          F0113_LKAP-FHGF1_B04_030 -               47     839       9     795       4     807    1505    +    5.6e-158  525.4  21.3  -
Clostridiales_Fusibacter                         -          F0113_LKAP-FHGF1_B04_030 -               39     808       9     795       4     810    1518    +    5.6e-158  525.4  22.2  -
Rhodobacteraceae_Seohaeicola                     -          F0113_LKAP-FHGF1_B04_030 -               48     761       9     788       3     801    1443    +    5.8e-158  525.5  20.1  -
Ectothiorhodospiraceae_Acidihalobacter           -          F0113_LKAP-FHGF1_B04_030 -               11     775      31     803      14     815    1599    +    6.4e-158  525.2  22.2  -
Neisseriaceae_Crenobacter                        -          F0113_LKAP-FHGF1_B04_030 -               57     834       9     801       3     816    1557    +    7.3e-158  525.3  22.3  -
