# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Shewanellaceae_Shewanella                        -          B1h_reverse          -              381    1442    1146      29    1166       9    1483    -      9e-304 1009.2  22.3  -
Spiroplasmataceae_Spiroplasma                    -          B1h_reverse          -              395    1430    1144      41    1165      22    1516    -      2e-175  584.2  22.5  -
Micrococcaceae_Arthrobacter                      -          B1h_reverse          -              374    1419    1157      42    1182      22    1472    -    2.2e-175  583.7  23.8  -
Piscirickettsiaceae_Piscirickettsia              -          B1h_reverse          -              472    1476    1049      10    1137       2    1534    -    2.3e-175  583.5  22.4  -
Acetobacteraceae_Gluconacetobacter               -          B1h_reverse          -              398    1342    1048      74    1068      51    1418    -    2.3e-175  584.0  22.3  -
Pseudonocardiaceae_Actinoalloteichus             -          B1h_reverse          -              442    1369    1031      76    1052      54    1475    -    2.4e-175  583.7  22.1  -
Rhodobiaceae_Rhodoligotrophos                    -          B1h_reverse          -              427    1373    1047      71    1068      32    1487    -    2.4e-175  583.7  23.1  -
Pseudomonadaceae_Permianibacter                  -          B1h_reverse          -              426    1407    1042      33    1098      16    1423    -    2.5e-175  583.5  22.8  -
Nocardiopsaceae_Nocardiopsis                     -          B1h_reverse          -              444    1380    1033      72    1053      46    1461    -    2.9e-175  583.4  22.1  -
Rhodobacteraceae_Palleronia                      -          B1h_reverse          -              401    1332    1015      39    1035      19    1367    -    2.9e-175  583.6  21.4  -
Intrasporangiaceae_Tetrasphaera                  -          B1h_reverse          -              434    1409    1049      43    1069      23    1448    -      3e-175  583.3  22.8  -
Rhodobacteraceae_Gemmobacter                     -          B1h_reverse          -              410    1316    1030      74    1068      51    1399    -    3.1e-175  583.5  20.8  -
Desulfurellaceae_Hippea                          -          B1h_reverse          -              463    1448    1058      56    1082      16    1509    -    3.4e-175  582.7  22.2  -
Nocardiopsaceae_Thermobifida                     -          B1h_reverse          -              458    1423    1029      38    1050      24    1481    -    3.5e-175  583.2  23.5  -
Rhodobacteraceae_Amaricoccus                     -          B1h_reverse          -              430    1332    1029      76    1050      54    1428    -    3.6e-175  583.2  21.0  -
Acidobacteriaceae_Occallatibacter                -          B1h_reverse          -              440    1392    1031      55    1051      34    1463    -    3.6e-175  583.0  21.7  -
Pseudonocardiaceae_Lechevalieria                 -          B1h_reverse          -              428    1370    1049      76    1069      56    1472    -    3.8e-175  583.0  22.2  -
Clostridiales_Acetoanaerobium                    -          B1h_reverse          -              395    1335    1048      76    1068      69    1343    -    3.9e-175  582.7  20.9  -
Acidobacteriaceae_Granulicella                   -          B1h_reverse          -              430    1398    1048      49    1068      29    1455    -    4.1e-175  582.7  21.2  -
Pasteurellaceae_Basfia                           -          B1h_reverse          -              477    1365    1018     105    1068     105    1365    -    4.5e-175  582.7  20.6  -
Micromonosporaceae_Catenuloplanes                -          B1h_reverse          -              436    1408    1048      45    1069      25    1459    -    4.6e-175  582.7  23.2  -
Rhodobacteraceae_Albidovulum                     -          B1h_reverse          -              420    1344    1047      72    1068      45    1443    -    4.7e-175  582.8  22.0  -
Micrococcaceae_Kocuria                           -          B1h_reverse          -              447    1434    1048      36    1069      16    1480    -    4.8e-175  582.6  23.8  -
Corynebacterineae_Tomitella                      -          B1h_reverse          -              461    1430    1049      49    1069      27    1546    -    4.9e-175  582.6  22.5  -
Clostridiaceae_Natronincola                      -          B1h_reverse          -              458    1397    1048      74    1068      54    1489    -    5.2e-175  582.2  21.0  -
Pseudonocardiaceae_Saccharothrix                 -          B1h_reverse          -              443    1384    1049      76    1069      56    1459    -    5.3e-175  582.3  21.8  -
Thermaceae_Meiothermus                           -          B1h_reverse          -              455    1374    1015      70    1035      29    1482    -    5.5e-175  582.3  21.4  -
Micrococcaceae_Rothia                            -          B1h_reverse          -              434    1408    1048      45    1069      25    1448    -    5.5e-175  582.4  23.3  -
Hyphomonadaceae_Maricaulis                       -          B1h_reverse          -              410    1320    1030      74    1050      51    1422    -    5.6e-175  582.6  20.7  -
Phyllobacteriaceae_Phyllobacterium               -          B1h_reverse          -              388    1332    1048      74    1068      54    1418    -    5.6e-175  582.3  22.1  -
Hyphomicrobiaceae_Rhodomicrobium                 -          B1h_reverse          -              435    1351    1016      74    1068      50    1470    -    5.7e-175  582.3  21.5  -
Rhodobiaceae_Afifella                            -          B1h_reverse          -              397    1350    1047      45    1068      24    1443    -    5.9e-175  582.4  21.6  -
Pseudonocardiaceae_Actinophytocola               -          B1h_reverse          -              427    1369    1049      76    1069      56    1475    -      6e-175  582.3  21.8  -
Jiangellaceae_Jiangella                          -          B1h_reverse          -              438    1369    1033      76    1068      53    1473    -    6.1e-175  582.2  22.4  -
Oceanospirillaceae_Balneatrix                    -          B1h_reverse          -              396    1392    1136      88    1165      85    1395    -    6.3e-175  582.2  21.0  -
Clostridiaceae_Tindallia                         -          B1h_reverse          -              443    1387    1049      70    1070      47    1474    -    6.4e-175  582.0  21.0  -
Acidobacteriaceae_Edaphobacter                   -          B1h_reverse          -              418    1386    1048      49    1068      28    1449    -    7.4e-175  581.9  21.8  -
Veillonellaceae_Veillonella                      -          B1h_reverse          -              454    1386    1015      60    1036      40    1407    -    8.6e-175  581.7  21.0  -
Rhodobacteraceae_Marivita                        -          B1h_reverse          -              421    1351    1015      38    1035      18    1386    -      9e-175  581.8  20.9  -
Thermomonosporaceae_Actinomadura                 -          B1h_reverse          -              427    1373    1049      74    1070      48    1467    -    9.3e-175  581.6  22.3  -
Rhizobiaceae_Pararhizobium                       -          B1h_reverse          -              415    1365    1047      67    1068      31    1477    -    1.2e-174  581.4  21.8  -
Pseudomonadaceae_Azorhizophilus                  -          B1h_reverse          -              296    1334    1118      31    1165      10    1384    -    1.2e-174  581.2  22.9  -
Methylobacteriaceae_Microvirga                   -          B1h_reverse          -              405    1347    1047      75    1068      55    1437    -    1.3e-174  581.4  22.0  -
Succinivibrionaceae_Succinatimonas               -          B1h_reverse          -              432    1399    1043      43    1063      14    1469    -    1.4e-174  581.1  22.2  -
Clostridiaceae_Paeniclostridium                  -          B1h_reverse          -              427    1354    1033      75    1053      54    1461    -    1.4e-174  581.2  20.6  -
Pseudonocardiaceae_Actinosynnema                 -          B1h_reverse          -              443    1385    1049      76    1069      55    1505    -    1.4e-174  581.1  22.0  -
