# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_A10_080_2018_2 -               31     959      15     942       4     942    1526    +           0 1179.3  33.8  -
Enterobacteriaceae_Cronobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -                2     904      20     942      19     942    1422    +    2.1e-185  616.6  31.2  -
Comamonadaceae_Comamonas                         -          LKAP-TSAKG2_A10_080_2018_2 -               20     915      17     941       4     942    1456    +    2.5e-185  616.1  31.8  -
Acidobacteriaceae_Acidicapsa                     -          LKAP-TSAKG2_A10_080_2018_2 -               27     894      15     942       5     942    1414    +    2.6e-185  616.2  30.2  -
Rhodobacteraceae_Lutimaribacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               43     887      19     942       7     942    1428    +      3e-185  616.2  29.3  -
Rhodospirillaceae_Caenispirillum                 -          LKAP-TSAKG2_A10_080_2018_2 -               27     846      74     942      54     942    1418    +    3.1e-185  616.1  28.6  -
Bifidobacteriaceae_Alloscardovia                 -          LKAP-TSAKG2_A10_080_2018_2 -               15     909      12     941       5     942    1451    +    3.4e-185  615.8  31.5  -
Thermaceae_Oceanithermus                         -          LKAP-TSAKG2_A10_080_2018_2 -               35     930      17     942       5     942    1503    +    3.8e-185  615.8  31.6  -
Beijerinckiaceae_Pseudochelatococcus             -          LKAP-TSAKG2_A10_080_2018_2 -               30     875      19     942       7     942    1410    +    4.3e-185  615.7  29.5  -
Cellvibrionaceae_Cellvibrio                      -          LKAP-TSAKG2_A10_080_2018_2 -               44     940      19     942       5     942    1505    +    5.7e-185  615.1  31.3  -
Actinopolysporaceae_Actinopolyspora              -          LKAP-TSAKG2_A10_080_2018_2 -               18     918      16     942       4     942    1471    +    6.6e-185  614.9  32.0  -
Rhodobacteraceae_Stappia                         -          LKAP-TSAKG2_A10_080_2018_2 -               23     869      18     942       5     942    1412    +    7.3e-185  615.0  29.1  -
Rhodobacteraceae_Rhodobaca                       -          LKAP-TSAKG2_A10_080_2018_2 -               44     889      19     942       6     942    1459    +    8.9e-185  614.6  28.6  -
Comamonadaceae_Ottowia                           -          LKAP-TSAKG2_A10_080_2018_2 -               40     938      17     942       6     942    1492    +    9.4e-185  614.2  32.6  -
Rhodospirillaceae_Rhodospirillum                 -          LKAP-TSAKG2_A10_080_2018_2 -               44     889      19     942       7     942    1477    +    1.2e-184  614.0  28.3  -
Enterobacteriaceae_Franconibacter                -          LKAP-TSAKG2_A10_080_2018_2 -               28     931      17     942       3     942    1325    +    1.3e-184  614.2  30.8  -
Methylococcaceae_Methylocaldum                   -          LKAP-TSAKG2_A10_080_2018_2 -               41     946      18     942       6     942    1491    +    1.4e-184  614.0  33.0  -
Enterobacteriaceae_Kluyvera                      -          LKAP-TSAKG2_A10_080_2018_2 -               12     913      19     942       9     942    1455    +    1.5e-184  613.7  31.2  -
Oxalobacteraceae_Undibacterium                   -          LKAP-TSAKG2_A10_080_2018_2 -               18     916      17     942       4     942    1442    +    1.6e-184  613.7  32.0  -
Alcanivoracaceae_Pseudohongiella                 -          LKAP-TSAKG2_A10_080_2018_2 -               23     925      18     942       5     942    1461    +    1.6e-184  613.6  32.1  -
Oceanospirillaceae_Neptunomonas                  -          LKAP-TSAKG2_A10_080_2018_2 -               24     927      19     942       7     942    1484    +    1.7e-184  613.5  31.3  -
Rhodobacteraceae_Silicibacter                    -          LKAP-TSAKG2_A10_080_2018_2 -               51     896      19     942       7     942    1463    +    1.7e-184  613.5  28.8  -
Burkholderiaceae_Chitinimonas                    -          LKAP-TSAKG2_A10_080_2018_2 -               38     934      17     942       4     942    1494    +    1.8e-184  613.6  31.6  -
Halomonadaceae_Kushneria                         -          LKAP-TSAKG2_A10_080_2018_2 -               27     929      18     942       5     942    1461    +    1.8e-184  613.3  32.1  -
Rhodobacteraceae_Sulfitobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               23     869      18     942       5     942    1405    +      2e-184  613.4  29.3  -
Vibrionaceae_Salinivibrio                        -          LKAP-TSAKG2_A10_080_2018_2 -               43     959      19     942       5     942    1502    +    2.3e-184  612.6  32.4  -
Spirochaetaceae_Alkalispirochaeta                -          LKAP-TSAKG2_A10_080_2018_2 -                6     916      10     942       5     942    1462    +    2.4e-184  613.1  33.1  -
Hahellaceae_Allohahella                          -          LKAP-TSAKG2_A10_080_2018_2 -               44     939      19     942       5     942    1485    +    2.7e-184  613.0  31.7  -
Acetobacteraceae_Acidisoma                       -          LKAP-TSAKG2_A10_080_2018_2 -               44     896      19     942       6     942    1430    +    2.8e-184  613.0  30.1  -
Carnobacteriaceae_Dolosigranulum                 -          LKAP-TSAKG2_A10_080_2018_2 -               38     943      17     941       4     942    1523    +    2.9e-184  612.7  31.9  -
Xanthobacteraceae_Ancylobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               16     859      19     942       7     942    1394    +    3.5e-184  612.9  29.7  -
Alteromonadaceae_Aliiglaciecola                  -          LKAP-TSAKG2_A10_080_2018_2 -                8     907      17     942      10     942    1440    +    3.6e-184  612.3  30.3  -
Burkholderiales_Aquabacterium                    -          LKAP-TSAKG2_A10_080_2018_2 -               16     916      15     942       4     942    1451    +    3.8e-184  612.4  32.5  -
Desulfobacteraceae_Desulfobacter                 -          LKAP-TSAKG2_A10_080_2018_2 -               35     963      12     942       4     942    1527    +    4.1e-184  612.1  31.8  -
Enterobacteriaceae_Escherichia                   -          LKAP-TSAKG2_A10_080_2018_2 -               24     927      19     942       7     942    1480    +    4.2e-184  612.3  31.2  -
Piscirickettsiaceae_Thiomicrospira               -          LKAP-TSAKG2_A10_080_2018_2 -               28     930      19     942       6     942    1466    +    4.3e-184  612.1  31.5  -
Rhodospirillaceae_Pararhodospirillum             -          LKAP-TSAKG2_A10_080_2018_2 -                4     848      19     942      16     942    1383    +      6e-184  611.7  28.2  -
Rhodobacteraceae_Citreicella                     -          LKAP-TSAKG2_A10_080_2018_2 -               23     867      18     942       5     942    1384    +      6e-184  611.8  29.2  -
Comamonadaceae_Acidovorax                        -          LKAP-TSAKG2_A10_080_2018_2 -               39     934      18     942       6     942    1497    +    6.9e-184  611.2  31.0  -
Hyphomicrobiaceae_Pelagibacterium                -          LKAP-TSAKG2_A10_080_2018_2 -               24     869      19     942       7     942    1408    +    7.3e-184  611.6  28.5  -
Desulfobacteraceae_Desulfobacula                 -          LKAP-TSAKG2_A10_080_2018_2 -               35     963      12     942       5     942    1522    +    7.9e-184  611.4  31.5  -
Rhodobacteraceae_Maribius                        -          LKAP-TSAKG2_A10_080_2018_2 -               30     874      18     942       6     942    1407    +    8.1e-184  611.5  29.2  -
Burkholderiaceae_Caballeronia                    -          LKAP-TSAKG2_A10_080_2018_2 -               31     929      17     942       5     942    1479    +    8.2e-184  611.4  33.1  -
Ectothiorhodospiraceae_Thiohalospira             -          LKAP-TSAKG2_A10_080_2018_2 -               32     888      78     942      58     942    1318    +    8.7e-184  611.3  30.0  -
Rhodobacteraceae_Roseinatronobacter              -          LKAP-TSAKG2_A10_080_2018_2 -               50     894      19     941       7     942    1450    +      9e-184  611.1  28.6  -
Piscirickettsiaceae_Thiomicrorhabdus             -          LKAP-TSAKG2_A10_080_2018_2 -               82     939      79     942      58     942    1464    +      1e-183  610.8  29.8  -
Pseudoalteromonadaceae_Pseudoalteromonas         -          LKAP-TSAKG2_A10_080_2018_2 -               22     921      17     942       4     942    1461    +    1.2e-183  610.5  31.4  -
Balneolaceae_Balneola                            -          LKAP-TSAKG2_A10_080_2018_2 -               35     933      18     942       5     942    1479    +    1.4e-183  610.6  31.2  -
Thermoactinomycetaceae_Geothermomicrobium        -          LKAP-TSAKG2_A10_080_2018_2 -               45     915      13     941       3     942    1506    +    1.5e-183  610.4  29.7  -
Chromatiaceae_Thiophaeococcus                    -          LKAP-TSAKG2_A10_080_2018_2 -               13     905      17     942       6     942    1440    +    1.6e-183  610.5  32.4  -
Acidimicrobiaceae_Ilumatobacter                  -          LKAP-TSAKG2_A10_080_2018_2 -               17     903      14     940       5     942    1443    +    1.6e-183  610.6  30.4  -
Lysobacteraceae_Tahibacter                       -          LKAP-TSAKG2_A10_080_2018_2 -               23     920      18     942       6     942    1459    +    1.7e-183  610.2  32.4  -
Legionellaceae_Legionella                        -          LKAP-TSAKG2_A10_080_2018_2 -               19     925      18     942       4     942    1446    +      2e-183  610.1  32.1  -
Neisseriaceae_Neisseria                          -          LKAP-TSAKG2_A10_080_2018_2 -               36     941      17     942       4     942    1475    +    2.6e-183  609.7  31.9  -
Hymenobacteraceae_Hymenobacter                   -          LKAP-TSAKG2_A10_080_2018_2 -               28     913      17     942       5     942    1457    +    2.7e-183  609.7  31.1  -
Rhodospirillaceae_Inquilinus                     -          LKAP-TSAKG2_A10_080_2018_2 -               44     890      19     942       7     942    1420    +    2.8e-183  609.7  29.5  -
Comamonadaceae_Delftia                           -          LKAP-TSAKG2_A10_080_2018_2 -               23     918      18     942       4     942    1470    +    2.9e-183  609.1  31.6  -
Lysobacteraceae_Xanthomonas                      -          LKAP-TSAKG2_A10_080_2018_2 -               24     930      19     942       6     942    1502    +    3.3e-183  609.2  31.7  -
Methylophilaceae_Methylovorus                    -          LKAP-TSAKG2_A10_080_2018_2 -               53     910      77     942      57     942    1441    +    3.6e-183  609.3  29.4  -
Hyphomicrobiaceae_Rhodomicrobium                 -          LKAP-TSAKG2_A10_080_2018_2 -               69     885      78     942      57     942    1470    +      4e-183  609.0  28.2  -
Oceanospirillaceae_Neptuniibacter                -          LKAP-TSAKG2_A10_080_2018_2 -               96     952      77     942      57     942    1541    +    4.4e-183  608.6  30.0  -
Rhodobacteraceae_Ponticoccus                     -          LKAP-TSAKG2_A10_080_2018_2 -               47     890      19     942       7     942    1426    +    4.4e-183  608.9  28.7  -
Morganellaceae_Proteus                           -          LKAP-TSAKG2_A10_080_2018_2 -               34     937      19     942       7     942    1494    +    4.5e-183  608.8  31.1  -
Synergistaceae_Thermanaerovibrio                 -          LKAP-TSAKG2_A10_080_2018_2 -               36     915      13     942       5     942    1510    +    4.9e-183  608.6  31.3  -
Rhodobacteraceae_Halocynthiibacter               -          LKAP-TSAKG2_A10_080_2018_2 -               28     875      19     942       7     942    1436    +    5.5e-183  608.6  29.4  -
Leptotrichiaceae_Leptotrichia                    -          LKAP-TSAKG2_A10_080_2018_2 -               89     917      83     942      62     942    1486    +    5.9e-183  608.4  29.0  -
Kangiellaceae_Marinicella                        -          LKAP-TSAKG2_A10_080_2018_2 -               44     949      19     942       7     942    1529    +      6e-183  608.6  30.6  -
