# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-TSAKG2_C01_011_2018_2 -               46     888      25     866       5     866    1526    +           0 1061.7  23.4  -
Colwelliaceae_Thalassotalea                      -          LKAP-TSAKG2_C01_011_2018_2 -               70     854      73     866      53     866    1463    +      3e-156  519.9  19.4  -
Enterobacteriaceae_Escherichia                   -          LKAP-TSAKG2_C01_011_2018_2 -               71     856      72     866      52     866    1480    +    3.1e-156  519.8  20.0  -
Rhodobacteraceae_Aliiroseovarius                 -          LKAP-TSAKG2_C01_011_2018_2 -               52     800      69     866      28     866    1395    +    3.1e-156  519.9  20.4  -
Burkholderiaceae_Caballeronia                    -          LKAP-TSAKG2_C01_011_2018_2 -               75     858      73     866      53     866    1479    +    3.1e-156  519.9  19.9  -
Helicobacteraceae_Helicobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               87     835      71     866      48     866    1474    +    3.2e-156  518.8  19.5  -
Lysobacteraceae_Ignatzschineria                  -          LKAP-TSAKG2_C01_011_2018_2 -               52     873      25     866       5     866    1541    +    3.7e-156  519.5  21.7  -
Colwelliaceae_Colwellia                          -          LKAP-TSAKG2_C01_011_2018_2 -               72     856      73     866      52     866    1485    +      4e-156  519.4  19.3  -
Lysobacteraceae_Tahibacter                       -          LKAP-TSAKG2_C01_011_2018_2 -               33     849      25     866      12     866    1459    +    4.1e-156  519.3  21.5  -
Chromobacteriaceae_Chitinibacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               38     820      74     866      53     866    1433    +    4.2e-156  519.5  19.5  -
Clostridiaceae_Fonticella                        -          LKAP-TSAKG2_C01_011_2018_2 -               54     843      37     866      17     866    1503    +    4.6e-156  519.3  20.9  -
Enterobacteriaceae_Pluralibacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               91     879      72     866      52     866    1532    +    4.6e-156  519.1  19.4  -
Oxalobacteraceae_Telluria                        -          LKAP-TSAKG2_C01_011_2018_2 -               92     876      72     866      52     866    1469    +    4.9e-156  519.0  20.0  -
Bradyrhizobiaceae_Afipia                         -          LKAP-TSAKG2_C01_011_2018_2 -               74     817      74     866      53     866    1416    +    5.1e-156  519.1  19.9  -
Neisseriaceae_Neisseria                          -          LKAP-TSAKG2_C01_011_2018_2 -               87     869      74     865      53     866    1475    +    5.8e-156  519.0  20.6  -
Lysobacteraceae_Xanthomonas                      -          LKAP-TSAKG2_C01_011_2018_2 -               74     859      73     866      53     866    1502    +    5.9e-156  518.7  20.0  -
Vibrionaceae_Enterovibrio                        -          LKAP-TSAKG2_C01_011_2018_2 -               33     860      25     866      17     866    1499    +    6.4e-156  518.4  21.4  -
Comamonadaceae_Acidovorax                        -          LKAP-TSAKG2_C01_011_2018_2 -               79     863      72     866      52     866    1497    +    6.7e-156  518.4  19.6  -
Vibrionaceae_Salinivibrio                        -          LKAP-TSAKG2_C01_011_2018_2 -              101     888      73     866      53     866    1502    +    6.9e-156  518.1  19.4  -
Chromobacteriaceae_Pseudogulbenkiania            -          LKAP-TSAKG2_C01_011_2018_2 -               70     853      72     865      52     866    1464    +    8.1e-156  518.3  20.4  -
Mycoplasmataceae_Ureaplasma                      -          LKAP-TSAKG2_C01_011_2018_2 -               74     865      73     865      53     866    1476    +    8.2e-156  518.4  19.8  -
Propionibacteriaceae_Naumannella                 -          LKAP-TSAKG2_C01_011_2018_2 -               69     853      49     866      27     866    1511    +      9e-156  518.1  19.8  -
Enterobacteriaceae_Raoultella                    -          LKAP-TSAKG2_C01_011_2018_2 -               67     852      72     866      51     866    1452    +    9.8e-156  518.2  20.2  -
Morganellaceae_Morganella                        -          LKAP-TSAKG2_C01_011_2018_2 -               18     803      72     866      65     866    1356    +    1.1e-155  518.2  18.9  -
Granulosicoccaceae_Granulosicoccus               -          LKAP-TSAKG2_C01_011_2018_2 -               73     857      74     866      54     866    1471    +    1.2e-155  517.9  19.6  -
Methylophilaceae_Methylophilus                   -          LKAP-TSAKG2_C01_011_2018_2 -               34     828      64     866      43     866    1420    +    1.4e-155  517.7  20.8  -
Xanthobacteraceae_Xanthobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               46     790      74     866      54     866    1413    +    1.4e-155  517.8  19.7  -
Azonexaceae_Azonexus                             -          LKAP-TSAKG2_C01_011_2018_2 -               70     855      73     866      53     866    1474    +    1.6e-155  517.6  20.2  -
Morganellaceae_Xenorhabdus                       -          LKAP-TSAKG2_C01_011_2018_2 -               74     858      73     866      53     866    1493    +    1.7e-155  517.4  20.0  -
Halomonadaceae_Salinicola                        -          LKAP-TSAKG2_C01_011_2018_2 -               34     854      26     866      13     866    1471    +    1.9e-155  517.1  21.4  -
Rhodospirillaceae_Rhodospirillum                 -          LKAP-TSAKG2_C01_011_2018_2 -               70     818      69     866      49     866    1477    +    2.1e-155  517.0  19.3  -
Morganellaceae_Proteus                           -          LKAP-TSAKG2_C01_011_2018_2 -               81     865      72     865      52     866    1494    +    2.1e-155  516.9  19.5  -
Chromobacteriaceae_Andreprevotia                 -          LKAP-TSAKG2_C01_011_2018_2 -               39     821      74     866      53     866    1418    +    2.5e-155  516.8  19.7  -
Halomonadaceae_Chromohalobacter                  -          LKAP-TSAKG2_C01_011_2018_2 -               70     854      73     866      52     866    1480    +    2.5e-155  516.7  20.1  -
Oxalobacteraceae_Herbaspirillum                  -          LKAP-TSAKG2_C01_011_2018_2 -               69     851      74     866      53     866    1485    +    2.9e-155  516.7  19.5  -
Rhodobacteraceae_Roseibium                       -          LKAP-TSAKG2_C01_011_2018_2 -               68     814      70     866      50     866    1397    +    3.2e-155  516.8  20.4  -
Acetobacteraceae_Roseococcus                     -          LKAP-TSAKG2_C01_011_2018_2 -               45     791      74     866      54     866    1383    +    3.3e-155  516.6  19.6  -
Comamonadaceae_Simplicispira                     -          LKAP-TSAKG2_C01_011_2018_2 -               70     867      50     866      29     866    1512    +    3.3e-155  516.1  20.0  -
Piscirickettsiaceae_Thiomicrospira               -          LKAP-TSAKG2_C01_011_2018_2 -               72     858      73     865      53     866    1466    +    3.5e-155  516.2  20.0  -
Alteromonadaceae_Catenovulum                     -          LKAP-TSAKG2_C01_011_2018_2 -               69     848      72     866      52     866    1451    +    3.5e-155  516.1  19.6  -
Pasteurellaceae_Pasteurella                      -          LKAP-TSAKG2_C01_011_2018_2 -               73     856      72     865      52     866    1365    +    3.9e-155  516.3  20.1  -
Oxalobacteraceae_Noviherbaspirillum              -          LKAP-TSAKG2_C01_011_2018_2 -               71     853      74     866      53     866    1464    +      4e-155  516.3  19.9  -
Chromatiaceae_Lamprocystis                       -          LKAP-TSAKG2_C01_011_2018_2 -               82     869      63     866      43     866    1406    +      4e-155  516.3  20.6  -
Rhodobacteraceae_Shimia                          -          LKAP-TSAKG2_C01_011_2018_2 -               50     798      69     866      29     866    1394    +    4.1e-155  516.2  20.7  -
Hymenobacteraceae_Hymenobacter                   -          LKAP-TSAKG2_C01_011_2018_2 -               60     841      69     865      48     866    1457    +    4.4e-155  516.1  21.0  -
Thermaceae_Meiothermus                           -          LKAP-TSAKG2_C01_011_2018_2 -               78     829      74     866      54     866    1482    +    4.6e-155  515.8  19.1  -
Enterobacteriaceae_Buttiauxella                  -          LKAP-TSAKG2_C01_011_2018_2 -               75     860      72     866      50     866    1503    +    4.6e-155  515.8  19.8  -
Rhodocyclaceae_Azospira                          -          LKAP-TSAKG2_C01_011_2018_2 -               59     843      74     866      53     866    1484    +    4.7e-155  515.8  19.9  -
Kangiellaceae_Marinicella                        -          LKAP-TSAKG2_C01_011_2018_2 -               91     878      72     866      52     866    1529    +    4.7e-155  516.1  19.8  -
Hyphomicrobiaceae_Rhodomicrobium                 -          LKAP-TSAKG2_C01_011_2018_2 -               69     814      73     866      53     866    1470    +    4.8e-155  515.8  19.6  -
Rickettsiaceae_Rickettsia                        -          LKAP-TSAKG2_C01_011_2018_2 -               77     821      72     866      52     866    1440    +    4.9e-155  515.9  19.6  -
Pseudomonadaceae_Azomonas                        -          LKAP-TSAKG2_C01_011_2018_2 -               56     838      75     866      55     866    1453    +    6.9e-155  515.3  19.6  -
Rhodobacteraceae_Marivita                        -          LKAP-TSAKG2_C01_011_2018_2 -               51     798      70     866      49     866    1386    +    7.5e-155  515.3  20.4  -
Enterobacteriaceae_Gibbsiella                    -          LKAP-TSAKG2_C01_011_2018_2 -               34     817      73     865      53     866    1396    +    7.5e-155  515.2  20.2  -
Nannocystaceae_Nannocystis                       -          LKAP-TSAKG2_C01_011_2018_2 -               71     861      73     866      53     866    1518    +    7.8e-155  515.0  19.7  -
Rhodospirillaceae_Thalassospira                  -          LKAP-TSAKG2_C01_011_2018_2 -               84     826      73     866      53     866    1457    +      8e-155  514.8  19.5  -
Clostridiaceae_Caldisalinibacter                 -          LKAP-TSAKG2_C01_011_2018_2 -               55     866      25     866       5     866    1526    +      8e-155  515.1  22.4  -
Chromatiaceae_Imhoffiella                        -          LKAP-TSAKG2_C01_011_2018_2 -               41     851      24     866       8     866    1484    +    8.8e-155  515.0  22.0  -
Bradyrhizobiaceae_Nitrobacter                    -          LKAP-TSAKG2_C01_011_2018_2 -               71     813      75     866      54     866    1466    +    1.1e-154  514.7  19.8  -
Thiotrichaceae_Beggiatoa                         -          LKAP-TSAKG2_C01_011_2018_2 -               78     863      72     866      52     866    1491    +    1.1e-154  514.9  19.8  -
Comamonadaceae_Delftia                           -          LKAP-TSAKG2_C01_011_2018_2 -               49     847      49     866      29     866    1470    +    1.1e-154  514.2  21.3  -
Burkholderiales_Ideonella                        -          LKAP-TSAKG2_C01_011_2018_2 -               63     847      72     866      52     866    1493    +    1.1e-154  514.6  20.7  -
Desulfurellaceae_Desulfurella                    -          LKAP-TSAKG2_C01_011_2018_2 -               63     864      75     866      55     866    1526    +    1.2e-154  514.6  19.9  -
Chromobacteriaceae_Chitinilyticum                -          LKAP-TSAKG2_C01_011_2018_2 -               56     839      73     866      53     866    1455    +    1.3e-154  514.6  19.0  -
Chromobacteriaceae_Jeongeupia                    -          LKAP-TSAKG2_C01_011_2018_2 -               66     849      73     866      53     866    1490    +    1.4e-154  514.6  19.7  -
Rhodobacteraceae_Ruegeria                        -          LKAP-TSAKG2_C01_011_2018_2 -               50     798      69     866      28     866    1386    +    1.4e-154  514.4  20.4  -
Burkholderiales_Aquabacterium                    -          LKAP-TSAKG2_C01_011_2018_2 -               61     845      72     866      52     866    1451    +    1.6e-154  514.1  21.3  -
