# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_A08_064_2017_1 -               22     898       4     877       1     879    1526    +           0 1054.9  23.8  -
Gammaproteobacteria_Sedimenticola                -          LKAP-GUTHK2_A08_064_2017_1 -               41     885      18     877       1     879    1540    +    6.9e-157  521.8  21.7  -
Rhizobiaceae_Agrobacterium                       -          LKAP-GUTHK2_A08_064_2017_1 -               52     806      74     877      53     879    1400    +    6.9e-157  522.2  19.5  -
Clostridiales_Sporanaerobacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               30     873       5     877       1     879    1523    +    7.1e-157  521.8  22.4  -
Clostridiaceae_Caloranaerobacter                 -          LKAP-GUTHK2_A08_064_2017_1 -               18     823      40     877      24     879    1443    +    7.1e-157  522.0  21.7  -
Oceanospirillaceae_Marinomonas                   -          LKAP-GUTHK2_A08_064_2017_1 -                9     866       4     877       1     879    1467    +    8.3e-157  521.4  22.1  -
Rhizobiaceae_Neorhizobium                        -          LKAP-GUTHK2_A08_064_2017_1 -               20     816       5     877       1     879    1459    +    8.9e-157  521.9  20.5  -
Chlorobiaceae_Chlorobium                         -          LKAP-GUTHK2_A08_064_2017_1 -               87     867      79     877      58     878    1465    +    9.6e-157  521.4  19.3  -
Enterobacteriaceae_Escherichia                   -          LKAP-GUTHK2_A08_064_2017_1 -                8     866       3     877       1     879    1480    +    1.2e-156  521.2  22.3  -
Helicobacteraceae_Helicobacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               28     845       4     877       2     879    1474    +    1.2e-156  520.2  21.0  -
Rhodobacteraceae_Roseovarius                     -          LKAP-GUTHK2_A08_064_2017_1 -               10     810       3     877       2     879    1415    +    1.3e-156  521.1  20.6  -
Methylococcaceae_Methylocaldum                   -          LKAP-GUTHK2_A08_064_2017_1 -               29     885       4     877       2     879    1491    +    1.4e-156  521.1  23.2  -
Lysobacteraceae_Pseudoxanthomonas                -          LKAP-GUTHK2_A08_064_2017_1 -               11     872       3     877       1     879    1484    +    1.4e-156  520.9  22.5  -
Alphaproteobacteria_Rhizomicrobium               -          LKAP-GUTHK2_A08_064_2017_1 -               19     819       5     877       2     879    1423    +    1.4e-156  521.2  20.2  -
Hyphomonadaceae_Oceanicaulis                     -          LKAP-GUTHK2_A08_064_2017_1 -                5     804       4     877       2     879    1424    +    1.5e-156  520.9  20.3  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-GUTHK2_A08_064_2017_1 -               28     806      19     877       2     879    1430    +    1.6e-156  521.0  20.6  -
Vibrionaceae_Enterovibrio                        -          LKAP-GUTHK2_A08_064_2017_1 -                9     870       4     877       2     879    1499    +    1.6e-156  520.4  23.0  -
Ferrimonadaceae_Ferrimonas                       -          LKAP-GUTHK2_A08_064_2017_1 -                8     876       3     877       1     879    1475    +    1.7e-156  520.4  23.4  -
Rhodobacteraceae_Aliiroseovarius                 -          LKAP-GUTHK2_A08_064_2017_1 -                9     810       4     877       2     879    1395    +    1.7e-156  520.8  20.4  -
Lachnospiraceae_Oribacterium                     -          LKAP-GUTHK2_A08_064_2017_1 -               20     818      48     877      31     878    1412    +      2e-156  520.6  20.8  -
Rhodocyclaceae_Azoarcus                          -          LKAP-GUTHK2_A08_064_2017_1 -                8     861       3     877       1     879    1471    +      2e-156  520.4  22.8  -
Thermoactinomycetaceae_Geothermomicrobium        -          LKAP-GUTHK2_A08_064_2017_1 -               85     855      76     877      53     879    1506    +      2e-156  520.6  19.1  -
Alteromonadaceae_Alteromonas                     -          LKAP-GUTHK2_A08_064_2017_1 -                9     858       4     877       1     879    1464    +      2e-156  520.3  22.1  -
Burkholderiales_Thiomonas                        -          LKAP-GUTHK2_A08_064_2017_1 -               23     852      19     877       2     879    1449    +    2.3e-156  520.1  23.0  -
Acetobacteraceae_Asaia                           -          LKAP-GUTHK2_A08_064_2017_1 -               10     811       5     877       2     879    1411    +    2.4e-156  520.4  20.1  -
Ruminococcaceae_Anaerofilum                      -          LKAP-GUTHK2_A08_064_2017_1 -               54     891      19     877       4     878    1468    +    2.5e-156  519.8  21.4  -
Desulfurobacteriaceae_Desulfurobacterium         -          LKAP-GUTHK2_A08_064_2017_1 -               28     889      19     877       2     879    1502    +    2.5e-156  520.4  23.2  -
Rhodobacteraceae_Marivita                        -          LKAP-GUTHK2_A08_064_2017_1 -                9     808       4     877       2     879    1386    +    3.2e-156  519.9  20.8  -
Rhodobacteraceae_Shimia                          -          LKAP-GUTHK2_A08_064_2017_1 -                9     808       4     877       2     879    1394    +    3.3e-156  519.9  20.4  -
Spirochaetaceae_Alkalispirochaeta                -          LKAP-GUTHK2_A08_064_2017_1 -               15     854      15     876       2     878    1462    +    3.4e-156  519.7  22.6  -
Desulfurobacteriaceae_Thermovibrio               -          LKAP-GUTHK2_A08_064_2017_1 -               28     889      19     877       2     879    1498    +    3.6e-156  520.0  23.5  -
Rhodobacteraceae_Maritimibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               29     828       4     877       2     879    1430    +    3.7e-156  519.6  20.5  -
Cellvibrionaceae_Pseudomaricurvus                -          LKAP-GUTHK2_A08_064_2017_1 -               28     857      19     877       1     879    1490    +    3.7e-156  519.3  21.6  -
Kordiimonadaceae_Kordiimonas                     -          LKAP-GUTHK2_A08_064_2017_1 -               28     819      19     877       2     879    1421    +      4e-156  519.7  20.9  -
Enterobacteriaceae_Kluyvera                      -          LKAP-GUTHK2_A08_064_2017_1 -               16     852      19     877       6     879    1455    +    4.6e-156  519.2  21.9  -
Acetobacteraceae_Stella                          -          LKAP-GUTHK2_A08_064_2017_1 -               28     811      19     877       2     879    1447    +    4.8e-156  519.5  20.6  -
Enterobacteriaceae_Pluralibacter                 -          LKAP-GUTHK2_A08_064_2017_1 -               29     889       4     877       2     879    1532    +    4.8e-156  519.0  22.1  -
Rhodobacteraceae_Palleronia                      -          LKAP-GUTHK2_A08_064_2017_1 -               10     788      19     877      14     879    1367    +    5.6e-156  519.2  19.7  -
Alteromonadaceae_Bowmanella                      -          LKAP-GUTHK2_A08_064_2017_1 -               27     878       4     877       2     879    1496    +    5.7e-156  518.9  22.3  -
Mycobacteriaceae_Hoyosella                       -          LKAP-GUTHK2_A08_064_2017_1 -               28     863       3     877       2     879    1483    +    6.3e-156  518.7  21.7  -
Rhodobacteraceae_Aestuariivita                   -          LKAP-GUTHK2_A08_064_2017_1 -               29     826       4     877       2     879    1427    +    6.8e-156  518.7  20.2  -
Rhodospirillaceae_Desertibacter                  -          LKAP-GUTHK2_A08_064_2017_1 -               30     782      74     877      52     879    1410    +    6.9e-156  519.2  19.7  -
Xanthobacteraceae_Xanthobacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               21     800      19     877       3     879    1413    +    6.9e-156  518.8  19.8  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-GUTHK2_A08_064_2017_1 -                8     868       3     877       2     879    1484    +    7.3e-156  518.5  22.5  -
Acidobacteriaceae_Acidipila                      -          LKAP-GUTHK2_A08_064_2017_1 -               48     844      19     877       2     879    1461    +    7.4e-156  518.6  21.0  -
Chelatococcaceae_Camelimonas                     -          LKAP-GUTHK2_A08_064_2017_1 -               28     827       4     877       2     879    1446    +    7.6e-156  518.9  20.2  -
Rhodobacteraceae_Poseidonocella                  -          LKAP-GUTHK2_A08_064_2017_1 -               37     818      18     877       2     879    1437    +    9.4e-156  518.2  20.3  -
Hyphomicrobiaceae_Filomicrobium                  -          LKAP-GUTHK2_A08_064_2017_1 -               30     828       5     877       2     879    1448    +    9.5e-156  518.2  20.6  -
Salinibacteraceae_Salinibacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               97     886      76     877      56     878    1500    +    9.7e-156  518.2  20.4  -
Comamonadaceae_Comamonas                         -          LKAP-GUTHK2_A08_064_2017_1 -               16     855      12     877       2     879    1456    +    9.9e-156  517.8  22.1  -
Rhodobacteraceae_Pseudoroseovarius               -          LKAP-GUTHK2_A08_064_2017_1 -                9     808       4     877       2     879    1391    +    1.2e-155  518.0  20.6  -
Acetobacteraceae_Gluconobacter                   -          LKAP-GUTHK2_A08_064_2017_1 -               18     811      12     877       2     879    1411    +    1.4e-155  518.0  20.2  -
Alteromonadaceae_Salinimonas                     -          LKAP-GUTHK2_A08_064_2017_1 -                8     862       3     877       1     879    1459    +    1.5e-155  517.6  22.4  -
Rhodospirillaceae_Nisaea                         -          LKAP-GUTHK2_A08_064_2017_1 -               48     840      18     877       2     879    1385    +    1.5e-155  517.6  20.8  -
Alteromonadaceae_Agarivorans                     -          LKAP-GUTHK2_A08_064_2017_1 -               16     873       4     877       2     879    1454    +    1.6e-155  517.4  22.4  -
Oceanospirillaceae_Thalassolituus                -          LKAP-GUTHK2_A08_064_2017_1 -               30     871      18     877       1     879    1476    +    1.7e-155  517.2  22.0  -
Thermoanaerobacterales_Thermosediminibacter      -          LKAP-GUTHK2_A08_064_2017_1 -               48     819      76     877      55     879    1404    +    1.8e-155  517.5  20.0  -
Morganellaceae_Proteus                           -          LKAP-GUTHK2_A08_064_2017_1 -               19     876       4     877       2     879    1494    +      2e-155  517.0  22.1  -
Rhodospirillaceae_Insolitispirillum              -          LKAP-GUTHK2_A08_064_2017_1 -                9     808       4     877       2     879    1442    +    3.2e-155  516.5  19.8  -
Enterobacteriaceae_Lelliottia                    -          LKAP-GUTHK2_A08_064_2017_1 -                4     859       4     877       2     879    1449    +    3.4e-155  516.3  22.5  -
Lysobacteraceae_Ignatzschineria                  -          LKAP-GUTHK2_A08_064_2017_1 -               28     883       4     877       2     879    1541    +    3.5e-155  516.2  22.2  -
Pseudoalteromonadaceae_Algicola                  -          LKAP-GUTHK2_A08_064_2017_1 -               24     879       4     877       2     879    1490    +    3.5e-155  516.1  22.5  -
Cellvibrionaceae_Marinimicrobium                 -          LKAP-GUTHK2_A08_064_2017_1 -                9     858       4     877       2     879    1455    +    3.6e-155  516.1  22.5  -
Hahellaceae_Allohahella                          -          LKAP-GUTHK2_A08_064_2017_1 -               30     878       5     877       2     879    1485    +    3.9e-155  516.3  22.3  -
Peptococcaceae_Dehalobacter                      -          LKAP-GUTHK2_A08_064_2017_1 -               30     905       5     877       1     879    1525    +    4.1e-155  516.2  22.0  -
Methylophilaceae_Methylovorus                    -          LKAP-GUTHK2_A08_064_2017_1 -               53     849      73     877      53     879    1441    +    4.2e-155  516.2  19.6  -
Oceanospirillaceae_Neptunomonas                  -          LKAP-GUTHK2_A08_064_2017_1 -                9     866       4     877       1     879    1484    +    4.7e-155  515.8  22.2  -
