# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1b_forward          -                2     900       2     900       1     900    1491    +           0 1155.7  18.8  -
Moraxellaceae_Moraxella                          -          A1b_forward          -                1     886       9     900       9     900    1446    +    1.3e-306 1018.3  18.9  -
Litoricolaceae_Litoribacillus                    -          A1b_forward          -               31     931       2     900       1     900    1519    +    1.7e-201  669.4  18.8  -
Moraxellaceae_Fluviicoccus                       -          A1b_forward          -               10     863      33     900      24     900    1405    +    1.8e-201  669.4  18.1  -
Rhodospirillaceae_Nitrospirillum                 -          A1b_forward          -               33     894       3     900       2     900    1471    +      2e-201  669.7  18.7  -
Bradyrhizobiaceae_Bosea                          -          A1b_forward          -               19     862       3     900       2     900    1455    +    2.4e-201  669.4  18.5  -
Rhodobacteraceae_Pseudoroseovarius               -          A1b_forward          -                3     846       3     900       2     900    1391    +    2.6e-201  669.3  19.1  -
Rhodospirillaceae_Pararhodospirillum             -          A1b_forward          -                6     825      27     900      21     900    1383    +    3.4e-201  668.8  18.9  -
Methylocystaceae_Pleomorphomonas                 -          A1b_forward          -               22     867       3     900       2     900    1433    +    3.5e-201  669.0  19.2  -
Methylocystaceae_Hansschlegelia                  -          A1b_forward          -               23     867       3     900       1     900    1450    +    3.8e-201  668.7  19.4  -
Rhodobacteraceae_Actibacterium                   -          A1b_forward          -                9     850       3     900       1     900    1429    +    4.1e-201  668.8  18.6  -
Methylocystaceae_Terasakiella                    -          A1b_forward          -               23     876       3     900       2     900    1463    +    4.1e-201  668.5  19.1  -
Immundisolibacteraceae_Immundisolibacter         -          A1b_forward          -               31     933       2     900       1     900    1555    +    4.5e-201  668.2  18.8  -
Helicobacteraceae_Helicobacter                   -          A1b_forward          -               23     882       4     899       2     900    1474    +    4.5e-201  667.5  19.3  -
Oceanospirillales_Spongiispira                   -          A1b_forward          -               11     908       5     900       1     900    1486    +    5.1e-201  667.9  18.8  -
Rhodobacteraceae_Litoreibacter                   -          A1b_forward          -                3     844       3     900       2     900    1395    +    5.2e-201  668.3  18.7  -
Sphingomonadaceae_Sphingobium                    -          A1b_forward          -               17     861       3     900       1     900    1442    +    5.6e-201  668.4  18.3  -
Rhodospirillaceae_Caenispirillum                 -          A1b_forward          -               30     823      69     900      49     900    1418    +    5.6e-201  668.2  18.8  -
Flavobacteriaceae_Flavobacterium                 -          A1b_forward          -                4     889       4     900       2     900    1442    +    5.7e-201  668.1  18.8  -
Rhodospirillaceae_Inquilinus                     -          A1b_forward          -               23     867       3     900       2     900    1420    +    9.2e-201  667.5  18.8  -
Rhodobacteraceae_Octadecabacter                  -          A1b_forward          -                3     848       3     900       2     900    1389    +    1.2e-200  667.2  18.3  -
Desulfobacteraceae_Desulfonema                   -          A1b_forward          -                8     926       4     900       2     900    1506    +    1.2e-200  667.1  19.0  -
Oceanospirillaceae_Bacterioplanes                -          A1b_forward          -                1     879      24     900      24     900    1412    +    1.4e-200  666.5  18.4  -
Rhodobacteraceae_Aliiroseovarius                 -          A1b_forward          -                3     848       3     900       2     900    1395    +    1.4e-200  667.0  18.8  -
Rhizobiaceae_Neorhizobium                        -          A1b_forward          -               13     854       3     900       1     900    1459    +    1.8e-200  666.8  19.3  -
Rhodospirillaceae_Thalassobaculum                -          A1b_forward          -               18     859       3     900       1     900    1384    +    2.1e-200  666.4  18.8  -
Desulfovibrionaceae_Pseudodesulfovibrio          -          A1b_forward          -               18     927       2     900       1     900    1537    +    2.2e-200  666.0  18.8  -
Methylobacteriaceae_Microvirga                   -          A1b_forward          -               11     854       3     900       1     900    1437    +    3.2e-200  665.8  18.7  -
Rhodobacteraceae_Ponticoccus                     -          A1b_forward          -               26     867       3     900       2     900    1426    +    3.4e-200  665.5  19.3  -
Bacteroidaceae_Bacteroides                       -          A1b_forward          -               13     912       4     900       2     900    1480    +    3.5e-200  665.4  19.0  -
Rhodobacteraceae_Lutimaribacter                  -          A1b_forward          -               22     864       3     900       2     900    1428    +    3.8e-200  665.4  18.6  -
Thioalkalispiraceae_Thiohalophilus               -          A1b_forward          -               13     861      54     900      38     900    1297    +    4.1e-200  664.9  18.5  -
Brevibacteriaceae_Brevibacterium                 -          A1b_forward          -               13     899       3     900       2     900    1485    +    7.7e-200  664.2  19.7  -
Sphingomonadaceae_Sphingoaurantiacus             -          A1b_forward          -                3     847       3     900       1     900    1429    +    1.5e-199  663.7  18.2  -
Methylococcaceae_Methylomagnum                   -          A1b_forward          -                2     893       2     900       1     900    1452    +    1.8e-199  662.9  18.5  -
Rhodobacteraceae_Tropicimonas                    -          A1b_forward          -                3     846       3     900       2     900    1390    +    1.9e-199  663.2  18.8  -
