# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Bacillales_Exiguobacterium                       -          LKAP-GUTHK2_B05_045_2017_1 -               30     896      13     877       1     879    1526    +    8.3e-305 1012.3  22.4  -
Oceanospirillaceae_Reinekea                      -          LKAP-GUTHK2_B05_045_2017_1 -               29     866      15     877       2     879    1512    +    3.4e-161  536.1  20.3  -
Cohaesibacteraceae_Cohaesibacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               42     825      18     877       2     879    1425    +    3.6e-161  536.3  18.5  -
Sphingomonadaceae_Sphingobium                    -          LKAP-GUTHK2_B05_045_2017_1 -               35     821      16     877       2     879    1442    +    3.8e-161  536.4  17.9  -
Cystobacteraceae_Melittangium                    -          LKAP-GUTHK2_B05_045_2017_1 -               34     891      13     877       2     879    1522    +      4e-161  535.9  21.4  -
Pseudonocardiaceae_Prauserella                   -          LKAP-GUTHK2_B05_045_2017_1 -               36     864      13     877       1     879    1484    +    4.5e-161  535.8  21.3  -
Rhodobacteraceae_Rhodovulum                      -          LKAP-GUTHK2_B05_045_2017_1 -                7     793      15     877       9     879    1378    +    4.9e-161  535.9  18.1  -
Propionibacteriaceae_Tessaracoccus               -          LKAP-GUTHK2_B05_045_2017_1 -               26     848      14     877       1     879    1444    +    4.9e-161  535.7  20.5  -
Microbacteriaceae_Herbiconiux                    -          LKAP-GUTHK2_B05_045_2017_1 -               28     850      17     877       1     879    1472    +    4.9e-161  535.7  19.6  -
Desulfobacteraceae_Desulfofaba                   -          LKAP-GUTHK2_B05_045_2017_1 -               37     895      19     877       2     879    1512    +    5.1e-161  535.6  20.9  -
Micrococcales_Luteimicrobium                     -          LKAP-GUTHK2_B05_045_2017_1 -               22     842      18     877       2     879    1475    +    5.5e-161  535.6  20.7  -
Spongiibacteraceae_Spongiibacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               20     859      13     877       2     879    1441    +    5.7e-161  535.3  21.2  -
Intrasporangiaceae_Aquipuribacter                -          LKAP-GUTHK2_B05_045_2017_1 -               39     858      15     877       1     879    1505    +      6e-161  535.4  21.7  -
Dietziaceae_Dietzia                              -          LKAP-GUTHK2_B05_045_2017_1 -               14     829      18     877       5     879    1452    +    6.2e-161  535.4  20.6  -
Cellulomonadaceae_Cellulomonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               22     843      17     877       2     879    1443    +    6.6e-161  535.4  20.7  -
Streptosporangiaceae_Planotetraspora             -          LKAP-GUTHK2_B05_045_2017_1 -               40     853      17     877       1     879    1496    +    7.1e-161  535.0  20.1  -
Methylocystaceae_Pleomorphomonas                 -          LKAP-GUTHK2_B05_045_2017_1 -               38     827      15     877       2     879    1433    +    7.3e-161  535.3  19.1  -
Halobacteriovoracaceae_Halobacteriovorax         -          LKAP-GUTHK2_B05_045_2017_1 -               20     877      16     877       3     879    1480    +    7.7e-161  535.0  20.4  -
Microbacteriaceae_Agreia                         -          LKAP-GUTHK2_B05_045_2017_1 -               41     862      17     877       1     879    1513    +    7.7e-161  534.9  20.4  -
Microbacteriaceae_Clavibacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               23     844      18     877       2     879    1496    +    8.1e-161  534.8  20.4  -
Hyphomicrobiaceae_Prosthecomicrobium             -          LKAP-GUTHK2_B05_045_2017_1 -               54     841      13     877       2     879    1470    +      1e-160  534.7  19.3  -
Thermoactinomycetaceae_Hazenella                 -          LKAP-GUTHK2_B05_045_2017_1 -               17     828      12     877       1     880    1426    +    1.1e-160  534.6  19.5  -
Cystobacteraceae_Cystobacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               17     872      13     877       2     879    1491    +    1.1e-160  534.4  20.8  -
Streptosporangiaceae_Acrocarpospora              -          LKAP-GUTHK2_B05_045_2017_1 -               21     834      17     877       2     879    1478    +    1.4e-160  534.1  20.0  -
Caulobacteraceae_Caulobacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               18     806      14     877       2     879    1426    +    1.4e-160  534.3  19.0  -
Microbacteriaceae_Plantibacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               39     862      15     877       1     879    1512    +    1.5e-160  533.9  21.0  -
Nocardioidaceae_Actinopolymorpha                 -          LKAP-GUTHK2_B05_045_2017_1 -                3     820      15     877      13     879    1434    +    1.6e-160  534.1  18.9  -
Intrasporangiaceae_Tetrasphaera                  -          LKAP-GUTHK2_B05_045_2017_1 -               28     848      18     877       1     879    1448    +    1.6e-160  534.0  20.3  -
Lactobacillaceae_Paralactobacillus               -          LKAP-GUTHK2_B05_045_2017_1 -               22     880      12     877       1     881    1495    +    1.6e-160  533.8  21.4  -
Micromonosporaceae_Actinocatenispora             -          LKAP-GUTHK2_B05_045_2017_1 -               21     842      17     877       2     879    1444    +    1.8e-160  533.8  20.7  -
Brucellaceae_Mycoplana                           -          LKAP-GUTHK2_B05_045_2017_1 -               21     805      16     877       2     879    1438    +    2.1e-160  533.8  19.5  -
Intrasporangiaceae_Intrasporangium               -          LKAP-GUTHK2_B05_045_2017_1 -               13     835      18     877       6     879    1435    +    2.2e-160  533.5  20.1  -
Cellulomonadaceae_Actinotalea                    -          LKAP-GUTHK2_B05_045_2017_1 -               33     857      17     877       1     879    1476    +      3e-160  533.3  20.6  -
Intrasporangiaceae_Serinicoccus                  -          LKAP-GUTHK2_B05_045_2017_1 -               32     854      17     877       1     879    1482    +    3.2e-160  533.0  21.0  -
Nocardiopsaceae_Streptomonospora                 -          LKAP-GUTHK2_B05_045_2017_1 -               39     871      15     877       1     879    1519    +    3.3e-160  533.0  20.9  -
Aurantimonadaceae_Aureimonas                     -          LKAP-GUTHK2_B05_045_2017_1 -               27     812      15     877       1     879    1433    +    3.3e-160  533.1  19.6  -
Intrasporangiaceae_Ornithinicoccus               -          LKAP-GUTHK2_B05_045_2017_1 -               41     865      17     877       1     879    1536    +    3.6e-160  532.7  20.4  -
Rhodobacteraceae_Gemmobacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               15     806      10     877       1     879    1399    +    3.8e-160  533.0  19.6  -
Streptosporangiaceae_Microbispora                -          LKAP-GUTHK2_B05_045_2017_1 -               41     854      17     877       1     879    1482    +    3.8e-160  532.6  20.2  -
Methylococcaceae_Methylobacter                   -          LKAP-GUTHK2_B05_045_2017_1 -               44     876      19     877       3     879    1500    +    3.9e-160  532.5  19.7  -
Micrococcaceae_Yaniella                          -          LKAP-GUTHK2_B05_045_2017_1 -               31     861      18     877       3     879    1497    +      4e-160  532.6  20.4  -
Bradyrhizobiaceae_Rhodopseudomonas               -          LKAP-GUTHK2_B05_045_2017_1 -               56     808      78     877      56     879    1464    +      4e-160  532.7  16.9  -
Parvularculaceae_Parvularcula                    -          LKAP-GUTHK2_B05_045_2017_1 -               42     826      18     877       2     879    1427    +      4e-160  533.0  18.3  -
Intrasporangiaceae_Janibacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               20     846      16     877       2     879    1475    +    4.2e-160  532.6  20.8  -
Aerococcaceae_Eremococcus                        -          LKAP-GUTHK2_B05_045_2017_1 -               12     863      16     877       5     880    1385    +    4.2e-160  532.5  20.0  -
Demequinaceae_Lysinimicrobium                    -          LKAP-GUTHK2_B05_045_2017_1 -               22     842      18     877       2     879    1476    +    5.1e-160  532.3  20.1  -
Rhodospirillaceae_Nitrospirillum                 -          LKAP-GUTHK2_B05_045_2017_1 -               50     854      16     877       2     879    1471    +    5.3e-160  532.4  18.7  -
Pseudonocardiaceae_Thermocrispum                 -          LKAP-GUTHK2_B05_045_2017_1 -               36     861      17     877       1     879    1329    +    5.4e-160  532.4  20.3  -
Microbacteriaceae_Subtercola                     -          LKAP-GUTHK2_B05_045_2017_1 -               14     841      19     877       6     879    1470    +    6.8e-160  531.8  19.4  -
Halieaceae_Halioglobus                           -          LKAP-GUTHK2_B05_045_2017_1 -               18     856      13     877       2     879    1433    +    6.8e-160  531.9  21.4  -
Streptosporangiaceae_Planomonospora              -          LKAP-GUTHK2_B05_045_2017_1 -               20     834      16     877       1     879    1444    +    7.1e-160  531.7  20.1  -
Thermoactinomycetaceae_Thermoflavimicrobium      -          LKAP-GUTHK2_B05_045_2017_1 -               17     840      12     877       1     880    1475    +    7.6e-160  531.9  20.3  -
Paenibacillaceae_Gorillibacterium                -          LKAP-GUTHK2_B05_045_2017_1 -               37     887      12     877       1     881    1529    +    7.7e-160  531.8  20.8  -
Defluviitaleaceae_Defluviitalea                  -          LKAP-GUTHK2_B05_045_2017_1 -               64     833      79     877      58     881    1413    +    8.8e-160  531.7  17.5  -
Sphingomonadaceae_Sphingopyxis                   -          LKAP-GUTHK2_B05_045_2017_1 -               29     816      16     877       2     879    1436    +    9.2e-160  531.7  17.6  -
Bdellovibrionaceae_Bdellovibrio                  -          LKAP-GUTHK2_B05_045_2017_1 -               14     833      14     877       3     879    1432    +    9.5e-160  531.4  20.0  -
Rhodobacteraceae_Defluviimonas                   -          LKAP-GUTHK2_B05_045_2017_1 -               18     806      13     877       2     879    1389    +    1.1e-159  531.4  19.1  -
Dermacoccaceae_Calidifontibacter                 -          LKAP-GUTHK2_B05_045_2017_1 -               28     852      17     877       1     879    1464    +    1.2e-159  531.0  21.2  -
Aerococcaceae_Ignavigranum                       -          LKAP-GUTHK2_B05_045_2017_1 -               20     872      14     877       1     880    1417    +    1.3e-159  530.9  20.8  -
Halobacteroidaceae_Halanaerobacter               -          LKAP-GUTHK2_B05_045_2017_1 -               40     863      17     875       1     879    1437    +    1.3e-159  530.9  21.1  -
Rhodobiaceae_Rhodobium                           -          LKAP-GUTHK2_B05_045_2017_1 -               27     814      13     877       1     879    1421    +    1.5e-159  531.0  18.9  -
Thermoactinomycetaceae_Seinonella                -          LKAP-GUTHK2_B05_045_2017_1 -               17     868      12     877       1     881    1501    +    1.5e-159  530.8  21.5  -
Clostridiales_Helcococcus                        -          LKAP-GUTHK2_B05_045_2017_1 -               37     865      17     877       1     880    1458    +    1.6e-159  530.6  21.3  -
Beutenbergiaceae_Serinibacter                    -          LKAP-GUTHK2_B05_045_2017_1 -               21     846      16     877       2     879    1483    +    1.7e-159  530.5  21.1  -
Tsukamurellaceae_Tsukamurella                    -          LKAP-GUTHK2_B05_045_2017_1 -               41     859      17     877       1     879    1495    +    1.7e-159  530.7  20.7  -
Hahellaceae_Endozoicomonas                       -          LKAP-GUTHK2_B05_045_2017_1 -               37     885      13     877       2     879    1524    +    1.8e-159  530.5  20.7  -
Selenomonadaceae_Megamonas                       -          LKAP-GUTHK2_B05_045_2017_1 -               35     845      80     877      59     879    1475    +    1.9e-159  530.4  18.1  -
Dermabacteraceae_Dermabacter                     -          LKAP-GUTHK2_B05_045_2017_1 -               30     850      17     877       1     879    1456    +    2.2e-159  530.2  20.8  -
