# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_E09_071_2018_2 -               19     843      14     835      10     835    1504    +           0 1040.8  21.4  -
Micrococcaceae_Zhihengliuella                    -          LKAP-TSAKG2_E09_071_2018_2 -               28     787      22     810      11     828    1469    +    7.3e-170  564.7  22.9  -
Actinomycetaceae_Arcanobacterium                 -          LKAP-TSAKG2_E09_071_2018_2 -               29     792      22     809      11     829    1476    +      8e-170  564.9  22.0  -
Ectothiorhodospiraceae_Alkalilimnicola           -          LKAP-TSAKG2_E09_071_2018_2 -               33     818      14     808      10     829    1472    +    8.6e-170  564.8  22.0  -
Pseudonocardiaceae_Lentzea                       -          LKAP-TSAKG2_E09_071_2018_2 -               48     828      22     835      12     835    1489    +    8.8e-170  564.6  22.0  -
Intrasporangiaceae_Ornithinimicrobium            -          LKAP-TSAKG2_E09_071_2018_2 -               23     780      21     806      10     826    1447    +      1e-169  564.3  21.7  -
Desulfobacteraceae_Desulfococcus                 -          LKAP-TSAKG2_E09_071_2018_2 -               49     864      22     827      13     834    1529    +    1.4e-169  563.7  22.4  -
Desulfobacteraceae_Desulfatiferula               -          LKAP-TSAKG2_E09_071_2018_2 -               49     873      21     835       9     835    1554    +    1.7e-169  563.5  22.0  -
Piscirickettsiaceae_Thiomicrospira               -          LKAP-TSAKG2_E09_071_2018_2 -               33     809      22     806      12     814    1466    +    1.7e-169  563.6  22.3  -
Sphingomonadaceae_Sphingomonas                   -          LKAP-TSAKG2_E09_071_2018_2 -               25     786      13     834       9     835    1436    +    1.7e-169  564.1  22.1  -
Promicromonosporaceae_Krasilnikoviella           -          LKAP-TSAKG2_E09_071_2018_2 -               89     846      22     809      13     832    1612    +      2e-169  563.2  22.7  -
Cystobacteraceae_Stigmatella                     -          LKAP-TSAKG2_E09_071_2018_2 -               20     843      15     834      10     835    1502    +    2.1e-169  563.3  21.7  -
Caulobacteraceae_Brevundimonas                   -          LKAP-TSAKG2_E09_071_2018_2 -               29     777      22     834      12     835    1415    +    2.1e-169  563.5  22.5  -
Oceanospirillaceae_Marinomonas                   -          LKAP-TSAKG2_E09_071_2018_2 -               28     836      21     835      10     835    1467    +    2.2e-169  563.0  21.6  -
Rhodobacteraceae_Rhodobacter                     -          LKAP-TSAKG2_E09_071_2018_2 -               28     749      21     805       7     825    1389    +    2.2e-169  563.5  23.1  -
Rarobacteraceae_Rarobacter                       -          LKAP-TSAKG2_E09_071_2018_2 -               18     774      22     809      13     829    1464    +    2.4e-169  563.0  22.7  -
Microbulbiferaceae_Microbulbifer                 -          LKAP-TSAKG2_E09_071_2018_2 -               29     799      22     805      12     825    1480    +    2.5e-169  563.2  22.8  -
Micromonosporaceae_Dactylosporangium             -          LKAP-TSAKG2_E09_071_2018_2 -               43     824      22     835      13     835    1470    +    2.5e-169  563.1  22.7  -
Methylobacteriaceae_Microvirga                   -          LKAP-TSAKG2_E09_071_2018_2 -               37     786      22     835      12     835    1437    +    2.7e-169  563.2  22.8  -
Sporichthyaceae_Sporichthya                      -          LKAP-TSAKG2_E09_071_2018_2 -               29     782      22     808      12     830    1472    +    3.4e-169  562.8  22.3  -
Piscirickettsiaceae_Methylophaga                 -          LKAP-TSAKG2_E09_071_2018_2 -               19     802      15     808      10     818    1487    +    3.7e-169  562.4  23.2  -
Chelatococcaceae_Camelimonas                     -          LKAP-TSAKG2_E09_071_2018_2 -               48     789      22     827      13     835    1446    +    3.8e-169  562.9  22.5  -
Alteromonadaceae_Marinobacter                    -          LKAP-TSAKG2_E09_071_2018_2 -               28     833      21     834      11     835    1478    +    4.5e-169  562.2  21.8  -
Halomonadaceae_Kushneria                         -          LKAP-TSAKG2_E09_071_2018_2 -               33     796      22     793      12     813    1461    +    4.5e-169  562.1  22.7  -
Spongiibacteraceae_Spongiibacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               32     831      22     835      10     835    1441    +    4.8e-169  562.0  22.3  -
Erythrobacteraceae_Erythrobacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               26     752      21     810      10     830    1442    +    4.8e-169  562.4  22.4  -
Thermotogaceae_Thermotoga                        -          LKAP-TSAKG2_E09_071_2018_2 -               47     865      15     835      11     835    1561    +    5.1e-169  562.1  22.1  -
Acetobacteraceae_Roseomonas                      -          LKAP-TSAKG2_E09_071_2018_2 -               36     785      22     834      10     835    1438    +    5.6e-169  562.3  22.8  -
Thermoactinomycetaceae_Lihuaxuella               -          LKAP-TSAKG2_E09_071_2018_2 -               55     830      21     832       8     835    1516    +    6.2e-169  561.8  21.5  -
Microbacteriaceae_Frigoribacterium               -          LKAP-TSAKG2_E09_071_2018_2 -               37     795      22     810      12     830    1474    +    6.3e-169  561.8  22.7  -
Intrasporangiaceae_Aquipuribacter                -          LKAP-TSAKG2_E09_071_2018_2 -               49     802      22     809      13     829    1505    +    6.7e-169  561.7  23.1  -
Bacillales_Thermicanus                           -          LKAP-TSAKG2_E09_071_2018_2 -               38     849      21     833       8     835    1426    +    7.3e-169  561.5  21.8  -
Lachnospiraceae_Faecalicatena                    -          LKAP-TSAKG2_E09_071_2018_2 -               46     843      22     834      12     835    1525    +    7.7e-169  561.4  21.7  -
Syntrophobacteraceae_Desulfosoma                 -          LKAP-TSAKG2_E09_071_2018_2 -               37     850      22     828      11     835    1479    +    7.9e-169  561.7  22.7  -
Micromonosporaceae_Micromonospora                -          LKAP-TSAKG2_E09_071_2018_2 -               46     825      22     834      12     835    1479    +      8e-169  561.4  22.7  -
Microbacteriaceae_Rathayibacter                  -          LKAP-TSAKG2_E09_071_2018_2 -               29     790      22     809      12     830    1467    +      1e-168  560.9  22.4  -
Ectothiorhodospiraceae_Ectothiorhodospira        -          LKAP-TSAKG2_E09_071_2018_2 -               46     845      22     834      11     835    1490    +    1.3e-168  560.8  22.3  -
Oceanospirillaceae_Oceanospirillum               -          LKAP-TSAKG2_E09_071_2018_2 -               29     809      22     809      13     830    1462    +    1.5e-168  560.6  22.7  -
Desulfobacteraceae_Desulfobotulus                -          LKAP-TSAKG2_E09_071_2018_2 -               26     848      22     834      13     835    1506    +    1.6e-168  560.5  21.9  -
Microbacteriaceae_Labedella                      -          LKAP-TSAKG2_E09_071_2018_2 -               58     813      22     805       9     825    1542    +    1.6e-168  560.3  22.5  -
Desulfovibrionaceae_Desulfocurvus                -          LKAP-TSAKG2_E09_071_2018_2 -               40     839      15     809      10     826    1532    +    1.7e-168  560.5  22.5  -
Actinospicaceae_Actinospica                      -          LKAP-TSAKG2_E09_071_2018_2 -               25     778      22     808      11     828    1444    +    1.7e-168  560.4  22.1  -
Desulfobacteraceae_Desulfosarcina                -          LKAP-TSAKG2_E09_071_2018_2 -               39     861      22     832      13     835    1515    +    1.7e-168  560.2  21.8  -
Desulfohalobiaceae_Desulfonatronovibrio          -          LKAP-TSAKG2_E09_071_2018_2 -               34     830      21     809       9     825    1500    +    1.9e-168  560.2  22.5  -
Micrococcaceae_Pseudarthrobacter                 -          LKAP-TSAKG2_E09_071_2018_2 -               40     800      22     811      12     831    1471    +    1.9e-168  560.2  22.6  -
Methylococcaceae_Methylobacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               49     818      22     806      13     826    1500    +      2e-168  559.9  22.3  -
Micromonosporaceae_Catenuloplanes                -          LKAP-TSAKG2_E09_071_2018_2 -               40     821      22     835      12     835    1459    +    2.3e-168  559.9  22.4  -
Pseudonocardiaceae_Crossiella                    -          LKAP-TSAKG2_E09_071_2018_2 -               30     811      22     835      12     835    1472    +    2.4e-168  559.8  22.2  -
Cellvibrionaceae_Pseudomaricurvus                -          LKAP-TSAKG2_E09_071_2018_2 -               29     826      22     834      12     835    1490    +    2.6e-168  559.6  22.7  -
Pseudonocardiaceae_Streptoalloteichus            -          LKAP-TSAKG2_E09_071_2018_2 -               19     772      22     809      13     829    1450    +      3e-168  559.6  22.9  -
Thermomonosporaceae_Actinocorallia               -          LKAP-TSAKG2_E09_071_2018_2 -               29     777      22     810      12     834    1487    +      3e-168  559.4  22.2  -
Rhodanobacteraceae_Dokdonella                    -          LKAP-TSAKG2_E09_071_2018_2 -               29     802      22     807      11     824    1480    +    3.1e-168  559.5  23.1  -
Deferribacteraceae_Geovibrio                     -          LKAP-TSAKG2_E09_071_2018_2 -               49     854      22     833      13     835    1545    +    3.3e-168  559.3  21.9  -
Micromonosporaceae_Pilimelia                     -          LKAP-TSAKG2_E09_071_2018_2 -               43     826      22     835      12     835    1472    +    3.5e-168  559.2  22.7  -
Methylococcaceae_Methylovulum                    -          LKAP-TSAKG2_E09_071_2018_2 -               48     811      22     803      12     821    1492    +    3.6e-168  559.2  23.5  -
Chromatiaceae_Allochromatium                     -          LKAP-TSAKG2_E09_071_2018_2 -               16     796      11     799       4     820    1462    +    3.7e-168  559.2  22.7  -
Vibrionaceae_Vibrio                              -          LKAP-TSAKG2_E09_071_2018_2 -               29     813      22     802      11     822    1466    +    3.8e-168  559.1  22.2  -
Cystobacteraceae_Archangium                      -          LKAP-TSAKG2_E09_071_2018_2 -               20     843      15     834      10     835    1491    +    3.9e-168  559.1  22.0  -
Streptosporangiaceae_Nonomuraea                  -          LKAP-TSAKG2_E09_071_2018_2 -               28     787      21     817       9     835    1465    +    4.2e-168  558.9  22.4  -
Micrococcaceae_Glutamicibacter                   -          LKAP-TSAKG2_E09_071_2018_2 -               42     800      22     810      12     830    1474    +    4.7e-168  558.8  22.5  -
Chromatiaceae_Marichromatium                     -          LKAP-TSAKG2_E09_071_2018_2 -               30     802      15     806      10     826    1440    +    4.9e-168  559.1  22.3  -
Intrasporangiaceae_Tetrasphaera                  -          LKAP-TSAKG2_E09_071_2018_2 -               35     789      22     806      12     826    1448    +    5.6e-168  558.7  22.7  -
Ectothiorhodospiraceae_Spiribacter               -          LKAP-TSAKG2_E09_071_2018_2 -               49     832      14     806      10     826    1544    +    5.6e-168  558.7  21.6  -
Micromonosporaceae_Plantactinospora              -          LKAP-TSAKG2_E09_071_2018_2 -               49     829      22     834      11     835    1509    +    5.7e-168  558.6  22.9  -
Thioalkalispiraceae_Thioprofundum                -          LKAP-TSAKG2_E09_071_2018_2 -               45     858      22     835      11     835    1537    +    5.8e-168  558.7  22.0  -
Thermotogaceae_Pseudothermotoga                  -          LKAP-TSAKG2_E09_071_2018_2 -               46     851      22     834      12     835    1541    +      6e-168  558.7  22.3  -
Micromonosporaceae_Asanoa                        -          LKAP-TSAKG2_E09_071_2018_2 -               49     830      22     835      12     835    1498    +    6.4e-168  558.4  22.7  -
