# target name                                    accession  query name               accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------     -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          B0306_LKAP-FHGF1_A06_048 -               24     950       6     927       2     933    1466    +           0 1057.0  17.5  -
Vibrionaceae_Photobacterium                      -          B0306_LKAP-FHGF1_A06_048 -               23     950       5     927       2     933    1487    +    1.1e-304 1011.8  17.4  -
Desulfuromonadaceae_Desulfuromusa                -          B0306_LKAP-FHGF1_A06_048 -               43     945       6     925       2     933    1473    +    4.7e-182  605.3  17.5  -
Thioalkalispiraceae_Thiohalophilus               -          B0306_LKAP-FHGF1_A06_048 -                4     898      24     928      21     934    1297    +    4.8e-182  605.2  16.9  -
Oceanospirillaceae_Corallomonas                  -          B0306_LKAP-FHGF1_A06_048 -               15     923       9     926       1     933    1466    +    4.9e-182  605.1  17.3  -
Oceanospirillaceae_Bermanella                    -          B0306_LKAP-FHGF1_A06_048 -               51     958       6     926       2     933    1533    +    5.9e-182  604.9  17.0  -
Piscirickettsiaceae_Galenea                      -          B0306_LKAP-FHGF1_A06_048 -               31     953       6     928       2     934    1449    +    6.4e-182  604.9  17.1  -
Rhodospirillaceae_Inquilinus                     -          B0306_LKAP-FHGF1_A06_048 -               44     900       6     924       2     933    1420    +    7.2e-182  605.0  16.8  -
Rhodobacteraceae_Albimonas                       -          B0306_LKAP-FHGF1_A06_048 -               44     899       6     924       2     933    1429    +    7.3e-182  605.0  16.1  -
Acetobacteraceae_Komagataeibacter                -          B0306_LKAP-FHGF1_A06_048 -               62     894      49     924      24     933    1456    +    8.8e-182  604.8  16.6  -
Methylocystaceae_Pleomorphomonas                 -          B0306_LKAP-FHGF1_A06_048 -               43     900       6     924       2     933    1433    +      9e-182  604.7  16.6  -
Rhodobacteraceae_Pseudoruegeria                  -          B0306_LKAP-FHGF1_A06_048 -               24     879       6     924       2     933    1412    +      9e-182  604.6  16.2  -
Acetobacteraceae_Gluconobacter                   -          B0306_LKAP-FHGF1_A06_048 -               54     882      53     924      22     933    1411    +    9.2e-182  604.9  16.4  -
Acetobacteraceae_Tanticharoenia                  -          B0306_LKAP-FHGF1_A06_048 -               51     882      50     924      23     933    1414    +    9.8e-182  604.6  16.5  -
Comamonadaceae_Verminephrobacter                 -          B0306_LKAP-FHGF1_A06_048 -               40     955       5     927       2     933    1469    +    1.1e-181  604.0  17.5  -
Sphingomonadaceae_Stakelama                      -          B0306_LKAP-FHGF1_A06_048 -               56     881      55     924      32     933    1414    +    1.2e-181  604.3  15.3  -
Chelatococcaceae_Chelatococcus                   -          B0306_LKAP-FHGF1_A06_048 -               24     879       6     924       2     933    1430    +    1.4e-181  604.1  17.1  -
Acetobacteraceae_Acidiphilium                    -          B0306_LKAP-FHGF1_A06_048 -               24     889       6     924       3     933    1418    +    1.5e-181  604.0  17.0  -
Rhodospirillaceae_Phaeospirillum                 -          B0306_LKAP-FHGF1_A06_048 -               48     871      55     924      35     933    1401    +    1.6e-181  603.8  16.1  -
Halomonadaceae_Aidingimonas                      -          B0306_LKAP-FHGF1_A06_048 -               17     932       6     928       2     935    1469    +    1.9e-181  603.3  17.2  -
Rhodospirillaceae_Oceanibaculum                  -          B0306_LKAP-FHGF1_A06_048 -               75     900      54     924      23     933    1451    +    2.3e-181  603.3  16.2  -
Spirochaetaceae_Spirochaeta                      -          B0306_LKAP-FHGF1_A06_048 -               36     947       7     925       3     929    1495    +    2.8e-181  602.9  18.0  -
Desulfobacteraceae_Desulfatiferula               -          B0306_LKAP-FHGF1_A06_048 -               45     975       6     925       2     933    1554    +    2.9e-181  602.7  17.1  -
Immundisolibacteraceae_Immundisolibacter         -          B0306_LKAP-FHGF1_A06_048 -               53     970       6     928       2     935    1555    +    3.2e-181  602.5  17.2  -
Halieaceae_Chromatocurvus                        -          B0306_LKAP-FHGF1_A06_048 -               40     948       6     928       2     934    1523    +    3.4e-181  602.5  17.1  -
Oceanospirillaceae_Pseudospirillum               -          B0306_LKAP-FHGF1_A06_048 -               24     936       6     928       2     934    1459    +    3.6e-181  602.6  16.8  -
Beijerinckiaceae_Methylocapsa                    -          B0306_LKAP-FHGF1_A06_048 -               41     896       6     924       2     933    1419    +    3.8e-181  602.5  17.4  -
Bradyrhizobiaceae_Salinarimonas                  -          B0306_LKAP-FHGF1_A06_048 -               39     894       5     924       2     933    1438    +    3.9e-181  602.6  16.3  -
Bacteroidaceae_Bacteroides                       -          B0306_LKAP-FHGF1_A06_048 -               33     946       6     925       2     930    1480    +    4.1e-181  602.3  17.5  -
Phyllobacteriaceae_Aminobacter                   -          B0306_LKAP-FHGF1_A06_048 -               32     885       6     924       2     933    1453    +    4.4e-181  602.4  17.4  -
Desulfobacteraceae_Desulfatiglans                -          B0306_LKAP-FHGF1_A06_048 -               36     968       6     925       2     933    1527    +    5.4e-181  601.8  16.9  -
Rhodobacteraceae_Stappia                         -          B0306_LKAP-FHGF1_A06_048 -               24     879       6     924       2     933    1412    +    5.4e-181  602.2  16.9  -
Anaplasmataceae_Ehrlichia                        -          B0306_LKAP-FHGF1_A06_048 -               40     922       6     928       2     933    1448    +      6e-181  601.9  16.1  -
Syntrophobacteraceae_Desulfacinum                -          B0306_LKAP-FHGF1_A06_048 -               19     939       6     924       3     932    1461    +    6.1e-181  601.8  17.1  -
Rhodobacteraceae_Loktanella                      -          B0306_LKAP-FHGF1_A06_048 -               24     879       6     924       2     932    1385    +    7.3e-181  601.7  16.1  -
Hyphomicrobiaceae_Filomicrobium                  -          B0306_LKAP-FHGF1_A06_048 -               44     902       6     927       2     933    1448    +      8e-181  601.4  17.0  -
Solirubrobacteraceae_Solirubrobacter             -          B0306_LKAP-FHGF1_A06_048 -                8     926       6     925       3     933    1443    +      9e-181  601.1  17.8  -
Thermolithobacteraceae_Thermolithobacter         -          B0306_LKAP-FHGF1_A06_048 -               44     983       6     925       2     933    1546    +    9.3e-181  600.9  17.5  -
Ectothiorhodospiraceae_Thiogranum                -          B0306_LKAP-FHGF1_A06_048 -               31     950       6     928       2     934    1508    +    9.5e-181  601.1  17.2  -
Moraxellaceae_Cavicella                          -          B0306_LKAP-FHGF1_A06_048 -               23     892      53     928      33     934    1423    +    1.2e-180  600.6  16.5  -
Rhodobacteraceae_Ruegeria                        -          B0306_LKAP-FHGF1_A06_048 -               24     879       6     924       2     933    1386    +    1.2e-180  600.9  16.1  -
Hyphomonadaceae_Hyphomonas                       -          B0306_LKAP-FHGF1_A06_048 -               66     889      55     924      35     933    1355    +    1.4e-180  600.9  15.6  -
Methylococcaceae_Methyloparacoccus               -          B0306_LKAP-FHGF1_A06_048 -               24     936       6     928       2     934    1451    +    1.4e-180  600.5  17.4  -
Cystobacteraceae_Melittangium                    -          B0306_LKAP-FHGF1_A06_048 -               41     965       6     925       2     933    1522    +    1.6e-180  600.3  16.9  -
Caulobacteraceae_Caulobacter                     -          B0306_LKAP-FHGF1_A06_048 -               24     879       6     924       2     933    1426    +    1.6e-180  600.5  16.0  -
Rhodobacteraceae_Rubellimicrobium                -          B0306_LKAP-FHGF1_A06_048 -               33     891       5     924       2     933    1448    +    1.8e-180  600.5  17.4  -
Rhodospirillaceae_Desertibacter                  -          B0306_LKAP-FHGF1_A06_048 -               21     853      44     924      24     933    1410    +    2.6e-180  600.2  17.1  -
Rhodobacteraceae_Roseovarius                     -          B0306_LKAP-FHGF1_A06_048 -               26     881       6     924       2     932    1415    +    2.8e-180  599.6  15.8  -
Hyphomicrobiaceae_Maritalea                      -          B0306_LKAP-FHGF1_A06_048 -                2     857       6     924       5     932    1356    +    2.8e-180  599.7  16.7  -
Pasteurellaceae_Lonepinella                      -          B0306_LKAP-FHGF1_A06_048 -                8     922       6     928       2     934    1498    +    3.2e-180  599.2  17.3  -
Thioalkalispiraceae_Thioalkalispira              -          B0306_LKAP-FHGF1_A06_048 -               13     923       6     928       2     934    1433    +    3.3e-180  599.1  17.1  -
Acetobacteraceae_Neokomagataea                   -          B0306_LKAP-FHGF1_A06_048 -               70     902      49     924      22     933    1437    +    3.3e-180  599.7  16.8  -
Desulfohalobiaceae_Desulfonatronovibrio          -          B0306_LKAP-FHGF1_A06_048 -               30     956       6     927       2     933    1500    +    3.4e-180  599.3  17.2  -
Hyphomonadaceae_Oceanicaulis                     -          B0306_LKAP-FHGF1_A06_048 -               20     875       6     924       2     932    1424    +    3.7e-180  599.3  16.5  -
Beijerinckiaceae_Methylocella                    -          B0306_LKAP-FHGF1_A06_048 -               24     879       6     924       2     933    1406    +    5.7e-180  598.6  17.2  -
Rhodobacteraceae_Litoreibacter                   -          B0306_LKAP-FHGF1_A06_048 -               24     877       6     924       2     933    1395    +    5.8e-180  598.6  15.3  -
Rhodobacteraceae_Nioella                         -          B0306_LKAP-FHGF1_A06_048 -               44     899       6     924       2     933    1462    +    6.9e-180  598.4  15.7  -
Cellvibrionaceae_Pseudoteredinibacter            -          B0306_LKAP-FHGF1_A06_048 -                8     873      55     926      49     933    1406    +    7.1e-180  598.0  16.5  -
Sphingomonadaceae_Polymorphobacter               -          B0306_LKAP-FHGF1_A06_048 -               22     879       6     924       2     933    1431    +    8.5e-180  598.3  16.3  -
Caulobacteraceae_Brevundimonas                   -          B0306_LKAP-FHGF1_A06_048 -               24     879       6     924       2     932    1415    +    8.9e-180  598.1  16.2  -
Piscirickettsiaceae_Sulfurivirga                 -          B0306_LKAP-FHGF1_A06_048 -               46     965       7     928       2     933    1457    +    9.7e-180  597.7  17.1  -
Beijerinckiaceae_Rhodoblastus                    -          B0306_LKAP-FHGF1_A06_048 -               41     898       6     924       2     933    1477    +    9.8e-180  597.7  16.6  -
Succinivibrionaceae_Succinimonas                 -          B0306_LKAP-FHGF1_A06_048 -               27     938       6     928       2     934    1462    +    9.9e-180  597.5  17.3  -
Clostridiaceae_Caloramator                       -          B0306_LKAP-FHGF1_A06_048 -               22     911       6     924       2     931    1453    +      1e-179  597.7  17.0  -
Brevibacteriaceae_Brevibacterium                 -          B0306_LKAP-FHGF1_A06_048 -               34     935       6     927       2     933    1485    +      1e-179  597.5  17.3  -
Succinivibrionaceae_Succinatimonas               -          B0306_LKAP-FHGF1_A06_048 -               24     913       6     928       2     934    1469    +    1.2e-179  597.4  17.3  -
Alteromonadales_Aestuariicella                   -          B0306_LKAP-FHGF1_A06_048 -               24     889      55     926      36     933    1400    +    1.4e-179  597.1  16.4  -
Rhodospirillaceae_Rhodovibrio                    -          B0306_LKAP-FHGF1_A06_048 -               39     899       6     924       2     933    1480    +    1.8e-179  597.1  17.6  -
