# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Planococcus                       -          LKAP-TSAKG2_H06_034_2018_2 -               25     860      13     844       6     844    1492    +           0 1055.1  20.3  -
Planococcaceae_Planomicrobium                    -          LKAP-TSAKG2_H06_034_2018_2 -               16     850      14     844       5     844    1485    +           0 1035.7  20.3  -
Rhodocyclaceae_Rhodocyclus                       -          LKAP-TSAKG2_H06_034_2018_2 -               18     836      16     842       7     844    1460    +    5.4e-158  525.6  20.6  -
Rhodospirillaceae_Rhodocista                     -          LKAP-TSAKG2_H06_034_2018_2 -               35     769      58     844      37     844    1373    +    6.4e-158  525.4  21.4  -
Micromonosporaceae_Catellatospora                -          LKAP-TSAKG2_H06_034_2018_2 -               34     837      12     844       6     844    1509    +    7.3e-158  525.0  22.4  -
Micromonosporaceae_Phytomonospora                -          LKAP-TSAKG2_H06_034_2018_2 -               35     841      13     844       6     844    1513    +    8.1e-158  525.2  21.4  -
Rhodocyclaceae_Azospira                          -          LKAP-TSAKG2_H06_034_2018_2 -               20     828      25     842       9     844    1484    +    8.7e-158  524.9  20.0  -
Micrococcaceae_Neomicrococcus                    -          LKAP-TSAKG2_H06_034_2018_2 -               32     802      47     844      27     844    1451    +    8.7e-158  524.8  21.1  -
Bifidobacteriaceae_Alloscardovia                 -          LKAP-TSAKG2_H06_034_2018_2 -               14     824      12     842       6     844    1451    +    9.7e-158  524.6  21.5  -
Rhodospirillaceae_Thalassobaculum                -          LKAP-TSAKG2_H06_034_2018_2 -               60     798      56     844      35     844    1384    +      1e-157  524.8  20.3  -
Hahellaceae_Hahella                              -          LKAP-TSAKG2_H06_034_2018_2 -               58     865      26     842       7     844    1539    +    1.1e-157  524.5  20.5  -
Rhodospirillaceae_Novispirillum                  -          LKAP-TSAKG2_H06_034_2018_2 -               38     787      47     844      27     844    1442    +    1.1e-157  524.5  20.7  -
Idiomarinaceae_Aliidiomarina                     -          LKAP-TSAKG2_H06_034_2018_2 -                7     815      26     842      20     844    1410    +    1.3e-157  524.1  19.4  -
Rhodobacteraceae_Roseovarius                     -          LKAP-TSAKG2_H06_034_2018_2 -               34     786      26     843       6     844    1415    +    1.4e-157  524.3  22.0  -
Bradyrhizobiaceae_Nitrobacter                    -          LKAP-TSAKG2_H06_034_2018_2 -               69     799      63     843      43     844    1466    +    1.4e-157  524.2  21.5  -
Deinococcaceae_Deinococcus                       -          LKAP-TSAKG2_H06_034_2018_2 -               17     776      13     799       5     822    1455    +    1.4e-157  524.1  22.3  -
Microbacteriaceae_Rhodoglobus                    -          LKAP-TSAKG2_H06_034_2018_2 -               63     866      28     844       8     844    1515    +    1.6e-157  524.0  20.4  -
Helicobacteraceae_Helicobacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               34     822      13     844       6     844    1474    +    1.6e-157  523.1  21.1  -
Chromatiaceae_Imhoffiella                        -          LKAP-TSAKG2_H06_034_2018_2 -               70     789      61     795      35     821    1484    +    2.2e-157  523.6  21.3  -
Thiotrichaceae_Beggiatoa                         -          LKAP-TSAKG2_H06_034_2018_2 -               81     849      65     843      42     844    1491    +    2.3e-157  523.7  20.4  -
Halomonadaceae_Cobetia                           -          LKAP-TSAKG2_H06_034_2018_2 -               31     852      13     843       4     844    1516    +    2.4e-157  523.3  20.6  -
Pseudoalteromonadaceae_Algicola                  -          LKAP-TSAKG2_H06_034_2018_2 -               48     820      27     807       7     829    1490    +    2.4e-157  523.3  20.7  -
Psychromonadaceae_Psychromonas                   -          LKAP-TSAKG2_H06_034_2018_2 -               31     798      26     798       6     822    1467    +    2.4e-157  523.4  20.8  -
Peptococcaceae_Desulfonispora                    -          LKAP-TSAKG2_H06_034_2018_2 -               26     858      26     843       6     844    1507    +    2.8e-157  522.9  20.0  -
Natranaerobiaceae_Natranaerobaculum              -          LKAP-TSAKG2_H06_034_2018_2 -               96     855      56     844      31     844    1499    +    2.8e-157  523.1  20.7  -
Desulfobacteraceae_Desulfobacula                 -          LKAP-TSAKG2_H06_034_2018_2 -               34     840      12     805       6     828    1522    +    3.4e-157  523.0  21.1  -
Rhodobacteraceae_Labrenzia                       -          LKAP-TSAKG2_H06_034_2018_2 -               64     805      53     844      32     844    1447    +    3.9e-157  523.0  20.7  -
Rhodanobacteraceae_Dyella                        -          LKAP-TSAKG2_H06_034_2018_2 -               30     843      24     842       5     844    1453    +      4e-157  522.7  20.1  -
Methylothermaceae_Methylothermus                 -          LKAP-TSAKG2_H06_034_2018_2 -               40     862      17     842       5     844    1491    +    4.2e-157  522.5  21.2  -
Chromobacteriaceae_Chitinilyticum                -          LKAP-TSAKG2_H06_034_2018_2 -                9     824      17     842       8     844    1455    +    4.8e-157  522.6  19.7  -
Sphingomonadaceae_Blastomonas                    -          LKAP-TSAKG2_H06_034_2018_2 -               64     803      56     844      35     844    1448    +    4.9e-157  522.5  20.2  -
Methylocystaceae_Methylopila                     -          LKAP-TSAKG2_H06_034_2018_2 -               73     801      64     842      44     844    1425    +    5.3e-157  522.4  21.8  -
Litoricolaceae_Litoricola                        -          LKAP-TSAKG2_H06_034_2018_2 -               41     852      24     842       6     844    1483    +      6e-157  522.2  20.7  -
Rhodospirillaceae_Reyranella                     -          LKAP-TSAKG2_H06_034_2018_2 -               61     790      63     842      43     844    1429    +    6.2e-157  522.1  21.1  -
Actinomycetaceae_Actinobaculum                   -          LKAP-TSAKG2_H06_034_2018_2 -                2     831      12     844      11     844    1506    +    6.3e-157  522.0  20.7  -
Alteromonadaceae_Agarivorans                     -          LKAP-TSAKG2_H06_034_2018_2 -               38     850      26     844       8     844    1454    +    6.5e-157  522.0  20.1  -
Rickettsiaceae_Rickettsia                        -          LKAP-TSAKG2_H06_034_2018_2 -               41     808      26     844       9     844    1440    +    6.6e-157  522.0  20.4  -
Rhodobacteraceae_Litoreibacter                   -          LKAP-TSAKG2_H06_034_2018_2 -               41     782      52     843      31     844    1395    +    6.8e-157  522.0  20.8  -
Oceanospirillaceae_Oleispira                     -          LKAP-TSAKG2_H06_034_2018_2 -               52     859      26     842       6     844    1500    +    7.2e-157  521.7  20.3  -
Desulfurellaceae_Desulfurella                    -          LKAP-TSAKG2_H06_034_2018_2 -               58     849      60     842      40     844    1526    +    7.7e-157  521.9  19.8  -
Pseudomonadaceae_Azotobacter                     -          LKAP-TSAKG2_H06_034_2018_2 -               36     844      23     844       5     844    1473    +    8.3e-157  521.7  20.6  -
Alteromonadaceae_Alteromonas                     -          LKAP-TSAKG2_H06_034_2018_2 -               32     831      26     840       7     843    1464    +    8.5e-157  521.4  20.4  -
Lysobacteraceae_Wohlfahrtiimonas                 -          LKAP-TSAKG2_H06_034_2018_2 -               28     840      23     841       5     844    1448    +    9.6e-157  521.4  20.6  -
Rhizobiaceae_Pararhizobium                       -          LKAP-TSAKG2_H06_034_2018_2 -               70     803      61     844      35     844    1477    +    9.7e-157  521.5  21.4  -
Alteromonadaceae_Salinimonas                     -          LKAP-TSAKG2_H06_034_2018_2 -               33     802      27     806       7     827    1459    +    9.9e-157  521.4  20.6  -
Spirochaetaceae_Sediminispirochaeta              -          LKAP-TSAKG2_H06_034_2018_2 -               73     847      65     842      43     843    1520    +      1e-156  521.2  20.3  -
Acetobacteraceae_Stella                          -          LKAP-TSAKG2_H06_034_2018_2 -               55     788      62     844      42     844    1447    +      1e-156  521.6  20.3  -
Rhodospirillaceae_Fodinicurvata                  -          LKAP-TSAKG2_H06_034_2018_2 -               30     769      56     842      35     844    1390    +    1.3e-156  521.3  21.3  -
Rhodospirillaceae_Nisaea                         -          LKAP-TSAKG2_H06_034_2018_2 -               85     817      63     844      35     844    1385    +    1.3e-156  521.0  21.1  -
Alteromonadaceae_Bowmanella                      -          LKAP-TSAKG2_H06_034_2018_2 -               47     828      24     816       7     836    1496    +    1.5e-156  520.8  21.1  -
Oceanospirillales_Salicola                       -          LKAP-TSAKG2_H06_034_2018_2 -               53     850      27     842       7     844    1492    +    1.5e-156  520.7  21.4  -
Rhodospirillaceae_Oceanibaculum                  -          LKAP-TSAKG2_H06_034_2018_2 -               66     806      55     844      34     844    1451    +    1.7e-156  520.7  21.1  -
Idiomarinaceae_Pseudidiomarina                   -          LKAP-TSAKG2_H06_034_2018_2 -               33     801      27     801       7     825    1499    +    1.7e-156  520.3  20.3  -
Bradyrhizobiaceae_Afipia                         -          LKAP-TSAKG2_H06_034_2018_2 -               73     803      63     843      43     844    1416    +    1.7e-156  520.6  21.4  -
Brucellaceae_Pseudochrobactrum                   -          LKAP-TSAKG2_H06_034_2018_2 -               50     781      63     844      38     844    1400    +    1.7e-156  520.8  20.8  -
Neisseriaceae_Neisseria                          -          LKAP-TSAKG2_H06_034_2018_2 -               29     855      13     842       5     844    1475    +    1.8e-156  520.6  20.4  -
Pseudoalteromonadaceae_Pseudoalteromonas         -          LKAP-TSAKG2_H06_034_2018_2 -               30     836      25     843       5     844    1461    +    1.8e-156  520.3  20.1  -
Brucellaceae_Brucella                            -          LKAP-TSAKG2_H06_034_2018_2 -               58     788      64     844      44     844    1412    +    1.9e-156  520.7  21.7  -
Thermoanaerobacteraceae_Desulfovirgula           -          LKAP-TSAKG2_H06_034_2018_2 -               32     833      26     843       6     844    1436    +    2.6e-156  520.1  21.7  -
Clostridiales_Marinisporobacter                  -          LKAP-TSAKG2_H06_034_2018_2 -               15     818      13     844       4     844    1435    +    2.9e-156  519.8  21.5  -
Propionibacteriaceae_Acidipropionibacterium      -          LKAP-TSAKG2_H06_034_2018_2 -               83     849      64     843      33     844    1455    +    2.9e-156  519.9  20.7  -
Oxalobacteraceae_Undibacterium                   -          LKAP-TSAKG2_H06_034_2018_2 -               11     830      13     842       5     844    1442    +    2.9e-156  519.9  20.6  -
Ectothiorhodospiraceae_Aquisalimonas             -          LKAP-TSAKG2_H06_034_2018_2 -               52     858      26     842       8     844    1464    +      3e-156  519.9  20.7  -
Actinopolysporaceae_Actinopolyspora              -          LKAP-TSAKG2_H06_034_2018_2 -               24     834      21     844       5     844    1471    +    3.2e-156  519.7  21.3  -
Chromatiaceae_Lamprocystis                       -          LKAP-TSAKG2_H06_034_2018_2 -               73     854      54     842      34     844    1406    +    3.2e-156  519.9  20.1  -
Gracilibacteraceae_Gracilibacter                 -          LKAP-TSAKG2_H06_034_2018_2 -              199     952      62     843      42     844    1549    +    3.8e-156  519.3  21.2  -
Rhodanobacteraceae_Frateuria                     -          LKAP-TSAKG2_H06_034_2018_2 -               50     863      24     842       7     844    1542    +    3.9e-156  519.3  20.0  -
Sphingomonadaceae_Sphingosinicella               -          LKAP-TSAKG2_H06_034_2018_2 -               33     786      27     844       7     844    1409    +      4e-156  519.8  21.4  -
Thermoanaerobacteraceae_Calderihabitans          -          LKAP-TSAKG2_H06_034_2018_2 -               78     870      58     843       7     844    1503    +      4e-156  519.5  20.7  -
Clostridiaceae_Fonticella                        -          LKAP-TSAKG2_H06_034_2018_2 -               48     829      25     843       5     844    1503    +    4.3e-156  519.4  21.7  -
