# target name                                    accession  query name           accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ---------- -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          A1d2_reverse         -              501    1442     960      20     960       7    1491    -           0 1087.1   5.1  -
Moraxellaceae_Moraxella                          -          A1d2_reverse         -              487    1426     960      19     960       5    1446    -           0 1025.1   5.1  -
Rhodobacteraceae_Tateyamaria                     -          A1d2_reverse         -              467    1340     960      60     960      40    1386    -    5.1e-186  618.7   5.3  -
Sphingobacteriaceae_Sphingobacterium             -          A1d2_reverse         -              511    1398     960      68     960      48    1463    -    5.2e-186  618.5   6.1  -
Rhodobacteraceae_Rhodobaca                       -          A1d2_reverse         -              468    1350     960      54     960      36    1459    -    5.4e-186  618.6   5.2  -
Intrasporangiaceae_Tetrasphaera                  -          A1d2_reverse         -              494    1359     952      83     960      62    1448    -    5.4e-186  618.6   5.9  -
Actinomycetaceae_Actinomyces                     -          A1d2_reverse         -              516    1417     951      56     960      42    1434    -    5.4e-186  618.6   5.7  -
Hahellaceae_Halospina                            -          A1d2_reverse         -              479    1412     958      23     960       8    1427    -    5.6e-186  618.4   5.3  -
Halobacteroidaceae_Halobacteroides               -          A1d2_reverse         -              495    1394     950      55     960      35    1471    -    6.4e-186  618.2   5.7  -
Halobacteroidaceae_Orenia                        -          A1d2_reverse         -              495    1403     951      43     960      30    1422    -    6.9e-186  618.0   5.6  -
Rhodobacteraceae_Defluviimonas                   -          A1d2_reverse         -              448    1333     960      52     960      34    1389    -    7.1e-186  618.3   5.1  -
Geodermatophilaceae_Geodermatophilus             -          A1d2_reverse         -              503    1396     952      60     960      42    1509    -    7.9e-186  618.0   5.9  -
Rhodanobacteraceae_Rudaea                        -          A1d2_reverse         -              511    1374     954      94     960      80    1384    -    8.4e-186  617.7   6.5  -
Ectothiorhodospiraceae_Thioalbus                 -          A1d2_reverse         -              483    1396     958      44     960      34    1417    -      1e-185  617.5   5.8  -
Microbacteriaceae_Leucobacter                    -          A1d2_reverse         -              500    1399     952      55     960      37    1478    -    1.1e-185  617.6   5.9  -
Neisseriaceae_Crenobacter                        -          A1d2_reverse         -              535    1468     953      21     960       6    1557    -    1.1e-185  617.5   5.2  -
Thermoactinomycetaceae_Mechercharimyces          -          A1d2_reverse         -              521    1409     959      67     960      45    1439    -    1.4e-185  617.3   5.7  -
Pseudonocardiaceae_Saccharopolyspora             -          A1d2_reverse         -              485    1383     952      56     960      39    1455    -    1.4e-185  617.2   5.7  -
Leuconostocaceae_Oenococcus                      -          A1d2_reverse         -              545    1424     946      67     958      46    1496    -    1.4e-185  617.3   5.1  -
Rhodobacteraceae_Roseibium                       -          A1d2_reverse         -              466    1360     958      58     960      43    1397    -    1.5e-185  617.4   5.9  -
Halomonadaceae_Halovibrio                        -          A1d2_reverse         -              490    1402     958      44     960      22    1439    -    1.9e-185  616.7   5.5  -
Rhodobacteraceae_Maritimibacter                  -          A1d2_reverse         -              468    1344     960      64     960      52    1430    -    2.8e-185  616.2   5.5  -
Rhodobacteraceae_Donghicola                      -          A1d2_reverse         -              455    1338     960      52     960      34    1423    -    3.5e-185  615.9   5.2  -
Pseudonocardiaceae_Kibdelosporangium             -          A1d2_reverse         -              494    1382     952      65     960      43    1473    -    3.8e-185  615.7   5.9  -
Neisseriaceae_Rivicola                           -          A1d2_reverse         -              477    1385     953      44     960      22    1424    -      4e-185  615.6   5.7  -
Neisseriaceae_Amantichitinum                     -          A1d2_reverse         -              525    1432     952      42     960      21    1491    -    4.2e-185  615.6   5.4  -
Promicromonosporaceae_Isoptericola               -          A1d2_reverse         -              488    1384     952      56     960      40    1472    -    4.2e-185  615.6   5.8  -
Kangiellaceae_Pleionea                           -          A1d2_reverse         -              521    1437     958      42     960      21    1485    -    5.8e-185  614.8   5.6  -
Rhodobacteraceae_Leisingera                      -          A1d2_reverse         -              454    1331     960      58     960      40    1409    -    5.8e-185  615.3   5.2  -
Pseudomonadaceae_Stenotrophomonas                -          A1d2_reverse         -              512    1424     954      44     960      23    1502    -    5.8e-185  614.9   5.6  -
Xanthobacteraceae_Azorhizobium                   -          A1d2_reverse         -              457    1357     958      56     960      38    1449    -    6.1e-185  615.3   5.5  -
Nevskiaceae_Fontimonas                           -          A1d2_reverse         -              500    1416     959      45     960      25    1468    -    6.3e-185  615.0   5.4  -
Solirubrobacteraceae_Solirubrobacter             -          A1d2_reverse         -              493    1382     959      68     960      43    1443    -    6.8e-185  614.8   6.0  -
Microbacteriaceae_Leifsonia                      -          A1d2_reverse         -              501    1396     952      59     960      39    1477    -    6.9e-185  614.8   5.8  -
Desulfurobacteriaceae_Desulfurobacterium         -          A1d2_reverse         -              542    1440     946      55     960      43    1502    -    7.6e-185  615.1   5.5  -
Rhodobacteraceae_Pannonibacter                   -          A1d2_reverse         -              470    1371     958      57     960      44    1483    -    1.1e-184  614.4   5.7  -
Rhodobacteraceae_Seohaeicola                     -          A1d2_reverse         -              469    1350     960      55     960      37    1443    -    1.3e-184  614.1   5.5  -
Clostridiaceae_Natronincola                      -          A1d2_reverse         -              511    1398     959      67     960      46    1489    -    1.3e-184  613.7   6.3  -
Peptostreptococcaceae_Tepidibacter               -          A1d2_reverse         -              466    1368     959      55     960      38    1412    -    1.3e-184  614.0   5.7  -
Sphingomonadaceae_Sphingoaurantiacus             -          A1d2_reverse         -              448    1353     960      55     960      43    1429    -    1.4e-184  614.3   5.6  -
Enterobacteriaceae_Enterobacillus                -          A1d2_reverse         -              530    1394     958      93     960      79    1404    -    1.4e-184  613.8   6.3  -
Nakamurellaceae_Nakamurella                      -          A1d2_reverse         -              486    1370     952      68     960      46    1462    -    1.4e-184  613.8   5.6  -
Geodermatophilaceae_Modestobacter                -          A1d2_reverse         -              510    1397     952      67     960      46    1469    -    1.5e-184  613.7   6.0  -
Algiphilaceae_Algiphilus                         -          A1d2_reverse         -              519    1435     959      43     960      23    1501    -    1.6e-184  613.4   5.5  -
Microbacteriaceae_Zimmermannella                 -          A1d2_reverse         -              510    1417     952      47     960      34    1484    -    1.9e-184  613.4   5.6  -
