# target name                                    accession  query name              accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------    -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Vibrionaceae_Vibrio                              -          LKAP.g-Gut1_B06_046.seq -               24     908       5     900       2     901    1466    +    8.8e-304 1008.7  18.1  -
Nocardiaceae_Nocardia                            -          LKAP.g-Gut1_B06_046.seq -               24     872       5     900       2     901    1474    +    3.9e-156  519.5  17.0  -
Rhodanobacteraceae_Rudaea                        -          LKAP.g-Gut1_B06_046.seq -               67     899      55     899      28     901    1384    +      4e-156  519.5  17.4  -
Staphylococcaceae_Salinicoccus                   -          LKAP.g-Gut1_B06_046.seq -               60     899      59     900      36     901    1476    +      4e-156  519.5  17.8  -
Intrasporangiaceae_Tetrasphaera                  -          LKAP.g-Gut1_B06_046.seq -               30     882       5     900       2     901    1448    +    4.2e-156  519.4  16.6  -
Bacillaceae_Lentibacillus                        -          LKAP.g-Gut1_B06_046.seq -               14     892       5     876       2     899    1470    +    4.7e-156  519.4  18.8  -
Rhodanobacteraceae_Pseudofulvimonas              -          LKAP.g-Gut1_B06_046.seq -               30     862      55     899      35     901    1386    +    4.9e-156  519.2  17.5  -
Clostridiaceae_Natronincola                      -          LKAP.g-Gut1_B06_046.seq -               41     899       5     900       2     901    1489    +    4.9e-156  518.9  17.3  -
Rhodobacteraceae_Poseidonocella                  -          LKAP.g-Gut1_B06_046.seq -               34     850       5     900       2     901    1437    +    5.9e-156  518.9  15.9  -
Rhodocyclaceae_Georgfuchsia                      -          LKAP.g-Gut1_B06_046.seq -               40     907       4     899       2     901    1496    +    6.1e-156  518.8  17.9  -
Desulfurellaceae_Hippea                          -          LKAP.g-Gut1_B06_046.seq -               30     918       5     900       3     901    1509    +    6.6e-156  518.3  17.7  -
Corynebacteriaceae_Corynebacterium               -          LKAP.g-Gut1_B06_046.seq -               24     878       5     899       2     900    1462    +    7.4e-156  518.5  17.7  -
Acetobacteraceae_Belnapia                        -          LKAP.g-Gut1_B06_046.seq -               75     865      60     900      40     901    1453    +    8.7e-156  518.6  15.6  -
Acidiferrobacteraceae_Sulfurifustis              -          LKAP.g-Gut1_B06_046.seq -               57     888      55     899      35     901    1454    +    8.8e-156  518.4  17.4  -
Micromonosporaceae_Actinoplanes                  -          LKAP.g-Gut1_B06_046.seq -               24     872       5     900       2     901    1474    +    1.1e-155  518.1  17.3  -
Microbacteriaceae_Leifsonia                      -          LKAP.g-Gut1_B06_046.seq -               35     889       5     900       2     901    1477    +    1.3e-155  517.7  16.6  -
Bacillaceae_Amphibacillus                        -          LKAP.g-Gut1_B06_046.seq -               24     870       5     841       3     878    1490    +    1.5e-155  517.6  20.0  -
Clostridiaceae_Romboutsia                        -          LKAP.g-Gut1_B06_046.seq -               42     875       6     900       3     901    1462    +    1.6e-155  517.3  16.7  -
Peptococcaceae_Desulfitispora                    -          LKAP.g-Gut1_B06_046.seq -               42     885      63     900      43     901    1479    +    1.7e-155  517.3  17.3  -
Planococcaceae_Ureibacillus                      -          LKAP.g-Gut1_B06_046.seq -               31     915       5     900       3     901    1497    +    1.9e-155  517.1  17.7  -
Rhodobacteraceae_Aliiroseovarius                 -          LKAP.g-Gut1_B06_046.seq -               24     842       5     900       2     901    1395    +      2e-155  517.3  16.0  -
Alicyclobacillaceae_Effusibacillus               -          LKAP.g-Gut1_B06_046.seq -               21     901       6     900       3     901    1466    +    2.1e-155  517.2  17.7  -
Alcaligenaceae_Parapusillimonas                  -          LKAP.g-Gut1_B06_046.seq -               25     892       4     899       2     901    1449    +    2.1e-155  517.2  17.4  -
Thermoanaerobacteraceae_Moorella                 -          LKAP.g-Gut1_B06_046.seq -               28     863       5     842       2     897    1493    +    2.3e-155  517.0  18.4  -
Lachnospiraceae_Cellulosilyticum                 -          LKAP.g-Gut1_B06_046.seq -               82     932       5     900       2     901    1547    +    2.5e-155  516.6  16.4  -
Microbacteriaceae_Agrococcus                     -          LKAP.g-Gut1_B06_046.seq -               35     889       5     900       2     901    1468    +    2.6e-155  516.8  16.7  -
Ectothiorhodospiraceae_Alkalispirillum           -          LKAP.g-Gut1_B06_046.seq -               24     896       5     899       2     901    1464    +    2.6e-155  516.9  17.2  -
Alicyclobacillaceae_Tumebacillus                 -          LKAP.g-Gut1_B06_046.seq -               33     903       6     900       3     901    1489    +    2.8e-155  516.8  17.6  -
Bacillaceae_Gracilibacillus                      -          LKAP.g-Gut1_B06_046.seq -               26     870       5     841       2     878    1511    +    2.9e-155  516.6  20.1  -
Clostridiaceae_Brassicibacter                    -          LKAP.g-Gut1_B06_046.seq -               24     884       5     900       2     901    1454    +    3.2e-155  516.4  17.4  -
Veillonellaceae_Dialister                        -          LKAP.g-Gut1_B06_046.seq -               22     919       5     900       2     901    1502    +    3.2e-155  516.3  17.6  -
Piscirickettsiaceae_Sulfurivirga                 -          LKAP.g-Gut1_B06_046.seq -               90     921      58     899      35     901    1457    +    3.2e-155  516.5  16.9  -
Clostridiaceae_Sporosalibacterium                -          LKAP.g-Gut1_B06_046.seq -               44     905       5     900       2     901    1521    +    3.3e-155  516.3  17.3  -
Halothiobacillaceae_Thiofaba                     -          LKAP.g-Gut1_B06_046.seq -               60     886      61     899      19     901    1487    +    3.5e-155  516.3  17.4  -
Bacillaceae_Virgibacillus                        -          LKAP.g-Gut1_B06_046.seq -               24     886       5     859       2     899    1519    +    3.8e-155  516.3  19.0  -
Paenibacillaceae_Brevibacillus                   -          LKAP.g-Gut1_B06_046.seq -               23     892       5     900       2     901    1486    +    5.3e-155  515.8  17.6  -
Rhodobacteraceae_Halocynthiibacter               -          LKAP.g-Gut1_B06_046.seq -               28     846       5     900       2     901    1436    +    6.1e-155  515.6  16.0  -
Sterolibacteriaceae_Sterolibacterium             -          LKAP.g-Gut1_B06_046.seq -               38     915       4     899       2     901    1531    +    6.5e-155  515.6  18.2  -
Tsukamurellaceae_Tsukamurella                    -          LKAP.g-Gut1_B06_046.seq -               43     893       5     900       2     901    1495    +    6.5e-155  515.5  17.0  -
Hydrogenophilaceae_Sulfuritortus                 -          LKAP.g-Gut1_B06_046.seq -               23     891       4     899       2     901    1454    +    6.6e-155  515.6  18.0  -
Lachnospiraceae_Butyrivibrio                     -          LKAP.g-Gut1_B06_046.seq -               43     921       5     900       2     901    1518    +    7.4e-155  515.2  17.6  -
Bacillales_Geomicrobium                          -          LKAP.g-Gut1_B06_046.seq -               35     882       5     859       3     899    1537    +    7.5e-155  515.2  18.3  -
Alcaligenaceae_Paracandidimonas                  -          LKAP.g-Gut1_B06_046.seq -               31     861      55     899      34     901    1428    +    7.5e-155  515.3  17.2  -
Rhodobacteraceae_Ponticoccus                     -          LKAP.g-Gut1_B06_046.seq -               47     861       5     900       2     901    1426    +    8.4e-155  515.1  15.9  -
Peptococcaceae_Desulfitobacterium                -          LKAP.g-Gut1_B06_046.seq -               24     930       5     899       2     901    1521    +    8.9e-155  514.5  18.0  -
Bradyrhizobiaceae_Afipia                         -          LKAP.g-Gut1_B06_046.seq -               75     859      63     900      38     901    1416    +    9.9e-155  514.9  15.4  -
Clostridiales_Natranaerovirga                    -          LKAP.g-Gut1_B06_046.seq -               45     913       5     900       2     901    1504    +    1.2e-154  514.4  17.5  -
Pseudomonadaceae_Permianibacter                  -          LKAP.g-Gut1_B06_046.seq -               10     866       4     898       1     901    1423    +    1.4e-154  514.4  17.3  -
Clostridiales_Blautia                            -          LKAP.g-Gut1_B06_046.seq -               22     885       5     900       2     901    1453    +    1.5e-154  514.2  17.2  -
Bacillaceae_Salibacterium                        -          LKAP.g-Gut1_B06_046.seq -               11     901       9     898       2     900    1485    +    1.5e-154  514.2  18.3  -
Methylococcaceae_Methylomarinovum                -          LKAP.g-Gut1_B06_046.seq -               24     895       5     898       2     901    1466    +    1.6e-154  514.3  17.4  -
Alcaligenaceae_Caenimicrobium                    -          LKAP.g-Gut1_B06_046.seq -               61     890      56     899      34     901    1453    +    1.6e-154  514.3  17.1  -
Lachnospiraceae_Pseudobutyrivibrio               -          LKAP.g-Gut1_B06_046.seq -               14     876       5     900       2     901    1462    +    1.8e-154  513.8  16.5  -
Lachnospiraceae_Coprococcus                      -          LKAP.g-Gut1_B06_046.seq -               24     874       5     900       2     901    1440    +      2e-154  513.9  16.4  -
Rhodobacteraceae_Maritimibacter                  -          LKAP.g-Gut1_B06_046.seq -               44     860       5     900       2     901    1430    +    2.3e-154  513.7  15.7  -
Desulfohalobiaceae_Desulfonauticus               -          LKAP.g-Gut1_B06_046.seq -               44     943       5     900       2     901    1567    +    2.3e-154  513.7  18.0  -
Chromobacteriaceae_Chitiniphilus                 -          LKAP.g-Gut1_B06_046.seq -               42     909       4     899       2     901    1494    +    2.5e-154  513.8  17.3  -
Rhodobacteraceae_Aestuariivita                   -          LKAP.g-Gut1_B06_046.seq -               44     858       5     900       2     901    1427    +    2.5e-154  513.6  15.7  -
Pseudonocardiaceae_Lentzea                       -          LKAP.g-Gut1_B06_046.seq -               43     890       5     900       2     901    1489    +    2.9e-154  513.3  17.6  -
Neisseriaceae_Rivicola                           -          LKAP.g-Gut1_B06_046.seq -               32     862      55     899      34     901    1424    +    3.1e-154  513.3  17.5  -
Thermoanaerobacteraceae_Thermoanaerobacter       -          LKAP.g-Gut1_B06_046.seq -               40     897       5     899       2     901    1525    +    3.1e-154  512.7  18.0  -
Bacillaceae_Salimicrobium                        -          LKAP.g-Gut1_B06_046.seq -               24     922       5     898       3     900    1500    +    3.2e-154  513.2  18.6  -
Micromonosporaceae_Catenuloplanes                -          LKAP.g-Gut1_B06_046.seq -               35     883       5     900       2     901    1459    +    3.5e-154  513.0  17.0  -
Lysobacteraceae_Metallibacterium                 -          LKAP.g-Gut1_B06_046.seq -               30     898       5     899       2     901    1479    +    3.6e-154  513.1  18.3  -
Ectothiorhodospiraceae_Acidihalobacter           -          LKAP.g-Gut1_B06_046.seq -               11     861      29     899      12     901    1599    +    3.7e-154  512.9  17.8  -
