# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Moraxellaceae_Psychrobacter                      -          LKAP-TSAKG2_G08_052_2018_2 -               33     845      26     838      19     838    1491    +    2.2e-307 1020.7  16.6  -
Parvularculaceae_Parvularcula                    -          LKAP-TSAKG2_G08_052_2018_2 -               75     780      64     806      44     826    1427    +    4.5e-174  579.1  16.4  -
Rhodobacteraceae_Gemmobacter                     -          LKAP-TSAKG2_G08_052_2018_2 -               54     759      63     805      41     819    1399    +    5.1e-174  578.9  16.4  -
Desulfuromonadaceae_Desulfuromonas               -          LKAP-TSAKG2_G08_052_2018_2 -               77     832      64     797      41     825    1512    +    5.3e-174  578.6  16.4  -
Xanthobacteraceae_Xanthobacter                   -          LKAP-TSAKG2_G08_052_2018_2 -               46     781      64     836      44     838    1413    +    6.6e-174  578.5  16.2  -
Comamonadaceae_Lampropedia                       -          LKAP-TSAKG2_G08_052_2018_2 -               48     826      22     799       7     817    1488    +    6.9e-174  578.1  17.4  -
Thioalkalispiraceae_Thioalkalispira              -          LKAP-TSAKG2_G08_052_2018_2 -               22     830      26     837      15     838    1433    +      1e-173  577.4  16.4  -
Rhodobiaceae_Methyloligella                      -          LKAP-TSAKG2_G08_052_2018_2 -               73     770      64     798      48     819    1444    +    1.1e-173  577.7  16.8  -
Thioalkalispiraceae_Endothiovibrio               -          LKAP-TSAKG2_G08_052_2018_2 -               53     867      26     837      11     838    1530    +    1.2e-173  577.3  16.3  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-TSAKG2_G08_052_2018_2 -               51     751      62     799      41     815    1430    +    1.4e-173  577.5  16.8  -
Comamonadaceae_Limnohabitans                     -          LKAP-TSAKG2_G08_052_2018_2 -               24     798      26     802      19     822    1500    +    1.5e-173  576.8  16.8  -
Kangiellaceae_Aliikangiella                      -          LKAP-TSAKG2_G08_052_2018_2 -                2     817      24     837      23     838    1392    +    1.6e-173  576.8  16.3  -
Acidiferrobacteraceae_Acidiferrobacter           -          LKAP-TSAKG2_G08_052_2018_2 -               83     859      63     838      43     838    1475    +    1.7e-173  576.9  16.4  -
Hydrogenophilaceae_Tepidiphilus                  -          LKAP-TSAKG2_G08_052_2018_2 -               64     805      61     799      38     818    1459    +    1.8e-173  576.9  16.7  -
Acetobacteraceae_Tanticharoenia                  -          LKAP-TSAKG2_G08_052_2018_2 -               56     792      65     836      45     838    1414    +    2.3e-173  576.7  17.0  -
Pasteurellaceae_Volucribacter                    -          LKAP-TSAKG2_G08_052_2018_2 -                6     781      30     799      25     819    1434    +    2.5e-173  576.5  16.5  -
Litoricolaceae_Litoribrevibacter                 -          LKAP-TSAKG2_G08_052_2018_2 -               33     846      26     837       8     838    1465    +    2.9e-173  576.0  16.6  -
Rhodobacteraceae_Pseudorhodobacter               -          LKAP-TSAKG2_G08_052_2018_2 -               71     772      63     801      42     821    1428    +    4.3e-173  575.8  16.6  -
Desulfuromonadaceae_Pelobacter                   -          LKAP-TSAKG2_G08_052_2018_2 -               52     840      26     797      20     818    1542    +    5.1e-173  575.4  16.6  -
Acetobacteraceae_Gluconacetobacter               -          LKAP-TSAKG2_G08_052_2018_2 -               56     793      65     837      45     838    1418    +    5.2e-173  575.7  17.2  -
Acetobacteraceae_Komagataeibacter                -          LKAP-TSAKG2_G08_052_2018_2 -               68     805      65     837      45     838    1456    +    5.7e-173  575.5  17.3  -
Sphingomonadaceae_Novosphingobium                -          LKAP-TSAKG2_G08_052_2018_2 -               68     804      64     837      43     838    1443    +    5.9e-173  575.3  16.0  -
Phyllobacteriaceae_Aminobacter                   -          LKAP-TSAKG2_G08_052_2018_2 -               61     758      64     798      43     818    1453    +    6.2e-173  575.2  16.8  -
Aurantimonadaceae_Martelella                     -          LKAP-TSAKG2_G08_052_2018_2 -               72     774      63     802      43     824    1443    +    6.2e-173  575.5  16.5  -
Sphingomonadaceae_Sphingorhabdus                 -          LKAP-TSAKG2_G08_052_2018_2 -               54     791      63     837      43     838    1420    +    6.9e-173  575.1  15.9  -
Oceanospirillaceae_Oceaniserpentilla             -          LKAP-TSAKG2_G08_052_2018_2 -               56     869      26     837       8     838    1475    +    7.6e-173  574.5  16.6  -
Chromatiaceae_Thiobaca                           -          LKAP-TSAKG2_G08_052_2018_2 -               61     831      64     837      44     838    1370    +    9.7e-173  574.6  16.5  -
Rhodospirillaceae_Niveispirillum                 -          LKAP-TSAKG2_G08_052_2018_2 -               77     816      60     836      40     837    1477    +    1.2e-172  574.3  16.0  -
Sphingomonadaceae_Sphingomonas                   -          LKAP-TSAKG2_G08_052_2018_2 -               63     799      64     837      43     838    1436    +    1.3e-172  574.4  15.7  -
Rhizobiaceae_Kaistia                             -          LKAP-TSAKG2_G08_052_2018_2 -               56     763      62     806      41     826    1398    +    1.5e-172  574.1  16.2  -
Acetobacteraceae_Neokomagataea                   -          LKAP-TSAKG2_G08_052_2018_2 -               75     812      64     836      44     838    1437    +    1.6e-172  574.1  16.7  -
Gammaproteobacteria_Methylohalomonas             -          LKAP-TSAKG2_G08_052_2018_2 -               20     810      48     834      28     838    1325    +    1.8e-172  573.7  16.3  -
Chromatiaceae_Thiococcus                         -          LKAP-TSAKG2_G08_052_2018_2 -               63     842      63     837      43     838    1470    +    1.9e-172  573.5  16.3  -
Rhizobiales_Amorphus                             -          LKAP-TSAKG2_G08_052_2018_2 -               54     751      64     798      43     818    1427    +    2.1e-172  573.6  16.7  -
Chromatiaceae_Chromatium                         -          LKAP-TSAKG2_G08_052_2018_2 -               84     854      64     837      41     838    1391    +    2.4e-172  573.2  16.4  -
Rhodobacteraceae_Celeribacter                    -          LKAP-TSAKG2_G08_052_2018_2 -               71     771      63     801      42     817    1428    +    3.2e-172  572.9  16.7  -
Rhodospirillaceae_Skermanella                    -          LKAP-TSAKG2_G08_052_2018_2 -               56     791      65     837      45     838    1409    +    4.6e-172  572.5  15.8  -
Rhodospirillaceae_Novispirillum                  -          LKAP-TSAKG2_G08_052_2018_2 -               57     791      64     836      43     838    1442    +      5e-172  572.0  16.2  -
Rhizobiaceae_Pararhizobium                       -          LKAP-TSAKG2_G08_052_2018_2 -               72     771      63     799      42     819    1477    +    5.9e-172  571.9  16.7  -
Ectothiorhodospiraceae_Thioalbus                 -          LKAP-TSAKG2_G08_052_2018_2 -               15     824      26     837      16     838    1417    +      6e-172  571.7  16.4  -
Rhodospirillaceae_Rhodospirillum                 -          LKAP-TSAKG2_G08_052_2018_2 -               72     773      61     799      41     819    1477    +    6.5e-172  571.7  16.7  -
Erythrobacteraceae_Erythrobacter                 -          LKAP-TSAKG2_G08_052_2018_2 -               52     789      63     837      43     838    1442    +    1.1e-171  571.2  16.1  -
Immundisolibacteraceae_Immundisolibacter         -          LKAP-TSAKG2_G08_052_2018_2 -               62     877      26     837      11     838    1555    +    1.1e-171  570.8  16.4  -
Hyphomonadaceae_Maricaulis                       -          LKAP-TSAKG2_G08_052_2018_2 -               55     750      64     796      44     818    1422    +    1.3e-171  570.9  16.7  -
Rhodobacteraceae_Roseibium                       -          LKAP-TSAKG2_G08_052_2018_2 -               73     803      65     834      44     837    1397    +    1.4e-171  571.0  16.5  -
Litoricolaceae_Litoribacillus                    -          LKAP-TSAKG2_G08_052_2018_2 -               62     875      26     837       8     838    1519    +    1.5e-171  570.2  16.6  -
Syntrophomonadaceae_Syntrophomonas               -          LKAP-TSAKG2_G08_052_2018_2 -               50     888      26     838      18     838    1529    +    1.7e-171  570.2  16.4  -
Rhizobiales_Bauldia                              -          LKAP-TSAKG2_G08_052_2018_2 -               72     776      59     798      37     820    1446    +      2e-171  570.3  16.5  -
Xanthobacteraceae_Azorhizobium                   -          LKAP-TSAKG2_G08_052_2018_2 -               62     796      64     836      44     838    1449    +    2.1e-171  570.2  16.2  -
Erythrobacteraceae_Porphyrobacter                -          LKAP-TSAKG2_G08_052_2018_2 -               74     810      63     836      43     838    1477    +    2.3e-171  570.0  16.0  -
Cellvibrionaceae_Saccharophagus                  -          LKAP-TSAKG2_G08_052_2018_2 -               45     822      64     837      41     838    1431    +    2.7e-171  569.5  16.2  -
Rhodobacteraceae_Loktanella                      -          LKAP-TSAKG2_G08_052_2018_2 -               54     758      63     804      41     824    1385    +    2.7e-171  569.9  16.3  -
Ectothiorhodospiraceae_Thiogranum                -          LKAP-TSAKG2_G08_052_2018_2 -               40     855      26     835      12     838    1508    +    3.2e-171  569.4  16.4  -
Bartonellaceae_Bartonella                        -          LKAP-TSAKG2_G08_052_2018_2 -               34     755      27     800      18     821    1410    +    3.6e-171  569.3  16.6  -
Haliangiaceae_Haliangium                         -          LKAP-TSAKG2_G08_052_2018_2 -               85     834      65     794      44     812    1507    +    3.8e-171  569.2  16.3  -
Spirochaetaceae_Spirochaeta                      -          LKAP-TSAKG2_G08_052_2018_2 -               44     857      26     837      20     838    1495    +    4.3e-171  568.9  16.7  -
Brucellaceae_Paenochrobactrum                    -          LKAP-TSAKG2_G08_052_2018_2 -               26     724      64     799      44     815    1348    +    4.6e-171  568.9  16.9  -
Hyphomicrobiaceae_Pelagibacterium                -          LKAP-TSAKG2_G08_052_2018_2 -               55     753      64     799      44     821    1408    +    5.7e-171  568.7  16.8  -
Rhodobacteraceae_Amylibacter                     -          LKAP-TSAKG2_G08_052_2018_2 -               55     748      64     794      42     809    1423    +    6.6e-171  568.5  16.7  -
Hyphomicrobiaceae_Pedomicrobium                  -          LKAP-TSAKG2_G08_052_2018_2 -               61     759      59     794      39     814    1400    +    7.1e-171  568.4  16.6  -
Rhodospirillaceae_Fodinicurvata                  -          LKAP-TSAKG2_G08_052_2018_2 -               38     775      62     836      42     838    1390    +    7.5e-171  568.4  16.2  -
Aurantimonadaceae_Fulvimarina                    -          LKAP-TSAKG2_G08_052_2018_2 -               74     775      62     800      41     821    1453    +    9.1e-171  568.0  16.5  -
Rhodobacteraceae_Oceanicola                      -          LKAP-TSAKG2_G08_052_2018_2 -               70     775      62     804      41     825    1421    +    9.1e-171  568.0  16.3  -
Rhodobacteraceae_Roseovarius                     -          LKAP-TSAKG2_G08_052_2018_2 -               55     757      62     801      41     815    1415    +      1e-170  567.8  16.5  -
Rhodobacteraceae_Albimonas                       -          LKAP-TSAKG2_G08_052_2018_2 -               75     779      64     805      32     826    1429    +    1.2e-170  567.7  15.9  -
Acetobacteraceae_Acidiphilium                    -          LKAP-TSAKG2_G08_052_2018_2 -               61     793      65     830      45     838    1418    +    1.3e-170  567.6  17.2  -
Kordiimonadaceae_Kordiimonas                     -          LKAP-TSAKG2_G08_052_2018_2 -               33     771      26     806      21     827    1421    +    1.4e-170  567.5  16.2  -
