# target name                                    accession  query name                 accession  hmmfrom hmm to alifrom  ali to envfrom  env to  modlen strand   E-value  score  bias  description of target
#                            ------------------- ----------       -------------------- ---------- ------- ------- ------- ------- ------- ------- ------- ------ --------- ------ ----- ---------------------
Planococcaceae_Sporosarcina                      -          LKAP-TSAKG2_H09_065_2018_2 -               18     877      14     872       7     872    1504    +           0 1083.1  18.5  -
Planococcaceae_Paenisporosarcina                 -          LKAP-TSAKG2_H09_065_2018_2 -               10     872      15     872       8     872    1481    +    3.8e-305 1013.2  18.5  -
Desulfobacteraceae_Desulfatibacillum             -          LKAP-TSAKG2_H09_065_2018_2 -               43     908      18     872       5     872    1525    +    5.7e-174  578.5  18.4  -
Thermotogaceae_Thermotoga                        -          LKAP-TSAKG2_H09_065_2018_2 -               45     898      14     871       8     872    1561    +    6.8e-174  578.4  19.1  -
Cystobacteraceae_Archangium                      -          LKAP-TSAKG2_H09_065_2018_2 -               18     877      14     871       8     872    1491    +    7.8e-174  578.1  18.5  -
Myxococcaceae_Myxococcus                         -          LKAP-TSAKG2_H09_065_2018_2 -               18     879      14     871       8     872    1493    +    8.2e-174  577.9  18.6  -
Micrococcaceae_Citricoccus                       -          LKAP-TSAKG2_H09_065_2018_2 -               40     868      19     872       7     872    1479    +    8.3e-174  577.9  18.4  -
Hyphomicrobiaceae_Rhodoplanes                    -          LKAP-TSAKG2_H09_065_2018_2 -               43     833      18     871       5     872    1451    +    8.6e-174  578.1  19.5  -
Propionibacteriaceae_Tessaracoccus               -          LKAP-TSAKG2_H09_065_2018_2 -               30     854      18     872       7     872    1444    +    9.4e-174  577.8  17.8  -
Lachnospiraceae_Oribacterium                     -          LKAP-TSAKG2_H09_065_2018_2 -               44     819      61     869      41     872    1412    +      1e-173  577.8  17.5  -
Intrasporangiaceae_Terrabacter                   -          LKAP-TSAKG2_H09_065_2018_2 -               23     850      18     872       7     872    1466    +    1.1e-173  577.5  18.8  -
Rhodobacteraceae_Thioclava                       -          LKAP-TSAKG2_H09_065_2018_2 -               40     831      16     871       8     872    1433    +    1.2e-173  577.4  18.4  -
Flavobacteriaceae_Flavobacterium                 -          LKAP-TSAKG2_H09_065_2018_2 -               23     853      18     870       7     872    1442    +    1.2e-173  577.4  18.9  -
Desulfobacteraceae_Desulfatiglans                -          LKAP-TSAKG2_H09_065_2018_2 -               30     900      14     872       8     872    1527    +    1.2e-173  577.3  18.2  -
Halomonadaceae_Kushneria                         -          LKAP-TSAKG2_H09_065_2018_2 -               27     872      18     872       7     872    1461    +    1.3e-173  577.2  19.8  -
Thermodesulfobacteriaceae_Caldimicrobium         -          LKAP-TSAKG2_H09_065_2018_2 -               33     891      16     872       9     872    1508    +    1.4e-173  577.5  19.0  -
Rhodospirillaceae_Ferrovibrio                    -          LKAP-TSAKG2_H09_065_2018_2 -               44     830      19     872       5     872    1447    +    1.6e-173  577.1  18.7  -
Micrococcaceae_Pseudoglutamicibacter             -          LKAP-TSAKG2_H09_065_2018_2 -               34     869      19     872       8     872    1502    +    1.8e-173  576.7  18.4  -
Actinomycetaceae_Trueperella                     -          LKAP-TSAKG2_H09_065_2018_2 -               10     847      14     872       8     872    1445    +    1.8e-173  577.0  18.2  -
Leptospiraceae_Leptospira                        -          LKAP-TSAKG2_H09_065_2018_2 -               21     837      16     869       9     872    1431    +    2.2e-173  576.5  18.5  -
Thermotogaceae_Pseudothermotoga                  -          LKAP-TSAKG2_H09_065_2018_2 -               36     885      15     871       8     872    1541    +    2.3e-173  576.7  19.3  -
Rhodobiaceae_Rhodobium                           -          LKAP-TSAKG2_H09_065_2018_2 -               30     817      16     869       8     872    1421    +    2.3e-173  576.8  18.4  -
Rhodobacteraceae_Roseivivax                      -          LKAP-TSAKG2_H09_065_2018_2 -               32     820      19     872       7     872    1405    +    2.6e-173  576.5  18.2  -
Thiotrichaceae_Thiothrix                         -          LKAP-TSAKG2_H09_065_2018_2 -               23     820      18     870       6     872    1417    +    2.7e-173  576.3  18.3  -
Desulfobacteraceae_Desulfobotulus                -          LKAP-TSAKG2_H09_065_2018_2 -               20     880      18     869       9     872    1506    +    2.8e-173  576.3  18.0  -
Dermabacteraceae_Dermabacter                     -          LKAP-TSAKG2_H09_065_2018_2 -               33     856      19     872       8     872    1456    +      4e-173  575.8  18.6  -
Bdellovibrionaceae_Bdellovibrio                  -          LKAP-TSAKG2_H09_065_2018_2 -               14     838      14     871       6     872    1432    +    4.9e-173  575.4  17.7  -
Phyllobacteriaceae_Aquamicrobium                 -          LKAP-TSAKG2_H09_065_2018_2 -               24     809      19     871       8     872    1407    +      5e-173  575.7  19.6  -
Rhodobacteraceae_Albimonas                       -          LKAP-TSAKG2_H09_065_2018_2 -               44     831      19     871       8     872    1429    +    5.2e-173  575.5  18.1  -
Microbacteriaceae_Agreia                         -          LKAP-TSAKG2_H09_065_2018_2 -               44     868      19     872       8     872    1513    +    5.5e-173  575.1  18.4  -
Hyphomicrobiaceae_Prosthecomicrobium             -          LKAP-TSAKG2_H09_065_2018_2 -               57     846      16     871       9     872    1470    +    6.4e-173  575.1  19.5  -
Sphingomonadaceae_Sphingomicrobium               -          LKAP-TSAKG2_H09_065_2018_2 -               22     817      14     872       8     872    1443    +    7.1e-173  575.2  17.0  -
Oceanospirillaceae_Thalassolituus                -          LKAP-TSAKG2_H09_065_2018_2 -               31     875      19     872       5     872    1476    +    7.3e-173  574.7  19.5  -
Erythrobacteraceae_Porphyrobacter                -          LKAP-TSAKG2_H09_065_2018_2 -               38     832      14     871       8     872    1477    +    7.6e-173  575.0  17.7  -
Enterococcaceae_Pilibacter                       -          LKAP-TSAKG2_H09_065_2018_2 -               19     874      15     871       6     872    1432    +    7.9e-173  574.6  18.3  -
Halomonadaceae_Salinicola                        -          LKAP-TSAKG2_H09_065_2018_2 -               21     868      17     872       7     872    1471    +    7.9e-173  574.7  19.6  -
Pseudonocardiaceae_Actinomycetospora             -          LKAP-TSAKG2_H09_065_2018_2 -               24     858      19     872       8     872    1487    +    9.1e-173  574.5  18.2  -
Ectothiorhodospiraceae_Spiribacter               -          LKAP-TSAKG2_H09_065_2018_2 -               48     895      14     872       8     872    1544    +    9.5e-173  574.6  18.7  -
Thiotrichaceae_Leucothrix                        -          LKAP-TSAKG2_H09_065_2018_2 -               13     860      14     871       7     872    1445    +      1e-172  574.1  19.0  -
Micromonosporaceae_Catellatospora                -          LKAP-TSAKG2_H09_065_2018_2 -               44     864      19     872       8     872    1509    +    1.1e-172  574.3  18.4  -
Streptosporangiaceae_Planomonospora              -          LKAP-TSAKG2_H09_065_2018_2 -               24     840      19     872       8     872    1444    +    1.1e-172  574.1  18.7  -
Piscirickettsiaceae_Methylophaga                 -          LKAP-TSAKG2_H09_065_2018_2 -               17     863      14     871       7     872    1487    +    1.2e-172  574.0  19.2  -
Hyphomonadaceae_Maricaulis                       -          LKAP-TSAKG2_H09_065_2018_2 -               24     812      19     872       8     872    1422    +    1.4e-172  574.2  18.1  -
Vibrionaceae_Vibrio                              -          LKAP-TSAKG2_H09_065_2018_2 -               22     879      17     871       7     872    1466    +    1.8e-172  573.4  19.2  -
Streptosporangiaceae_Sphaerimonospora            -          LKAP-TSAKG2_H09_065_2018_2 -               29     845      19     872       8     872    1464    +    1.9e-172  573.4  18.4  -
Cellulomonadaceae_Oerskovia                      -          LKAP-TSAKG2_H09_065_2018_2 -               34     859      19     872       8     872    1488    +    1.9e-172  573.6  18.7  -
Lysobacteraceae_Stenotrophomonas                 -          LKAP-TSAKG2_H09_065_2018_2 -               20     871      16     871       8     872    1484    +      2e-172  573.4  19.3  -
Alteromonadaceae_Glaciecola                      -          LKAP-TSAKG2_H09_065_2018_2 -               39     882      15     872       8     872    1474    +      2e-172  573.3  19.1  -
Rhodobacteraceae_Octadecabacter                  -          LKAP-TSAKG2_H09_065_2018_2 -               21     813      17     871       8     872    1389    +      2e-172  573.5  17.9  -
Alteromonadaceae_Alishewanella                   -          LKAP-TSAKG2_H09_065_2018_2 -               25     860      11     871       4     872    1426    +      2e-172  573.4  18.3  -
Pseudoalteromonadaceae_Algicola                  -          LKAP-TSAKG2_H09_065_2018_2 -               35     883      16     872       8     872    1490    +    2.1e-172  573.2  19.1  -
Micrococcaceae_Tersicoccus                       -          LKAP-TSAKG2_H09_065_2018_2 -                4     842      18     872      15     872    1447    +    2.3e-172  573.2  18.3  -
Phyllobacteriaceae_Hoeflea                       -          LKAP-TSAKG2_H09_065_2018_2 -               24     809      19     871       7     872    1430    +    2.4e-172  573.4  18.9  -
Clostridiales_Anaerococcus                       -          LKAP-TSAKG2_H09_065_2018_2 -                4     828      20     869      18     872    1410    +    2.9e-172  573.0  18.1  -
Rickettsiaceae_Rickettsia                        -          LKAP-TSAKG2_H09_065_2018_2 -               34     834      19     871       9     872    1440    +    3.1e-172  572.9  18.7  -
Rhodobacteraceae_Falsirhodobacter                -          LKAP-TSAKG2_H09_065_2018_2 -               19     805      21     872       6     872    1387    +    3.4e-172  572.8  18.6  -
Chromatiaceae_Thiophaeococcus                    -          LKAP-TSAKG2_H09_065_2018_2 -               10     848      14     872       7     872    1440    +    3.5e-172  572.8  19.6  -
Desulfohalobiaceae_Desulfothermus                -          LKAP-TSAKG2_H09_065_2018_2 -               14     880      14     871       8     872    1492    +    3.5e-172  572.7  19.0  -
Propionibacteriaceae_Propionibacterium           -          LKAP-TSAKG2_H09_065_2018_2 -               24     849      19     872       8     872    1473    +    3.7e-172  572.6  18.4  -
Rhodobacteraceae_Celeribacter                    -          LKAP-TSAKG2_H09_065_2018_2 -               37     827      16     871       8     872    1428    +    3.8e-172  572.7  18.4  -
Desulfobulbaceae_Desulforhopalus                 -          LKAP-TSAKG2_H09_065_2018_2 -               24     868      19     871       9     872    1498    +    3.8e-172  572.6  18.6  -
Rhodospirillaceae_Rhodovibrio                    -          LKAP-TSAKG2_H09_065_2018_2 -               35     832      16     872       8     872    1480    +    3.8e-172  572.7  18.1  -
Methylocystaceae_Methylosinus                    -          LKAP-TSAKG2_H09_065_2018_2 -               24     813      19     871       8     872    1410    +    4.1e-172  572.6  19.1  -
Lysobacteraceae_Vulcaniibacterium                -          LKAP-TSAKG2_H09_065_2018_2 -               47     897      16     871       8     872    1549    +    4.2e-172  572.3  19.4  -
Dictyoglomaceae_Dictyoglomus                     -          LKAP-TSAKG2_H09_065_2018_2 -               41     891      15     872       8     872    1541    +    4.3e-172  572.3  18.0  -
Chromatiaceae_Thiocystis                         -          LKAP-TSAKG2_H09_065_2018_2 -               18     856      14     872       8     872    1451    +    4.7e-172  572.4  19.4  -
Rhodobacteraceae_Albidovulum                     -          LKAP-TSAKG2_H09_065_2018_2 -               40     835      16     872       7     872    1443    +    4.8e-172  572.3  19.1  -
Burkholderiaceae_Burkholderia                    -          LKAP-TSAKG2_H09_065_2018_2 -               28     871      16     871       7     872    1502    +    4.9e-172  572.2  19.1  -
Rhodobiaceae_Rhodoligotrophos                    -          LKAP-TSAKG2_H09_065_2018_2 -               44     841      19     871       8     872    1487    +    5.1e-172  572.2  18.8  -
Rhodospirillaceae_Phaeospirillum                 -          LKAP-TSAKG2_H09_065_2018_2 -               11     804      15     872       6     872    1401    +    5.2e-172  572.2  18.3  -
